Periode;Wijk;Zone;Naam straat / segment;Parkeercapaciteit 2013;bewoner aantal augustus 2013;buitenlander aantal augustus 2013;andere aantal augustus 2013;totaal aantal augustus 2013 ;% bezetting augustus 2013;% bewoner augustus 2013;% buitenlander augustus 2013;% andere augustus 2013;opmerkingen augustus 2013;B: betalend ook bewoners BV: betalend uitgezonderd bewoners;Parkeercapaciteit 2009;bewoner aantal augustus 2009;buitenlander aantal augustus 2009;andere aantalaugustus 2009 ;totaal aantal augustus 2009 ;% bezetting augustus 2009;% bewoner augustus 2009;% buitenlander augustus 2009;% andere augustus 2009;opmerkingen augustus 2009 ;latWGS84;loWGS84;Aangemaakt op
aug/13;4;1;Snaggaardstraat (Rijkepijndersstraat - Ropeerdstraat) paar (zuid) ;0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Snaggaardstraat (Ropeerdstraat - Speelmansstraat) onpaar (noord);5;4;0;0;4;0.8;1;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Snaggaardstraat (Ropeerdstraat - Speelmansstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Snaggaardstraat (Speelmansstraat - Hemelrijk) onpaar (noord);12;1;0;1;2;0.166666666666667;0,5;0;0,5;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Snaggaardstraat (Speelmansstraat - Hemelrijk) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Snaggaardstraat totaal;47;13;1;3;17;0.361702127659574;0,764705882;0,058823529;0,176470588;;;47;9;0;17;26;0.553191489361702;0,346153846;0;0,653846154;;;;8/07/2016
aug/13;4;1;Speelmansstraat onpaar (west);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Speelmansstraat paar (oost);16;4;0;6;10;0.625;0,4;0;0,6;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Speelmansstraat totaal;16;4;0;6;10;0.625;0,4;0;0,6;;;16;5;5;0;10;0.625;0,5;0,5;0;;;;8/07/2016
aug/13;4;1;Stokerstraat onpaar (noord);17;5;0;1;6;0.352941176470588;0,833333333;0;0,166666667;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Stokerstraat paar (zuid);22;7;0;2;9;0.409090909090909;0,777777778;0;0,222222222;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Stokerstraat totaal;39;12;0;3;15;0.384615384615385;0,8;0;0,2;;;42;17;0;10;27;0.642857142857143;0,62962963;0;0,37037037;;;;8/07/2016
aug/13;4;1;Wulpenstraat (langs water);15;8;0;5;13;0.866666666666667;0,615384615;0;0,384615385;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Wulpenstraat onpaar (langs huizen);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;4;1;Wulpenstraat totaal;15;8;0;5;13;0.866666666666667;0,615384615;0;0,384615385;;;15;6;0;4;10;0.666666666666667;0,6;0;0,4;;;;8/07/2016
aug/13;4;;Wijk 4: Seminariewijk;646;181;17;146;344;0.532507739938081;0,526162791;0,049418605;0,424418605;;;647;169;30;193;392;0.605873261205564;0,431122449;0,076530612;0,492346939;;;;8/07/2016
aug/13;5;1;Albrecht Rodenbachtstraat onpaar (west);14;4;0;3;7;0.5;0,571428571;0;0,428571429;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Albrecht Rodenbachtstraat paar (oost);15;15;0;0;15;1;1;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Albrecht Rodenbachtstraat totaal;29;19;0;3;22;0.758620689655172;0,863636364;0;0,136363636;;;29;14;1;3;18;0.620689655172414;0,777777778;0,055555556;0,166666667;;;;8/07/2016
aug/13;5;1;Balstraat onpaar (west);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Balstraat paar (oost);15;9;0;4;13;0.866666666666667;0,692307692;0;0,307692308;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Balstraat totaal;15;9;0;4;13;0.866666666666667;0,692307692;0;0,307692308;;;15;10;0;1;11;0.733333333333333;0,909090909;0;0,090909091;;;;8/07/2016
aug/13;5;1;Bapaumestraat onpaar (noord);11;2;0;6;8;0.727272727272727;0,25;0;0,75;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Bapaumestraat onpaar (zuid);2;1;0;0;1;0.5;1;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Bapaumestraat totaal;13;3;0;6;9;0.692307692307692;0,333333333;0;0,666666667;;;13;5;0;1;6;0.461538461538462;0,833333333;0;0,166666667;;;;8/07/2016
aug/13;5;1;Blekersstraat;0;0;0;0;0;N;0;0;0;;;0;0;0;0;0;N;0;0;0;;;;8/07/2016
aug/13;5;1;Carmersstraat (E.Zorghestraat - Rijkepijndersstraat) onpaar (noord);5;2;0;1;3;0.6;0,666666667;0;0,333333333;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Jeruzalemstraat - Korte Rijkepijndersstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Korte Blekersstraat - E.Zorghestraat) onpaar (noord);0;0;0;2;2;N;0;0;1;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Korte Blekersstraat - Jeruzalemstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Korte Rijkepijndersstraat - Korte Ropeerdstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Korte Ropeerdstraat - Korte Speelmansstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Korte Speelmansstraat - Kruisvest) paar (zuid);39;11;1;4;16;0.41025641025641;0,6875;0,0625;0,25;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Potterierei - Korte Blekersstraat) onpaar (noord);5;4;0;2;6;1.2;0,666666667;0;0,333333333;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Potterierei - Korte Blekersstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Rijkepijndersstraat - Ropeerdstraat) onpaar (noord);8;6;0;1;7;0.875;0,857142857;0;0,142857143;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Ropeerdstraat - Speelmansstraat) onpaar (noord);9;4;0;2;6;0.666666666666667;0,666666667;0;0,333333333;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat (Speelmansstraat - Kruisvest) onpaar (noord);13;10;0;0;10;0.769230769230769;1;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Carmersstraat totaal;79;37;1;12;50;0.632911392405063;0,74;0,02;0,24;;;79;35;2;22;59;0.746835443037975;0,593220339;0,033898305;0,372881356;;;;8/07/2016
aug/13;5;1;Driezwanenstraat;0;0;0;0;0;N;0;0;0;;;0;0;0;0;0;N;0;0;0;;;;8/07/2016
aug/13;5;1;Guido Gezelle Warande;0;0;0;0;0;N;0;0;0;;;0;0;0;0;0;N;0;0;0;;;;8/07/2016
aug/13;5;1;Hugo Verrieststraat (A.Rodenbachstraat - Kruisvest) onpaar (noord);;;;;;;;;;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Hugo Verrieststraat (A.Rodenbachstraat - Kruisvest) paar (zuid) en onpaar (noord);29;5;0;3;8;0.275862068965517;0,625;0;0,375;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Hugo Verrieststraat (Rolweg - A. Rodenbachstraat) onpaar (oost);7;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Hugo Verrieststraat (Rolweg - A. Rodenbachstraat) paar (west);10;7;0;1;8;0.8;0,875;0;0,125;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Hugo Verrieststraat totaal;46;12;0;4;16;0.347826086956522;0,75;0;0,25;;;39;8;1;9;18;0.461538461538462;0,444444444;0,055555556;0,5;;;;8/07/2016
aug/13;5;1;Jeruzalemstraat (Blekersstraat - Strostraat) paar (zuid);0;0;0;;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Jeruzalemstraat (Carmersstraat - Blekersstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Jeruzalemstraat (Carmersstraat - Driezwanenstraat) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Jeruzalemstraat (Driezwanenstraat - Rolweg) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Jeruzalemstraat (Rolweg - Venkelstraat) onpaar (noord);11;6;0;4;10;0.909090909090909;0,6;0;0,4;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Jeruzalemstraat (Sint-Annaplein - Molenmeers) paar (zuid);8;3;0;4;7;0.875;0,428571429;0;0,571428571;inname OD door filmploeg: verlies 6 pp;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Jeruzalemstraat (Strostraat - Sint-Annaplein) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Jeruzalemstraat (Venkelstraat - Balstraat) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Jeruzalemstraat totaal;19;9;0;8;17;0.894736842105263;0,529411765;0;0,470588235;;;19;12;0;6;18;0.947368421052632;0,666666667;0;0,333333333;;;;8/07/2016
aug/13;5;1;Joost de Damhouderstraat onpaar (oost);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Joost de Damhouderstraat paar (west);18;7;3;3;13;0.722222222222222;0,538461538;0,230769231;0,230769231;inname OD voor private werken: verlies 3 pp;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Joost de Damhouderstraat totaal;18;7;3;3;13;0.722222222222222;0,538461538;0,230769231;0,230769231;;;16;6;0;7;13;0.8125;0,461538462;0;0,538461538;;;;8/07/2016
aug/13;5;1;Kersenboomstraat;0;0;0;0;0;N;0;0;0;;;0;0;0;0;0;N;0;0;0;;;;8/07/2016
aug/13;5;1;Korte Blekersstraat;0;0;0;0;0;N;0;0;0;;;0;0;0;0;0;N;0;0;0;;;;8/07/2016
aug/13;5;1;Korte Rijkepijndersstraat onpaar (west);11;2;0;1;3;0.272727272727273;0,666666667;0;0,333333333;parkeerverbod in de hele straat door inname OD private werken;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Korte Rijkepijndersstraat paar (oost);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Korte Rijkepijndersstraat totaal;11;2;0;1;3;0.272727272727273;0,666666667;0;0,333333333;;;11;2;0;1;3;0.272727272727273;0,666666667;0;0,333333333;;;;8/07/2016
aug/13;5;1;Korte Ropeerderstraat onpaar (west);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Korte Ropeerderstraat paar (oost);1;1;0;0;1;1;1;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Korte Ropeerderstraat totaal;1;1;0;0;1;1;1;0;0;;;1;2;0;0;2;2;1;0;0;;;;8/07/2016
aug/13;5;1;Korte Sint-Annastraat onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Korte Sint-Annastraat paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Korte Sint-Annastraat totaal;0;0;0;0;0;N;0;0;0;;;0;0;0;0;0;N;0;0;0;;;;8/07/2016
aug/13;5;1;Korte Speelmansstraat onpaar (west);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Korte Speelmansstraat paar (oost);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Korte Speelmansstraat totaal;0;0;0;0;0;N;0;0;0;;;0;0;0;0;0;N;0;0;0;;;;8/07/2016
aug/13;5;1;Kruisvest (Bapaumestraat - Langestraat) kant huizen (west);5;2;0;1;3;0.6;0,666666667;0;0,333333333;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Kruisvest (Bapaumestraat - Langestraat) kant water (oost);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Kruisvest (Carmersstraat - Rolweg) kant huizen (west);15;4;1;1;6;0.4;0,666666667;0,166666667;0,166666667;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Kruisvest (Carmersstraat - Rolweg) kant water (oost);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Kruisvest (H.Verriesstraat - S.Streuvelsstraat) kant huizen (west);12;0;0;1;1;0.0833333333333333;0;0;1;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Kruisvest (H.Verriesstraat - S.Streuvelsstraat) kant water (oost);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Kruisvest (Rolweg - H.Verrieststraat) kant huizen (west);8;0;0;1;1;0.125;0;0;1;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Kruisvest (Rolweg - H.Verrieststraat) kant water (oost);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Kruisvest (S.Streuvelsstraat - Bapaumestraat) kant huizen (west);10;4;0;5;9;0.9;0,444444444;0;0,555555556;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Kruisvest (S.Streuvelsstraat - Bapaumestraat) kant water (oost);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Kruisvest totaal;50;10;1;9;20;0.4;0,5;0,05;0,45;;;56;5;1;8;14;0.25;0,357142857;0,071428571;0,571428571;;;;8/07/2016
aug/13;5;1;Leffingestraat onpaar (noord);9;5;0;4;9;1;0,555555556;0;0,444444444;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Leffingestraat paar (zuid);5;1;0;1;2;0.4;0,5;0;0,5;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Leffingestraat totaal;14;6;0;5;11;0.785714285714286;0,545454545;0;0,454545455;;;10;6;1;5;12;1.2;0,5;0,083333333;0,416666667;;;;8/07/2016
aug/13;5;1;Molenmeers (J.de Damhouderstraat - Korte Sint-Annastraat) onpaar (west);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Molenmeers (Korte Sint-Annastraat - Jeruzalemstraat) onpaar (west);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Molenmeers (Langestraat - Leffingestraat) onpaar (west);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Molenmeers (Langestraat - Verbrand Nieuwland) paar (oost);8;3;0;2;5;0.625;0,6;0;0,4;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Molenmeers (Leffingestraat - J.de Damhouderstraat) onpaar (west);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Molenmeers (Timmermansstraat - Rodestraat) paar (oost);8;5;0;2;7;0.875;0,714285714;0;0,285714286;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Molenmeers (Verbrand Nieuwland - Timmermansstraat) paar (oost);18;13;0;9;22;122.222.222.222.222;0,590909091;0;0,409090909;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Molenmeers totaal;34;21;0;13;34;1;0,617647059;0;0,382352941;;;41;1;1;6;8;0.195121951219512;0,125;0,125;0,75;;;;8/07/2016
aug/13;5;1;Peperstraat (Balstraat - S.Streuvelsstraat) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Peperstraat (Rodestraat - S.Streuvelsstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Peperstraat (S.Streuvelsstraat - Stoelstraat) onpaar (noord);9;5;0;3;8;0.888888888888889;0,625;0;0,375;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Peperstraat (S.Streuvelsstraat - Stoelstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Peperstraat (Stoelstraat - Langestraat) onpaar (noord);6;3;0;1;4;0.666666666666667;0,75;0;0,25;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Peperstraat (Stoelstraat - Langestraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Peperstraat totaal;15;8;0;4;12;0.8;0,666666667;0;0,333333333;;;15;9;1;6;16;106.666.666.666.667;0,5625;0,0625;0,375;;;;8/07/2016
aug/13;5;1;Rodestraat (Molenmeers - Verband Nieuwland) paar (zuid);8;6;0;1;7;0.875;0,857142857;0;0,142857143;inname OD voor private werken: verlies 3 pp;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rodestraat (Peperstraat - Vuldersreitje) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rodestraat (Verbrand Nieuwland - Langestraat) paar (zuid);3;3;0;1;4;133.333.333.333.333;0,75;0;0,25;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rodestraat (Vuldersreitje - Langestraat) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rodestraat totaal;11;9;0;2;11;1;0,818181818;0;0,181818182;;;11;5;0;3;8;0.727272727272727;0,625;0;0,375;;;;8/07/2016
aug/13;5;1;Rolweg (A.Rodenbachstraat - Kruisvest) onpaar (noord);20;4;0;1;5;0.25;0,8;0;0,2;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rolweg (A.Rodenbachstraat - Kruisvest) paar (zuid);22;8;0;3;11;0.5;0,727272727;0;0,272727273;inname OD voor private werken: verlies 4 pp;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rolweg (Balstraat - A.Rodenbachtstraat) paar (zuid);17;9;0;1;10;0.588235294117647;0,9;0;0,1;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rolweg (Jeruzalemstraat - Korte Rijkepijndersstraat) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rolweg (Jeruzalemstraat - Venkelstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rolweg (Korte Rijkepijndersstraat - Korte Ropeerdstraat) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rolweg (Korte Ropeerdstraat - Korte Speelmansstraat) onpaar (noord);6;1;0;0;1;0.166666666666667;1;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rolweg (Korte Speelmansstraat - A.Rodenbachstraat) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rolweg (Venkelstraat - Balstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Rolweg totaal;65;22;0;5;27;0.415384615384615;0,814814815;0;0,185185185;;;65;14;1;8;23;0.353846153846154;0,608695652;0,043478261;0,347826087;;;;8/07/2016
aug/13;5;1;Sint-Annakerkstraat onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Sint-Annakerkstraat paar (zuid);6;3;0;2;5;0.833333333333333;0,6;0;0,4;inname OD voor private werken: verlies 2 pp;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Sint-Annakerkstraat totaal;6;3;0;2;5;0.833333333333333;0,6;0;0,4;;;5;4;0;1;5;1;0,8;0;0,2;;;;8/07/2016
aug/13;5;1;Sint-Annaplein kant huizen (noord);17;11;0;6;17;1;0,647058824;0;0,352941176;inname OD voor private werken: verlies 3 pp;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Sint-Annaplein kant huizen (zuid);21;6;1;11;18;0.857142857142857;0,333333333;0,055555556;0,611111111;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Sint-Annaplein kant kerk (noord);2;1;0;1;2;0.5;1;0;1;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Sint-Annaplein kant kerk (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Sint-Annaplein totaal;40;18;1;18;37;0.925;0,486486486;0,027027027;0,486486486;;;36;17;0;19;36;1;0,472222222;0;0,527777778;;;;8/07/2016
aug/13;5;1;Sint-Annarei;6;3;0;2;5;0.833333333333333;0,6;0;0,4;;;6;0;0;7;7;116.666.666.666.667;0;0;1;;;;8/07/2016
aug/13;5;1;Stijn Streuvelstraat (A.Rodenbachstraat - Kruisvest) onpaar (noord) ;0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Stijn Streuvelstraat (A.Rodenbachstraat - Kruisvest) paar (zuid);29;12;2;4;18;0.620689655172414;0,666666667;0,111111111;0,222222222;inname OD voor private werken: verlies 3 pp;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Stijn Streuvelstraat (Peperstraat - A.Rodenbachstraat) onpaar (noord) ;0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Stijn Streuvelstraat (Peperstraat - A.Rodenbachstraat) paar (zuid);11;6;0;3;9;0.818181818181818;0,666666667;0;0,333333333;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Stijn Streuvelstraat totaal;40;18;2;7;27;0.675;0,666666667;0,074074074;0,259259259;;;40;19;2;14;35;0.875;0,542857143;0,057142857;0,4;;;;8/07/2016
aug/13;5;1;Stoelstraat;0;0;0;0;0;N;0;0;0;;;0;0;0;0;0;N;0;0;0;;;;8/07/2016
aug/13;5;1;Strostraat onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Strostraat paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Strostraat totaal;0;0;0;0;0;N;0;0;0;;;0;0;0;0;0;N;0;0;0;;;;8/07/2016
aug/13;5;1;Timmermansstraat onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Timmermansstraat paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Timmermansstraat totaal;0;0;0;0;0;N;0;0;0;;;0;0;0;0;0;N;0;0;0;;;;8/07/2016
aug/13;5;1;Venkelstraat onpaar (zuid);3;3;0;0;3;1;1;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Venkelstraat paar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Venkelstraat totaal;3;3;0;0;3;1;1;0;0;;;3;1;1;1;3;1;0,333333333;0,333333333;0,333333333;;;;8/07/2016
aug/13;5;1;Verbrand Nieuwland (Kersenboomstraat - Rodestraat) paar (zuid);5;2;0;3;5;1;0,4;0;0,6;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Verbrand Nieuwland (Molenmeers - Kersenboomstraat) paar (zuid);13;7;1;6;14;107.692.307.692.308;0,5;0,071428571;0,428571429;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Verbrand Nieuwland (Molenmeers - Timmermansstraat) onpaar (noord);6;4;0;2;6;1;0,666666667;0;0,333333333;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Verbrand Nieuwland (Timmermansstraat - Rodestraat) onpaar (noord);1;0;0;1;1;1;0;0;1;;;;;;;;;;;;;;;8/07/2016
aug/13;5;1;Verbrand Nieuwland totaal;25;13;1;12;26;1.04;0,5;0,038461538;0,461538462;;;25;13;1;13;27;1.08;0,481481481;0,037037037;0,481481481;;;;8/07/2016
aug/13;5;1;Vuldersreitje;21;13;0;2;15;0.714285714285714;0,866666667;0;0,133333333;betalend, vrijstelling met bewonersvignet zone 1;;21;12;1;11;24;114.285.714.285.714;0,5;0,041666667;0,458333333;;;;8/07/2016
aug/13;5;;wijk 5: Sint-Annawijk ;561;246;9;122;377;0.672014260249554;0,652519894;0,023872679;0,323607427;;;556;200;14;152;366;0.658273381294964;0,546448087;0,038251366;0,415300546;;;;8/07/2016
aug/13;6;1;Balsemboomstraat (Essenboomstraat - Konfijtstraat) onpaar (noord);15;7;1;3;11;0.733333333333333;0,636363636;0,090909091;0,272727273;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Balsemboomstraat (Essenboomstraat - Konfijtstraat) paar (zuid);6;4;0;2;6;1;0,666666667;0;0,333333333;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Balsemboomstraat (Ingang parking - Kazernevest) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Balsemboomstraat (Konfijtstraat - ingang parking) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Balsemboomstraat (Konfijtstraat - Sint-Brunostraat) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Balsemboomstraat (Langestraat - Essenboomstraat) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Balsemboomstraat (Langestraat - Essenboomstraat) paar (zuid);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Balsemboomstraat (Sint-Brunostraat - Kazernevest) onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Balsemboomstraat totaal;21;11;1;5;17;0.80952380952381;0,647058824;0,058823529;0,294117647;;;22;11;0;5;16;0.727272727272727;0,6875;0;0,3125;;;;8/07/2016
aug/13;6;1;Bilkske (Hooistraat - splitsing) onpaar (noord);12;6;0;3;9;0.75;0,666666667;0;0,333333333;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Bilkske (Hooistraat - splitsing) paar (zuid);14;10;0;1;11;0.785714285714286;0,909090909;0;0,090909091;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Bilkske (Langestraat - Hooistraat) onpaar (noord);20;13;0;8;21;1.05;0,619047619;0;0,380952381;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Bilkske (Langestraat - Hooistraat) paar (zuid);17;11;0;6;17;1;0,647058824;0;0,352941176;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Bilkske komende van Kazernevest links onpaar (noord);0;0;0;0;0;N;0;0;0;;;;;;;;;;;;;;;8/07/2016
aug/13;6;1;Bilkske komende van Kazernevest rechts onpaar (noord);13;5;1;3;9;0.692307692307692;0,555555556;0,111111111;0,333333333;;;;;;;;;;;;;;;8/07/2016
