blank;latWGS84;loWGS84;Aangemaakt op
;51.2050348997847;3.22362899928769;30/10/2017
;51.2152361003765;3.22123909967377;30/10/2017
;51.2053911994019;3.22079659976431;30/10/2017
;51.2132236997394;3.21502040096932;30/10/2017
;51.2031049996752;3.2252179999154;30/10/2017
;51.2141607003276;3.23336280083596;30/10/2017
;51.2106456996873;3.22580969896741;30/10/2017
;51.2198330002542;3.22911499954534;30/10/2017
;51.2002110001091;3.22863099930156;30/10/2017
;51.2137399999309;3.23339299882958;30/10/2017
;51.2088561003652;3.23118959880193;30/10/2017
;51.2038198993997;3.21501110064623;30/10/2017
;51.2007460994321;3.21574600050974;30/10/2017
;51.2190346998466;3.2295908007727;30/10/2017
;51.2078550993602;3.21781209891021;30/10/2017
;51.2142430997428;3.2199590994944;30/10/2017
;51.2055691997218;3.22317300114691;30/10/2017
;51.2200229004188;3.2266873991184;30/10/2017
;51.2098055997392;3.21643270014565;30/10/2017
;51.2111666004999;3.22889689937152;30/10/2017
;51.2020099003033;3.21588549904666;30/10/2017
;51.1998744997537;3.22035359873788;30/10/2017
;51.210550000493;3.22491650019491;30/10/2017
;51.2183098005976;3.22724459955251;30/10/2017
;51.2159938001992;3.22621999917683;30/10/2017
;51.2134139994691;3.22923999938372;30/10/2017
;51.2022031997017;3.23287910084833;30/10/2017
;51.1998609998213;3.22929500043545;30/10/2017
;51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128,51.2029778993128;3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774,3.23449190112774;30/10/2017
;51.2078117993541;3.2327767992602;30/10/2017
;51.2146429993548;3.22643999893325;30/10/2017
;51.2082295993887;3.22961429960388;30/10/2017
;51.2059449997046;3.22712000119254;30/10/2017
;51.2058046002538;3.23558289986685;30/10/2017
;51.2137037999061;3.231464601174;30/10/2017
;51.2078062007007;3.23371660070135;30/10/2017
;51.204356000546,51.204356000546,51.204356000546,51.204356000546,51.204356000546;3.22131690086756,3.22131690086756,3.22131690086756,3.22131690086756,3.22131690086756;30/10/2017
;51.2042348995248;3.21350099974864;30/10/2017
;51.2131980003666;3.22259899911857;30/10/2017
;51.2071556004952;3.22160130058346;30/10/2017
;51.2194159993794;3.22682620006491;30/10/2017
;51.2077626998074;3.21675390119869;30/10/2017
;51.2180670005784;3.23111770048564;30/10/2017
;51.2117588001514;3.21958560080522;30/10/2017
;51.2167154005005;3.22995730042778;30/10/2017
;51.2055369995143;3.22916299890012;30/10/2017
;51.2014970993502;3.22744189993018;30/10/2017
;51.2115026000008;3.22569160047029;30/10/2017
;51.2034179993519;3.22716000106548;30/10/2017
;51.2169245006939;3.22443370031849;30/10/2017
;51.2047100003181;3.2351379992365;30/10/2017
;51.2209773001246;3.23399699889149;30/10/2017
;51.2160988003846;3.22097229988867;30/10/2017
;51.2135004992815;3.21805539884952;30/10/2017
;51.2138539999135;3.2386856000913;30/10/2017
;51.2105331005798;3.22712659963113;30/10/2017
;51.2105961995833;3.2141172000435;30/10/2017
;51.2129929996514;3.21582909890885;30/10/2017
;51.2125687995909;3.22221879890887;30/10/2017
;51.2209355993877;3.22578480038121;30/10/2017
;51.215237000528;3.23106799888785;30/10/2017
;51.2010509995116;3.22643500101747;30/10/2017
;51.2195801996718;3.22614960117019;30/10/2017
;51.2190501001085;3.22556820000632;30/10/2017
;51.2052399005094;3.21450409926772;30/10/2017
;51.2098929997842;3.22385159904026;30/10/2017
;51.2026232998807;3.21615369985648;30/10/2017
;51.2093000000718;3.23750500080247;30/10/2017
;51.2123109002123;3.21667130055842;30/10/2017
;51.217145500309;3.23514749991053;30/10/2017
;51.2190950996167;3.22447319948151;30/10/2017
;51.2160803002651;3.21756449882465;30/10/2017
;51.2154595007026;3.22026819944383;30/10/2017
;51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744,51.2151906997744;3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534,3.21622610034534;30/10/2017
;51.2179384004459;3.2210848995314;30/10/2017
;51.2069607005267;3.21505129934087;30/10/2017
;51.1990680001521;3.22665500033225;30/10/2017
;51.2026320002526;3.2298570009072;30/10/2017
;51.2071522998453;3.22472869880236;30/10/2017
;51.2069976998855,51.2069976998855,51.2069976998855,51.2069976998855,51.2069976998855,51.2069976998855,51.2069976998855,51.2069976998855;3.22713199973873,3.22713199973873,3.22713199973873,3.22713199973873,3.22713199973873,3.22713199973873,3.22713199973873,3.22713199973873;30/10/2017
;51.2115014000014;3.23546570043263;30/10/2017
;51.2206786001095;3.22436799875739;30/10/2017
;51.2202355993162;3.23251860006919;30/10/2017
;51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607,51.2212319995607;3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291,3.22854280061291;30/10/2017
;51.2063960998239;3.21398910077441;30/10/2017
;51.2116438006472;3.21442630114764;30/10/2017
;51.2141906006341;3.22162539985669;30/10/2017
;51.206474599621;3.23676600070082;30/10/2017
;51.2114343005973;3.22288259950166;30/10/2017
;51.2141663997692;3.22902460007562;30/10/2017
;51.2130833006746;3.22417079937368;30/10/2017
;51.2029929998676;3.22411499915476;30/10/2017
;51.210929700122;3.21652649950397;30/10/2017
;51.2064733992948;3.22123650045286;30/10/2017
;51.2118311999643;3.22151960066825;30/10/2017
;51.2049071004546;3.21929989891391;30/10/2017
;51.2051990006872;3.23256499932029;30/10/2017
;51.2121368994836;3.21849860078025;30/10/2017
;51.2094863007049;3.21470530111592;30/10/2017
;51.2076799006836;3.22321060039594;30/10/2017
;51.2122310003298;3.23997799923351;30/10/2017
;51.2122291004294;3.2335748997643;30/10/2017
;51.2031335002778;3.22084279915396;30/10/2017
;51.2171862997953;3.22362499998337;30/10/2017
;51.2110398004578;3.21531409901222;30/10/2017
;51.2184150996545;3.22459859997077;30/10/2017
;51.2153586994771;3.22367729942232;30/10/2017
;51.205672300125;3.23108119974128;30/10/2017
;51.2106215998954;3.23225720016172;30/10/2017
;51.2097500993471;3.22471259943073;30/10/2017
;51.2049071992969;3.21433779914;30/10/2017
;51.216098999355;3.22843069960618;30/10/2017
;51.206500199282;3.2239561996711;30/10/2017
;51.212073399489;3.23269819955029;30/10/2017
;51.204580500006;3.23189209887213;30/10/2017
;51.2172433995674;3.21916779951064;30/10/2017
;51.212361300645;3.22517399920034;30/10/2017
;51.2098929002667;3.23116600009873;30/10/2017
;51.2129929999563;3.21875269894235;30/10/2017
;51.2059927995368;3.22428340047903;30/10/2017
;51.2070803003631;3.23121989915554;30/10/2017
;51.20298290011;3.21422249939239;30/10/2017
;51.2071600994098;3.23022260076107;30/10/2017
;51.2117769994832;3.23672699987725;30/10/2017
;51.2089889000793;3.215729900815;30/10/2017
;51.2097372005592;3.23756290093876;30/10/2017
;51.2141792006342;3.22389720110763;30/10/2017
;51.2099819994836;3.23036130039912;30/10/2017
;51.1986854993321,51.1986854993321,51.1986854993321,51.1986854993321,51.1986854993321,51.1986854993321,51.1986854993321,51.1986854993321,51.1986854993321,51.1986854993321,51.1986854993321,51.1986854993321;3.21863470034648,3.21863470034648,3.21863470034648,3.21863470034648,3.21863470034648,3.21863470034648,3.21863470034648,3.21863470034648,3.21863470034648,3.21863470034648,3.21863470034648,3.21863470034648;30/10/2017
;51.2163507999228;3.2231650011094;30/10/2017
;51.2158661000699;3.22730359953393;30/10/2017
;51.2109885997021;3.21919660048832;30/10/2017
;51.2130161004979;3.2168759011967;30/10/2017
;51.2048802996437;3.21585329980737;30/10/2017
;51.2006019005398;3.22467429962393;30/10/2017
;51.2018810006777;3.22001059879239;30/10/2017
;51.2176363005508;3.22932980115399;30/10/2017
;51.2207166998073;3.23042820112178;30/10/2017
;51.2102848998663;3.21781660022319;30/10/2017
;51.209518199697,51.209518199697,51.209518199697,51.209518199697,51.209518199697,51.209518199697,51.209518199697,51.209518199697,51.209518199697,51.209518199697,51.209518199697,51.209518199697;3.21402670057304,3.21402670057304,3.21402670057304,3.21402670057304,3.21402670057304,3.21402670057304,3.21402670057304,3.21402670057304,3.21402670057304,3.21402670057304,3.21402670057304,3.21402670057304;30/10/2017
;51.2037010006365;3.2325369992755;30/10/2017
;51.2118188998178;3.23164450088282;30/10/2017
;51.2068615003416;3.2135117003125;30/10/2017
;51.2209733007106;3.22808149915912;30/10/2017
;51.1979560995891;3.2207859010558;30/10/2017
;51.207340499985;3.22508280028283;30/10/2017
;51.2067117001261;3.23567869991528;30/10/2017
;51.2128669998466;3.23595600076663;30/10/2017
;51.2087771997156;3.21468649964157;30/10/2017
;51.2150798994454;3.2273303992676;30/10/2017
;51.2065320001134;3.22662100028118;30/10/2017
;51.2042749993091;3.2263230006178;30/10/2017
;51.2094409996225;3.22497010099465;30/10/2017
;51.2124990998651;3.21916580125544;30/10/2017
;51.2104427998927;3.23384210078932;30/10/2017
;51.2082377997761;3.22829610000485;30/10/2017
;51.2166886994341;3.22877270067863;30/10/2017
;51.2102789996684;3.23497999968724;30/10/2017
;51.2174709995638;3.22306170047623;30/10/2017
;51.2031490003799;3.23393899938004;30/10/2017
;51.199567000401;3.22675100080749;30/10/2017
;51.2070909998711;3.23848269962529;30/10/2017
;51.205014699864;3.22060890081274;30/10/2017
;51.2144145003221;3.21680009903916;30/10/2017
;51.2148844999453;3.22258970084077;30/10/2017
;51.2124184005749;3.22971759974937;30/10/2017
;51.2109919003107;3.22808149953456;30/10/2017
;51.2093401000788;3.22657939977875;30/10/2017
;51.2039959995432;3.23528199885568;30/10/2017
;51.2139769998614;3.23679899932251;30/10/2017
;51.2133189998388;3.22496469978114;30/10/2017
;51.2065808998861;3.21898339929358;30/10/2017
;51.2123856001514;3.22082140039045;30/10/2017
;51.2102209996507;3.22002009942761;30/10/2017
;51.2152649996914;3.22961039924559;30/10/2017
;51.2059827006904;3.23134299940526;30/10/2017
;51.1975257995396;3.22276000011537;30/10/2017
;51.2045845006937;3.22199819872482;30/10/2017
;51.2203160006745;3.22855400062839;30/10/2017
;51.2020274993727;3.22882790012094;30/10/2017
;51.1985947003512;3.21847380027015;30/10/2017
;51.2131139994463;3.22714279961442;30/10/2017
;51.2140751001225;3.22055519945294;30/10/2017
;51.2145738001761;3.23637310013616;30/10/2017
;51.2087522996222;3.24009799892457;30/10/2017
;51.2019165000726;3.23031259910037;30/10/2017
;51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438,51.2135440999438;3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012,3.2289612000012;30/10/2017
;51.2031005996274;3.21622070106125;30/10/2017
;51.2080096999135;3.23933589989866;30/10/2017
;51.2150642001861;3.21884930037549;30/10/2017
;51.2033341999177;3.23069390015121;30/10/2017
;51.205700999829;3.22542300108517;30/10/2017
;51.2055558006565;3.22333399992672;30/10/2017
;51.2079919997764;3.23608999913612;30/10/2017
;51.2174549995439;3.22855000026209;30/10/2017
;51.2090973997163;3.23484510036202;30/10/2017
;51.2123445004133;3.21467850050433;30/10/2017
;51.2183613003359;3.22986099987748;30/10/2017
;51.2026312000115;3.21998240039533;30/10/2017
;51.2087452003381;3.2293903012112;30/10/2017
;51.2049749997842;3.22390000062003;30/10/2017
;51.2049575998498,51.2049575998498,51.2049575998498,51.2049575998498;3.22303350109756,3.22303350109756,3.22303350109756,3.22303350109756;30/10/2017
;51.2074077006251;3.21597929911694;30/10/2017
;51.2085272996293;3.23183370088194;30/10/2017
;51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878,51.2091754001878;3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584,3.23193309896584;30/10/2017
;51.2155267005365;3.22254540125147;30/10/2017
;51.2174387000978;3.22592359951106;30/10/2017
;51.2042441993517;3.22970520125096;30/10/2017
;51.2000898994373;3.22230469970849;30/10/2017
;51.2164324002723;3.23632649964539;30/10/2017
;51.2120168998334;3.21978269954291;30/10/2017
;51.2000562997714;3.22186370060628;30/10/2017
;51.2139475997627;3.23401509897287;30/10/2017
;51.2020350994912;3.22243269956834;30/10/2017
;51.2138722994185;3.21535570071016;30/10/2017
;51.2025981005715;3.21518269969367;30/10/2017
;51.2096895996674;3.22559770012098;30/10/2017
;51.2101499004546;3.2257480008165;30/10/2017
;51.2192505006479;3.22164350013746;30/10/2017
;51.2063830006091;3.22796399996783;30/10/2017
;51.2102350003482;3.24047000003118;30/10/2017
;51.217610000539;3.22161730108599;30/10/2017
;51.2016891001757;3.2295387009629;30/10/2017
;51.2013609004037;3.22064529963905;30/10/2017
;51.212376000428;3.22627300104464;30/10/2017
;51.2031286998458;3.21480790112063;30/10/2017
;51.2183059996776;3.23320899911259;30/10/2017
;51.2081470994604;3.21534099885747;30/10/2017
;51.2125039993587;3.23861200076629;30/10/2017
;51.2167273002675;3.23221630091523;30/10/2017
;51.2086646001704;3.21907189890922;30/10/2017
;51.2099052993121;3.23806890114778;30/10/2017
;51.2059839003199;3.23603759899712;30/10/2017
;51.2078209006689;3.23130260019125;30/10/2017
;51.2137251994703;3.22063170025563;30/10/2017
;51.2111365006123;3.23284119990514;30/10/2017
;51.2055599993545;3.23710399973007;30/10/2017
;51.2136348998976;3.22554950015012;30/10/2017
;51.211248899338;3.23073689887415;30/10/2017
;51.2004939995654;3.22069590105968;30/10/2017
;51.2052460003496;3.23402300073864;30/10/2017
;51.2052702004119;3.21857040114362;30/10/2017
;51.2057037003249;3.21675720116625;30/10/2017
;51.211445900107;3.21666200022531;30/10/2017
;51.2045374001128;3.22035669978118;30/10/2017
;51.2094005993265;3.22852130032232;30/10/2017
;51.2153615998754;3.21660160118247;30/10/2017
;51.2080839997844;3.23781400040045;30/10/2017
;51.2186640001518;3.23446099911111;30/10/2017
;51.2140934994804;3.22210419938423;30/10/2017
;51.2084143005366;3.21654929933045;30/10/2017
;51.2068982999127;3.23396000052365;30/10/2017
;51.2007012994136;3.2252167994226;30/10/2017
;51.2078116997403;3.23019079898;30/10/2017
;51.2158122995225;3.21920460030492;30/10/2017
;51.2092429996313;3.23223600006518;30/10/2017
;51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105,51.2098073007105;3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571,3.23136450048571;30/10/2017
;51.2055490995795;3.21550730121172;30/10/2017
;51.2147676003872;3.23470549985222;30/10/2017
;51.2042130997967;3.21616170004172;30/10/2017
;51.2018485006003;3.21487159991378;30/10/2017
;51.2026780000546;3.22878799929022;30/10/2017
;51.1956097006503;3.21634950120516;30/10/2017
;51.2042937994846;3.21404549921529;30/10/2017
;51.220068700235;3.22288330055701;30/10/2017
;51.2150656000333;3.23787190030188;30/10/2017
;51.2041357996459;3.21724270041713;30/10/2017
;51.2094674998976;3.23548119877678;30/10/2017
;51.2113380006161;3.22397770005002;30/10/2017
;51.2073270005154;3.21857569932623;30/10/2017
