OBJECTID;TERREIN;GEMEENTE;REVISIE;TerID;NISCODE;Status;Ontwikkeld;Shape_Leng;Shape_Area;latWGS84;loWGS84;Aangemaakt op
1692;Blauwe Toren;Brugge;20071128;310057;31005;0;;4066.74789321;897257.916473;51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463,51.2504089993463;3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391,3.20209448180391;22/06/2016
1280;Kristus Koning N.O. 2/4;Brugge;20081003;311157;31005;0;;349.728371982;5433.69169972;51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372,51.2187806358372;3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983,3.2194999720983;22/06/2016
1604;Steenbrugse Wegel;Brugge;20080111;310512;31005;0;;867.046589799;46066.0396276;51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037,51.1809148551037;3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921,3.22965963404921;22/06/2016
1613;Veemarkt 3/3;Sint-Michiels;20070307;311015;31005;0;;309.201149701;3396.35279704;51.1866725370767,51.1866725370767,51.1866725370767,51.1866725370767,51.1866725370767,51.1866725370767,51.1866725370767,51.1866725370767,51.1866725370767;3.19591571809285,3.19591571809285,3.19591571809285,3.19591571809285,3.19591571809285,3.19591571809285,3.19591571809285,3.19591571809285,3.19591571809285;22/06/2016
