frntype_sh;fietstrace;gemeente;lstrnm;rstrnm;lengte;wegcategor;beheer_shp;bff_datum_;ident8_opl;ident8_afl;latWGS84;loWGS84;Aangemaakt op
functionele fietsroute;31005_Buiten Begijnenvest_10276;Brugge;Buiten Begijnenvest;Buiten Begijnenvest;182,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;R0300001;;51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633,51.1975418346633;3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564,3.22189095238564;23/06/2016
functionele fietsroute;31005_Pathoekeweg_10377;Brugge;Pathoekeweg;Pathoekeweg;78,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.224979272362,51.224979272362,51.224979272362,51.224979272362,51.224979272362,51.224979272362;3.21393502161134,3.21393502161134,3.21393502161134,3.21393502161134,3.21393502161134,3.21393502161134;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;96,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1892784782477,51.1892784782477,51.1892784782477,51.1892784782477,51.1892784782477,51.1892784782477;3.1875461868303,3.1875461868303,3.1875461868303,3.1875461868303,3.1875461868303,3.1875461868303;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10430;Brugge;;;182,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2051929480096,51.2051929480096,51.2051929480096,51.2051929480096,51.2051929480096,51.2051929480096,51.2051929480096,51.2051929480096,51.2051929480096,51.2051929480096,51.2051929480096,51.2051929480096,51.2051929480096;3.23529501600704,3.23529501600704,3.23529501600704,3.23529501600704,3.23529501600704,3.23529501600704,3.23529501600704,3.23529501600704,3.23529501600704,3.23529501600704,3.23529501600704,3.23529501600704,3.23529501600704;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10428;Brugge;;;648,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092,51.1822916748092;3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036,3.2319114971036;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10358;Brugge;Maalse Steenweg;Maalse Steenweg;21,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.2076827671451,51.2076827671451;3.27501173852288,3.27501173852288;23/06/2016
functionele fietsroute;;Brugge;;;17,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3710001;N3710002;51.2596186199128,51.2596186199128,51.2596186199128;3.18608924975757,3.18608924975757,3.18608924975757;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10368;Brugge;Oostendse Steenweg;Oostendse Steenweg;32,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N0090001;N0090002;51.2308971980413,51.2308971980413,51.2308971980413;3.18575842388744,3.18575842388744,3.18575842388744;23/06/2016
functionele fietsroute;31005_Steenbrugsestraat_10390;Brugge;Steenbrugsestraat;Steenbrugsestraat;3,00000000000000000;lokale weg type 1;Stad Brugge;20141231;N3090001;N3090002;51.16382415165,51.16382415165;3.20473139324205,3.20473139324205;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10429;Brugge;;;81,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2186355971618,51.2186355971618,51.2186355971618,51.2186355971618;3.23502886786474,3.23502886786474,3.23502886786474,3.23502886786474;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10273;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;18,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N3710001;N3710002;51.2299468572797,51.2299468572797,51.2299468572797;3.20474072783818,3.20474072783818,3.20474072783818;23/06/2016
hoofdroute: fietssnelweg;31006_<straatnaam_ongekend>_10500;Damme;;;104,00000000000000000;lokale weg type 1;Stad Damme;20141231;;;51.2046141497809,51.2046141497809,51.2046141497809,51.2046141497809,51.2046141497809,51.2046141497809,51.2046141497809,51.2046141497809,51.2046141497809,51.2046141497809,51.2046141497809;3.30177454736494,3.30177454736494,3.30177454736494,3.30177454736494,3.30177454736494,3.30177454736494,3.30177454736494,3.30177454736494,3.30177454736494,3.30177454736494,3.30177454736494;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10376;Brugge;Oostendse Steenweg;Oostendse Steenweg;16,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2238192670072,51.2238192670072,51.2238192670072;3.20124713967179,3.20124713967179,3.20124713967179;23/06/2016
functionele fietsroute;31005_Sint-Pietersgroenestraat_10383;Brugge;Sint-Pietersgroenestraat;Sint-Pietersgroenestraat;11,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2243112706165,51.2243112706165,51.2243112706165;3.21360558762267,3.21360558762267,3.21360558762267;23/06/2016
functionele fietsroute;31005_Ter Doeststraat_10441;Brugge;Ter Doeststraat;Ter Doeststraat;376,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2703996865514,51.2703996865514,51.2703996865514,51.2703996865514,51.2703996865514,51.2703996865514,51.2703996865514,51.2703996865514;3.21026888925175,3.21026888925175,3.21026888925175,3.21026888925175,3.21026888925175,3.21026888925175,3.21026888925175,3.21026888925175;23/06/2016
functionele fietsroute;;Brugge;Zandstraat;Zandstraat;35,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2013894643238,51.2013894643238,51.2013894643238,51.2013894643238,51.2013894643238,51.2013894643238,51.2013894643238,51.2013894643238;3.18601392630006,3.18601392630006,3.18601392630006,3.18601392630006,3.18601392630006,3.18601392630006,3.18601392630006,3.18601392630006;23/06/2016
functionele fietsroute;31005_Moerkerkse Steenweg_10364;Brugge;Moerkerkse Steenweg;Moerkerkse Steenweg;17,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.213669674493,51.213669674493;3.24418958395214,3.24418958395214;23/06/2016
functionele fietsroute;31042_Blankenbergse Steenweg_10748;Zuienkerke;Blankenbergse Steenweg;Blankenbergse Steenweg;29,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3710001;N3710002;51.260068965805,51.260068965805;3.18574172798271,3.18574172798271;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10292;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;45,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2515577621844,51.2515577621844;3.22870259749834,3.22870259749834;23/06/2016
functionele fietsroute;;Brugge;;;16,00000000000000000;onbekend;AWV - District Brugge;20141231;N0315101;N0315102;51.1935572840954,51.1935572840954,51.1935572840954;3.19607501144288,3.19607501144288,3.19607501144288;23/06/2016
functionele fietsroute;31005_Torhoutse Steenweg_10444;Brugge;Torhoutse Steenweg;Torhoutse Steenweg;97,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N0320001;N0320002;51.1954139726395,51.1954139726395,51.1954139726395,51.1954139726395,51.1954139726395,51.1954139726395;3.19778679350084,3.19778679350084,3.19778679350084,3.19778679350084,3.19778679350084,3.19778679350084;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10376;Brugge;Oostendse Steenweg;Oostendse Steenweg;30,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2227682405811,51.2227682405811,51.2227682405811,51.2227682405811,51.2227682405811;3.20385312987421,3.20385312987421,3.20385312987421,3.20385312987421,3.20385312987421;23/06/2016
functionele fietsroute;31005_Pathoekeweg_10377;Brugge;Pathoekeweg;Pathoekeweg;105,00000000000000000;lokale weg type 2;Stad Brugge;20141231;;;51.2624715298605,51.2624715298605,51.2624715298605,51.2624715298605;3.20807240854351,3.20807240854351,3.20807240854351,3.20807240854351;23/06/2016
functionele fietsroute;31005_Dorpsplein_10291;Brugge;Dorpsplein;Dorpsplein;92,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2732605961298,51.2732605961298,51.2732605961298,51.2732605961298;3.22306319690244,3.22306319690244,3.22306319690244,3.22306319690244;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;48,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1753080144047,51.1753080144047;3.165440406194,3.165440406194;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10286;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;29,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1691878724883,51.1691878724883,51.1691878724883;3.15579076466644,3.15579076466644,3.15579076466644;23/06/2016
functionele fietsroute;;Brugge;;;4,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3710001;;51.2591319945733,51.2591319945733;3.18752447488801,3.18752447488801;23/06/2016
functionele fietsroute;31005_Bisschopsdreef_10260;Brugge;Bisschopsdreef;Bisschopsdreef;70,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2171111790201,51.2171111790201;3.25798718255501,3.25798718255501;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10352;Brugge;Maalse Steenweg;Maalse Steenweg;33,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;;51.2094282611752,51.2094282611752;3.25737625552958,3.25737625552958;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10273;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;247,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N3710001;N3710002;51.2326976373477,51.2326976373477,51.2326976373477,51.2326976373477,51.2326976373477,51.2326976373477,51.2326976373477,51.2326976373477;3.20317352215273,3.20317352215273,3.20317352215273,3.20317352215273,3.20317352215273,3.20317352215273,3.20317352215273,3.20317352215273;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10271;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;43,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;N3710002;51.2341973027045,51.2341973027045,51.2341973027045;3.20225250690796,3.20225250690796,3.20225250690796;23/06/2016
functionele fietsroute;31005_Kustlaan_10343;Brugge;Kustlaan;Kustlaan;51,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0349012;51.3364904889028,51.3364904889028,51.3364904889028;3.2122560934097,3.2122560934097,3.2122560934097;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10293;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;56,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2329180152592,51.2329180152592,51.2329180152592,51.2329180152592,51.2329180152592,51.2329180152592;3.22825906283085,3.22825906283085,3.22825906283085,3.22825906283085,3.22825906283085,3.22825906283085;23/06/2016
functionele fietsroute;;Brugge;;;16,00000000000000000;lokale weg type 1;Stad Brugge;20151229;;;51.1975185619407,51.1975185619407;3.22392813009952,3.22392813009952;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10293;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;134,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2312742120918,51.2312742120918,51.2312742120918,51.2312742120918,51.2312742120918,51.2312742120918,51.2312742120918,51.2312742120918;3.22708924327471,3.22708924327471,3.22708924327471,3.22708924327471,3.22708924327471,3.22708924327471,3.22708924327471,3.22708924327471;23/06/2016
hoofdroute: fietssnelweg;31005_Waggelwater_10452;Brugge;Waggelwater;Waggelwater;168,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.217544688612,51.217544688612,51.217544688612;3.1851276589741,3.1851276589741,3.1851276589741;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10293;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;37,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2253202097293,51.2253202097293,51.2253202097293,51.2253202097293,51.2253202097293,51.2253202097293,51.2253202097293;3.2269704736726,3.2269704736726,3.2269704736726,3.2269704736726,3.2269704736726,3.2269704736726,3.2269704736726;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10271;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;145,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;N3710002;51.237320146091,51.237320146091,51.237320146091,51.237320146091;3.20029902128282,3.20029902128282,3.20029902128282,3.20029902128282;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10430;Brugge;;;61,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.2036030621366,51.2036030621366,51.2036030621366,51.2036030621366,51.2036030621366,51.2036030621366;3.23326473196003,3.23326473196003,3.23326473196003,3.23326473196003,3.23326473196003,3.23326473196003;23/06/2016
functionele fietsroute;31005_Kustlaan_10340;Brugge;Kustlaan;Kustlaan;379,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0340001;;51.3277145990787,51.3277145990787,51.3277145990787,51.3277145990787,51.3277145990787,51.3277145990787,51.3277145990787,51.3277145990787,51.3277145990787,51.3277145990787,51.3277145990787,51.3277145990787;3.18150410474211,3.18150410474211,3.18150410474211,3.18150410474211,3.18150410474211,3.18150410474211,3.18150410474211,3.18150410474211,3.18150410474211,3.18150410474211,3.18150410474211,3.18150410474211;23/06/2016
functionele fietsroute;31005_Kustlaan_10339;Brugge;Kustlaan;Kustlaan;14,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0340002;51.3284206952045,51.3284206952045,51.3284206952045;3.1901331880897,3.1901331880897,3.1901331880897;23/06/2016
functionele fietsroute;;Brugge;Koningin Elisabethlaan;Koningin Elisabethlaan;8,00000000000000000;secundaire weg type 3;AWV - District Brugge;20151229;R0300001;;51.2156700042997,51.2156700042997;3.21506577959289,3.21506577959289;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10368;Brugge;Oostendse Steenweg;Oostendse Steenweg;150,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N0090001;N0090002;51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708,51.232353015708;3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623,3.18337816840623;23/06/2016
functionele fietsroute;31005_Guido Gezellelaan_10305;Brugge;Guido Gezellelaan;Guido Gezellelaan;133,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2072184879918,51.2072184879918,51.2072184879918,51.2072184879918;3.21215609632328,3.21215609632328,3.21215609632328,3.21215609632328;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10375;Brugge;Oostendse Steenweg;Oostendse Steenweg;53,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2238625878021,51.2238625878021,51.2238625878021,51.2238625878021,51.2238625878021,51.2238625878021,51.2238625878021,51.2238625878021;3.20130108434149,3.20130108434149,3.20130108434149,3.20130108434149,3.20130108434149,3.20130108434149,3.20130108434149,3.20130108434149;23/06/2016
functionele fietsroute;31005_Lappersfortstraat_10346;Brugge;Lappersfortstraat;Lappersfortstraat;73,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1928221475246,51.1928221475246,51.1928221475246;3.22979010867846,3.22979010867846,3.22979010867846;23/06/2016
functionele fietsroute;31040_Diksmuidse Heirweg_10692;Zedelgem;Diksmuidse Heirweg;Diksmuidse Heirweg;111,00000000000000000;lokale weg type 1;Gemeente Zedelgem;20141231;;;51.1603412505283,51.1603412505283,51.1603412505283,51.1603412505283,51.1603412505283,51.1603412505283,51.1603412505283,51.1603412505283;3.14474877217384,3.14474877217384,3.14474877217384,3.14474877217384,3.14474877217384,3.14474877217384,3.14474877217384,3.14474877217384;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10372;Brugge;Oostendse Steenweg;Oostendse Steenweg;28,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.225376465656,51.225376465656,51.225376465656,51.225376465656,51.225376465656;3.19565417709213,3.19565417709213,3.19565417709213,3.19565417709213,3.19565417709213;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10359;Brugge;Maalse Steenweg;Maalse Steenweg;30,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;N0090002;51.207761645063,51.207761645063;3.28080870555089,3.28080870555089;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10355;Brugge;Maalse Steenweg;Maalse Steenweg;93,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.207666092619,51.207666092619,51.207666092619,51.207666092619,51.207666092619,51.207666092619,51.207666092619,51.207666092619;3.26995264239812,3.26995264239812,3.26995264239812,3.26995264239812,3.26995264239812,3.26995264239812,3.26995264239812,3.26995264239812;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10425;Brugge;;;70,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2006762916268,51.2006762916268,51.2006762916268,51.2006762916268,51.2006762916268;3.22898604043047,3.22898604043047,3.22898604043047,3.22898604043047,3.22898604043047;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;111,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1749773965398,51.1749773965398,51.1749773965398,51.1749773965398,51.1749773965398;3.16499322167336,3.16499322167336,3.16499322167336,3.16499322167336,3.16499322167336;23/06/2016
hoofdroute: fietssnelweg;31005_<straatnaam_ongekend>_10436;Brugge;;;267,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1889317009595,51.1889317009595,51.1889317009595,51.1889317009595,51.1889317009595,51.1889317009595,51.1889317009595,51.1889317009595,51.1889317009595;3.25676360681514,3.25676360681514,3.25676360681514,3.25676360681514,3.25676360681514,3.25676360681514,3.25676360681514,3.25676360681514,3.25676360681514;23/06/2016
hoofdroute: fietssnelweg;31006_Damse Vaart West_10472;Brugge;Damse Vaart West;Damse Vaart West;0,00000000000000000;lokale weg type 1;Stad Damme;20141231;;;51.2410454779556,51.2410454779556;3.26464584265693,3.26464584265693;23/06/2016
functionele fietsroute;31043_Kustlaan_10797;Knokke-Heist;Kustlaan;Kustlaan;80,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0340001;;51.3395902815802,51.3395902815802,51.3395902815802,51.3395902815802;3.22672874217646,3.22672874217646,3.22672874217646,3.22672874217646;23/06/2016
functionele fietsroute;31004_Koning Albert-I-laan_10240;Blankenberge;Koning Albert-I-laan;Koning Albert-I-laan;150,00000000000000000;secundaire weg type 2;AWV - District Oostende;20141231;;N0340002;51.3212174276151,51.3212174276151,51.3212174276151,51.3212174276151,51.3212174276151,51.3212174276151,51.3212174276151,51.3212174276151,51.3212174276151,51.3212174276151,51.3212174276151,51.3212174276151,51.3212174276151;3.15028025042604,3.15028025042604,3.15028025042604,3.15028025042604,3.15028025042604,3.15028025042604,3.15028025042604,3.15028025042604,3.15028025042604,3.15028025042604,3.15028025042604,3.15028025042604,3.15028025042604;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10351;Brugge;Maalse Steenweg;Maalse Steenweg;34,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.2093822386488,51.2093822386488;3.25735733024159,3.25735733024159;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10430;Brugge;;;48,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2055718178503,51.2055718178503,51.2055718178503,51.2055718178503;3.23562922244784,3.23562922244784,3.23562922244784,3.23562922244784;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;87,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.1968119478475,51.1968119478475,51.1968119478475,51.1968119478475,51.1968119478475;3.25267402382635,3.25267402382635,3.25267402382635,3.25267402382635,3.25267402382635;23/06/2016
functionele fietsroute;31005_Kustlaan_10339;Brugge;Kustlaan;Kustlaan;93,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0340002;51.3274036699058,51.3274036699058,51.3274036699058,51.3274036699058;3.17996794632687,3.17996794632687,3.17996794632687,3.17996794632687;23/06/2016
functionele fietsroute;31040_<straatnaam_ongekend>_10728;Zedelgem;;;26,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;N3970002;51.1632470338153,51.1632470338153,51.1632470338153,51.1632470338153,51.1632470338153;3.19175250163074,3.19175250163074,3.19175250163074,3.19175250163074,3.19175250163074;23/06/2016
functionele fietsroute;31005_Meulestee_10363;Brugge;Meulestee;Meulestee;99,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1815732886503,51.1815732886503,51.1815732886503,51.1815732886503,51.1815732886503,51.1815732886503;3.23404221741595,3.23404221741595,3.23404221741595,3.23404221741595,3.23404221741595,3.23404221741595;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10287;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;49,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.1707208129358,51.1707208129358,51.1707208129358;3.15800567114126,3.15800567114126,3.15800567114126;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10405;Brugge;;;8,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;;51.1821647587779,51.1821647587779,51.1821647587779,51.1821647587779,51.1821647587779;3.20399650982441,3.20399650982441,3.20399650982441,3.20399650982441,3.20399650982441;23/06/2016
functionele fietsroute;31005_Lijsterbeekstraat_10348;Brugge;Lijsterbeekstraat;Lijsterbeekstraat;37,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1763731367511,51.1763731367511,51.1763731367511,51.1763731367511,51.1763731367511,51.1763731367511,51.1763731367511;3.22610371179508,3.22610371179508,3.22610371179508,3.22610371179508,3.22610371179508,3.22610371179508,3.22610371179508;23/06/2016
functionele fietsroute;31005_Pathoekeweg_10377;Brugge;Pathoekeweg;Pathoekeweg;12,00000000000000000;lokale weg type 2;Stad Brugge;20141231;;;51.247238283177,51.247238283177,51.247238283177,51.247238283177,51.247238283177;3.21193749220607,3.21193749220607,3.21193749220607,3.21193749220607,3.21193749220607;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;5,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.1903843262654,51.1903843262654;3.27989129952636,3.27989129952636;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10329;Brugge;Koning Albert I-laan;Koning Albert I-laan;80,00000000000000000;lokale weg type 3;Stad Brugge;20141231;;;51.2003946666037,51.2003946666037,51.2003946666037,51.2003946666037,51.2003946666037,51.2003946666037;3.21626168018388,3.21626168018388,3.21626168018388,3.21626168018388,3.21626168018388,3.21626168018388;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10326;Brugge;Koning Albert I-laan;Koning Albert I-laan;216,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;N3970002;51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325,51.1892376840325;3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964,3.20882835249964;23/06/2016
hoofdroute;31005_<straatnaam_ongekend>_10436;Brugge;;;3,00000000000000000;lokale weg type 1;Gemeente Oostkamp;20141231;;;51.1842364185738,51.1842364185738,51.1842364185738;3.24939743567487,3.24939743567487,3.24939743567487;23/06/2016
functionele fietsroute;31005_Koningin Elisabethlaan_10332;Brugge;Koningin Elisabethlaan;Koningin Elisabethlaan;165,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;R0300002;51.2162670170186,51.2162670170186,51.2162670170186,51.2162670170186,51.2162670170186,51.2162670170186,51.2162670170186,51.2162670170186,51.2162670170186;3.21551792952408,3.21551792952408,3.21551792952408,3.21551792952408,3.21551792952408,3.21551792952408,3.21551792952408,3.21551792952408,3.21551792952408;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10429;Brugge;;;40,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2189524594547,51.2189524594547;3.23475984547337,3.23475984547337;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10271;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;33,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;N3710002;51.2327793856173,51.2327793856173,51.2327793856173;3.20312518974761,3.20312518974761,3.20312518974761;23/06/2016
hoofdroute: fietssnelweg;31005_<straatnaam_ongekend>_10437;Brugge;;;556,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2001142732339,51.2001142732339,51.2001142732339,51.2001142732339,51.2001142732339,51.2001142732339,51.2001142732339,51.2001142732339,51.2001142732339,51.2001142732339,51.2001142732339;3.28065663323978,3.28065663323978,3.28065663323978,3.28065663323978,3.28065663323978,3.28065663323978,3.28065663323978,3.28065663323978,3.28065663323978,3.28065663323978,3.28065663323978;23/06/2016
functionele fietsroute;31005_Pathoekeweg_10377;Brugge;Pathoekeweg;Pathoekeweg;65,00000000000000000;lokale weg type 2;Stad Brugge;20141231;;;51.2509153794975,51.2509153794975,51.2509153794975,51.2509153794975;3.2110156562072,3.2110156562072,3.2110156562072,3.2110156562072;23/06/2016
functionele fietsroute;31005_Torhoutse Steenweg_10442;Brugge;Torhoutse Steenweg;Torhoutse Steenweg;23,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N0320001;;51.1940943110792,51.1940943110792,51.1940943110792;3.19637828198825,3.19637828198825,3.19637828198825;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10376;Brugge;Oostendse Steenweg;Oostendse Steenweg;27,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2231121828052,51.2231121828052,51.2231121828052;3.20298812766379,3.20298812766379,3.20298812766379;23/06/2016
hoofdroute: fietssnelweg;31005_Houtkaai_10312;Brugge;Houtkaai;Houtkaai;131,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.217598238404,51.217598238404,51.217598238404,51.217598238404,51.217598238404,51.217598238404,51.217598238404,51.217598238404,51.217598238404;3.20153605206947,3.20153605206947,3.20153605206947,3.20153605206947,3.20153605206947,3.20153605206947,3.20153605206947,3.20153605206947,3.20153605206947;23/06/2016
