frntype_sh;fietstrace;gemeente;lstrnm;rstrnm;lengte;wegcategor;beheer_shp;bff_datum_;ident8_opl;ident8_afl;latWGS84;loWGS84;Aangemaakt op
functionele fietsroute;31005_Maalse Steenweg_10352;Brugge;Maalse Steenweg;Maalse Steenweg;68,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;;51.2091574399416,51.2091574399416;3.25952469895008,3.25952469895008;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;54,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.1923992818745,51.1923992818745,51.1923992818745,51.1923992818745,51.1923992818745;3.27356292176398,3.27356292176398,3.27356292176398,3.27356292176398,3.27356292176398;23/06/2016
functionele fietsroute;31005_Westkapelse Steenweg_10455;Brugge;Westkapelse Steenweg;Westkapelse Steenweg;92,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2930994533323,51.2930994533323,51.2930994533323,51.2930994533323,51.2930994533323,51.2930994533323,51.2930994533323,51.2930994533323;3.25503108775601,3.25503108775601,3.25503108775601,3.25503108775601,3.25503108775601,3.25503108775601,3.25503108775601,3.25503108775601;23/06/2016
hoofdroute: fietssnelweg;31005_Noorweegse Kaai_10367;Brugge;Noorweegse Kaai;Noorweegse Kaai;324,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2384877107375,51.2384877107375,51.2384877107375,51.2384877107375;3.26164647633906,3.26164647633906,3.26164647633906,3.26164647633906;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;44,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.1952643435901,51.1952643435901;3.25949593851181,3.25949593851181;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;167,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.1911812238284,51.1911812238284,51.1911812238284,51.1911812238284,51.1911812238284;3.2777845317698,3.2777845317698,3.2777845317698,3.2777845317698,3.2777845317698;23/06/2016
functionele fietsroute;;Zuienkerke;;;36,00000000000000000;primaire weg II;AWV - District Brugge;20141231;;N3710002;51.2525949798436,51.2525949798436,51.2525949798436,51.2525949798436,51.2525949798436,51.2525949798436,51.2525949798436,51.2525949798436;3.19068180222903,3.19068180222903,3.19068180222903,3.19068180222903,3.19068180222903,3.19068180222903,3.19068180222903,3.19068180222903;23/06/2016
functionele fietsroute;;Brugge;;;16,00000000000000000;secundaire weg type 1;Stad Brugge;20141231;;;51.250809553417,51.250809553417,51.250809553417,51.250809553417,51.250809553417,51.250809553417,51.250809553417;3.19205962912171,3.19205962912171,3.19205962912171,3.19205962912171,3.19205962912171,3.19205962912171,3.19205962912171;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10376;Brugge;Oostendse Steenweg;Oostendse Steenweg;14,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2231792549477,51.2231792549477;3.20282603662183,3.20282603662183;23/06/2016
hoofdroute: fietssnelweg;31012_Vaartdijk-Zuid_10545;Jabbeke;Vaartdijk-Zuid;Vaartdijk-Zuid;1459,00000000000000000;lokale weg type 1;Gemeente Jabbeke;20141231;;;51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685,51.2089564230685;3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693,3.12438918256693;23/06/2016
functionele fietsroute;31005_Bargeplein_10255;Brugge;Bargeplein;Bargeplein;75,00000000000000000;onbekend;AWV - District Brugge;20141231;R0300191;R0300192;51.1983816176603,51.1983816176603,51.1983816176603,51.1983816176603,51.1983816176603,51.1983816176603,51.1983816176603,51.1983816176603;3.22586144771755,3.22586144771755,3.22586144771755,3.22586144771755,3.22586144771755,3.22586144771755,3.22586144771755,3.22586144771755;23/06/2016
functionele fietsroute;;Brugge;Zandstraat;Zandstraat;84,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2018384541266,51.2018384541266,51.2018384541266,51.2018384541266,51.2018384541266,51.2018384541266,51.2018384541266;3.18970537857695,3.18970537857695,3.18970537857695,3.18970537857695,3.18970537857695,3.18970537857695,3.18970537857695;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10269;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;273,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N3710001;;51.2479465840003,51.2479465840003,51.2479465840003,51.2479465840003,51.2479465840003,51.2479465840003;3.19371858592118,3.19371858592118,3.19371858592118,3.19371858592118,3.19371858592118,3.19371858592118;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10368;Brugge;Oostendse Steenweg;Oostendse Steenweg;242,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N0090001;N0090002;51.234371853984,51.234371853984,51.234371853984,51.234371853984,51.234371853984,51.234371853984,51.234371853984,51.234371853984,51.234371853984,51.234371853984,51.234371853984,51.234371853984,51.234371853984;3.18209607789854,3.18209607789854,3.18209607789854,3.18209607789854,3.18209607789854,3.18209607789854,3.18209607789854,3.18209607789854,3.18209607789854,3.18209607789854,3.18209607789854,3.18209607789854,3.18209607789854;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10362;Brugge;Maalse Steenweg;Maalse Steenweg;79,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;N0090002;51.2067132731284,51.2067132731284;3.29787321660301,3.29787321660301;23/06/2016
functionele fietsroute;31005_Aardenburgseweg_10252;Brugge;Aardenburgseweg;Aardenburgseweg;202,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2196880333325,51.2196880333325,51.2196880333325,51.2196880333325,51.2196880333325,51.2196880333325,51.2196880333325;3.26425887514667,3.26425887514667,3.26425887514667,3.26425887514667,3.26425887514667,3.26425887514667,3.26425887514667;23/06/2016
functionele fietsroute;31005_Generaal Lemanlaan_10298;Brugge;Generaal Lemanlaan;Generaal Lemanlaan;52,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.2025789274344,51.2025789274344,51.2025789274344;3.23752797293614,3.23752797293614,3.23752797293614;23/06/2016
functionele fietsroute;;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;79,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N3710001;;51.2516149098695,51.2516149098695,51.2516149098695,51.2516149098695,51.2516149098695,51.2516149098695;3.19156672255272,3.19156672255272,3.19156672255272,3.19156672255272,3.19156672255272,3.19156672255272;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10295;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;77,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;;51.2496835914348,51.2496835914348,51.2496835914348,51.2496835914348,51.2496835914348;3.22933573998656,3.22933573998656,3.22933573998656,3.22933573998656,3.22933573998656;23/06/2016
functionele fietsroute;31005_Diksmuidse Heerweg_10286;Brugge;Diksmuidse Heerweg;Diksmuidse Heerweg;41,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1650699058256,51.1650699058256,51.1650699058256;3.15045177734396,3.15045177734396,3.15045177734396;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10439;Brugge;;;9,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2212301676283,51.2212301676283,51.2212301676283,51.2212301676283,51.2212301676283;3.20671102707057,3.20671102707057,3.20671102707057,3.20671102707057,3.20671102707057;23/06/2016
functionele fietsroute;31005_Kustlaan_10342;Brugge;Kustlaan;Kustlaan;60,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0349011;;51.3293965325385,51.3293965325385,51.3293965325385,51.3293965325385,51.3293965325385,51.3293965325385,51.3293965325385,51.3293965325385;3.19832088478897,3.19832088478897,3.19832088478897,3.19832088478897,3.19832088478897,3.19832088478897,3.19832088478897,3.19832088478897;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10355;Brugge;Maalse Steenweg;Maalse Steenweg;68,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.2076416191477,51.2076416191477,51.2076416191477,51.2076416191477,51.2076416191477,51.2076416191477,51.2076416191477;3.26862666236899,3.26862666236899,3.26862666236899,3.26862666236899,3.26862666236899,3.26862666236899,3.26862666236899;23/06/2016
functionele fietsroute;31005_Doornstraat_10289;Brugge;Doornstraat;Doornstraat;115,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1843297034803,51.1843297034803,51.1843297034803,51.1843297034803,51.1843297034803,51.1843297034803,51.1843297034803;3.15991688251069,3.15991688251069,3.15991688251069,3.15991688251069,3.15991688251069,3.15991688251069,3.15991688251069;23/06/2016
hoofdroute: fietssnelweg;31012_Waggelwater_10546;Jabbeke;Waggelwater;Waggelwater;25,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2117087541479,51.2117087541479,51.2117087541479,51.2117087541479;3.14464800222222,3.14464800222222,3.14464800222222,3.14464800222222;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10261;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;20,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3710001;;51.2617756836447,51.2617756836447,51.2617756836447,51.2617756836447;3.18446403842709,3.18446403842709,3.18446403842709,3.18446403842709;23/06/2016
functionele fietsroute;31005_Doornstraat_10289;Brugge;Doornstraat;Doornstraat;38,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1859229702112,51.1859229702112,51.1859229702112,51.1859229702112,51.1859229702112,51.1859229702112;3.16220082825528,3.16220082825528,3.16220082825528,3.16220082825528,3.16220082825528,3.16220082825528;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10292;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;285,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653,51.2648219827653;3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266,3.22117895035266;23/06/2016
functionele fietsroute;31005_Scheepsdalelaan_10382;Brugge;Scheepsdalelaan;Scheepsdalelaan;12,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N0090001;N0090002;51.2169289985358,51.2169289985358,51.2169289985358,51.2169289985358,51.2169289985358;3.21260158894763,3.21260158894763,3.21260158894763,3.21260158894763,3.21260158894763;23/06/2016
functionele fietsroute;31005_Komvest_10318;Brugge;Komvest;Komvest;26,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;R0300002;51.2201210959416,51.2201210959416,51.2201210959416;3.22057413964423,3.22057413964423,3.22057413964423;23/06/2016
functionele fietsroute;31005_Astridlaan_10254;Brugge;Astridlaan;Astridlaan;65,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3370001;N3370002;51.1887182719224,51.1887182719224,51.1887182719224,51.1887182719224;3.28505632215984,3.28505632215984,3.28505632215984,3.28505632215984;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10295;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;15,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;;51.2495662389637,51.2495662389637;3.22936844164935,3.22936844164935;23/06/2016
functionele fietsroute;31005_Gentpoortstraat_10300;Brugge;Gentpoortstraat;Gentpoortstraat;33,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2033656542189,51.2033656542189,51.2033656542189,51.2033656542189,51.2033656542189;3.23383133182564,3.23383133182564,3.23383133182564,3.23383133182564,3.23383133182564;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10327;Brugge;Koning Albert I-laan;Koning Albert I-laan;24,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;N3970002;51.2005525174649,51.2005525174649,51.2005525174649,51.2005525174649,51.2005525174649,51.2005525174649,51.2005525174649;3.21495844367065,3.21495844367065,3.21495844367065,3.21495844367065,3.21495844367065,3.21495844367065,3.21495844367065;23/06/2016
hoofdroute: fietssnelweg;31005_<straatnaam_ongekend>_10436;Brugge;;;93,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1883313168747,51.1883313168747,51.1883313168747,51.1883313168747,51.1883313168747,51.1883313168747;3.2558296801533,3.2558296801533,3.2558296801533,3.2558296801533,3.2558296801533,3.2558296801533;23/06/2016
functionele fietsroute;31005_Buiten Begijnenvest_10275;Brugge;Buiten Begijnenvest;Buiten Begijnenvest;35,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;R0300002;51.1993521153322,51.1993521153322;3.21790891439972,3.21790891439972;23/06/2016
hoofdroute: fietssnelweg;31006_Damse Vaart West_10472;Damme;Damse Vaart West;Damse Vaart West;221,00000000000000000;lokale weg type 1;Stad Damme;20141231;;;51.2416073671108,51.2416073671108,51.2416073671108,51.2416073671108,51.2416073671108,51.2416073671108,51.2416073671108;3.26531725916342,3.26531725916342,3.26531725916342,3.26531725916342,3.26531725916342,3.26531725916342,3.26531725916342;23/06/2016
hoofdroute: fietssnelweg;31005_Noorweegse Kaai_10367;Brugge;Noorweegse Kaai;Noorweegse Kaai;195,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2270589034403,51.2270589034403,51.2270589034403,51.2270589034403,51.2270589034403;3.2422583804541,3.2422583804541,3.2422583804541,3.2422583804541,3.2422583804541;23/06/2016
functionele fietsroute;31005_Koningin Elisabethlaan_10333;Brugge;Koningin Elisabethlaan;Koningin Elisabethlaan;21,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;R0300001;;51.217150980778,51.217150980778,51.217150980778,51.217150980778,51.217150980778;3.21703916265225,3.21703916265225,3.21703916265225,3.21703916265225,3.21703916265225;23/06/2016
functionele fietsroute;31043_Vaartdijk_10813;Knokke-Heist;Vaartdijk;Vaartdijk;1194,00000000000000000;lokale weg type 1;Gemeente Knokke-Heist;20141231;;;51.2968768494301,51.2968768494301;3.26051377701758,3.26051377701758;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10373;Brugge;Oostendse Steenweg;Oostendse Steenweg;14,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0090001;;51.2256653016834,51.2256653016834;3.19509860160248,3.19509860160248;23/06/2016
functionele fietsroute;31005_Smedenstraat_10385;Brugge;Smedenstraat;Smedenstraat;49,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N0320001;N0320002;51.2051131148539,51.2051131148539,51.2051131148539,51.2051131148539,51.2051131148539,51.2051131148539,51.2051131148539,51.2051131148539;3.21102405708159,3.21102405708159,3.21102405708159,3.21102405708159,3.21102405708159,3.21102405708159,3.21102405708159,3.21102405708159;23/06/2016
functionele fietsroute;;Brugge;Zandstraat;Zandstraat;189,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2006692667861,51.2006692667861,51.2006692667861,51.2006692667861,51.2006692667861,51.2006692667861,51.2006692667861;3.1768164041398,3.1768164041398,3.1768164041398,3.1768164041398,3.1768164041398,3.1768164041398,3.1768164041398;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10369;Brugge;Oostendse Steenweg;Oostendse Steenweg;36,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;;N0090002;51.2277802936119,51.2277802936119,51.2277802936119,51.2277802936119,51.2277802936119;3.19152704774758,3.19152704774758,3.19152704774758,3.19152704774758,3.19152704774758;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10293;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;175,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2465660559256,51.2465660559256,51.2465660559256,51.2465660559256,51.2465660559256,51.2465660559256,51.2465660559256,51.2465660559256,51.2465660559256;3.22961945655552,3.22961945655552,3.22961945655552,3.22961945655552,3.22961945655552,3.22961945655552,3.22961945655552,3.22961945655552,3.22961945655552;23/06/2016
functionele fietsroute;31040_Diksmuidse Heirweg_10692;Zedelgem;Diksmuidse Heirweg;Diksmuidse Heirweg;45,00000000000000000;lokale weg type 1;Gemeente Zedelgem;20141231;;;51.1597572703791,51.1597572703791,51.1597572703791,51.1597572703791,51.1597572703791,51.1597572703791,51.1597572703791;3.1434705539485,3.1434705539485,3.1434705539485,3.1434705539485,3.1434705539485,3.1434705539485,3.1434705539485;23/06/2016
functionele fietsroute;31005_Komvest_10319;Brugge;Komvest;Komvest;4,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;R0300001;;51.218656903026,51.218656903026,51.218656903026;3.21897735930249,3.21897735930249,3.21897735930249;23/06/2016
functionele fietsroute;31005_Kustlaan_10340;Brugge;Kustlaan;Kustlaan;151,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0340001;;51.3277145990787,51.3277145990787,51.3277145990787,51.3277145990787;3.18150410474211,3.18150410474211,3.18150410474211,3.18150410474211;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10292;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;80,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2714814678111,51.2714814678111,51.2714814678111,51.2714814678111;3.22301150550746,3.22301150550746,3.22301150550746,3.22301150550746;23/06/2016
functionele fietsroute;31005_Dudzeelse Steenweg_10293;Brugge;Dudzeelse Steenweg;Dudzeelse Steenweg;252,00000000000000000;lokale weg type 1;AWV - District Brugge;20141231;N3760001;N3760002;51.2488215196885,51.2488215196885,51.2488215196885,51.2488215196885,51.2488215196885,51.2488215196885;3.22937303882761,3.22937303882761,3.22937303882761,3.22937303882761,3.22937303882761,3.22937303882761;23/06/2016
functionele fietsroute;31005_Komvest_10318;Brugge;Komvest;Komvest;100,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;R0300002;51.2213366088417,51.2213366088417,51.2213366088417,51.2213366088417,51.2213366088417,51.2213366088417;3.2232267423147,3.2232267423147,3.2232267423147,3.2232267423147,3.2232267423147,3.2232267423147;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10271;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;293,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;;N3710002;51.2347946424905,51.2347946424905,51.2347946424905,51.2347946424905,51.2347946424905,51.2347946424905;3.20188846873259,3.20188846873259,3.20188846873259,3.20188846873259,3.20188846873259,3.20188846873259;23/06/2016
hoofdroute: fietssnelweg;31005_<straatnaam_ongekend>_10436;Brugge;;;181,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1917974167428,51.1917974167428,51.1917974167428,51.1917974167428,51.1917974167428,51.1917974167428,51.1917974167428,51.1917974167428;3.2612670651819,3.2612670651819,3.2612670651819,3.2612670651819,3.2612670651819,3.2612670651819,3.2612670651819,3.2612670651819;23/06/2016
hoofdroute: fietssnelweg;31005_Waggelwater_10452;Brugge;Waggelwater;Waggelwater;199,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.217544688612,51.217544688612,51.217544688612,51.217544688612,51.217544688612,51.217544688612,51.217544688612,51.217544688612,51.217544688612,51.217544688612,51.217544688612,51.217544688612;3.1851276589741,3.1851276589741,3.1851276589741,3.1851276589741,3.1851276589741,3.1851276589741,3.1851276589741,3.1851276589741,3.1851276589741,3.1851276589741,3.1851276589741,3.1851276589741;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10326;Brugge;Koning Albert I-laan;Koning Albert I-laan;36,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;;51.1948215869578,51.1948215869578,51.1948215869578,51.1948215869578,51.1948215869578;3.21248602638039,3.21248602638039,3.21248602638039,3.21248602638039,3.21248602638039;23/06/2016
functionele fietsroute;31005_Lisseweegse Steenweg_10349;Brugge;Lisseweegse Steenweg;Lisseweegse Steenweg;783,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466,51.3174003099466;3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703,3.19246241783703;23/06/2016
functionele fietsroute;31043_Kustlaan_10797;Knokke-Heist;Kustlaan;Kustlaan;343,00000000000000000;secundaire weg type 2;AWV - District Brugge;20141231;N0340001;;51.3402883734586,51.3402883734586,51.3402883734586,51.3402883734586,51.3402883734586,51.3402883734586,51.3402883734586,51.3402883734586;3.23152658141302,3.23152658141302,3.23152658141302,3.23152658141302,3.23152658141302,3.23152658141302,3.23152658141302,3.23152658141302;23/06/2016
functionele fietsroute;31005_Ter Doeststraat_10441;Brugge;Ter Doeststraat;Ter Doeststraat;227,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2944345467575,51.2944345467575,51.2944345467575,51.2944345467575,51.2944345467575,51.2944345467575,51.2944345467575;3.20492846406713,3.20492846406713,3.20492846406713,3.20492846406713,3.20492846406713,3.20492846406713,3.20492846406713;23/06/2016
functionele fietsroute;31005_Blankenbergse Steenweg_10272;Brugge;Blankenbergse Steenweg;Blankenbergse Steenweg;129,00000000000000000;secundaire weg type 3;AWV - District Brugge;20141231;N3710001;;51.2385280275298,51.2385280275298,51.2385280275298;3.19958201875271,3.19958201875271,3.19958201875271;23/06/2016
functionele fietsroute;31005_<straatnaam_ongekend>_10429;Brugge;;;101,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.2146203884952,51.2146203884952,51.2146203884952,51.2146203884952,51.2146203884952;3.23794162093989,3.23794162093989,3.23794162093989,3.23794162093989,3.23794162093989;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10351;Brugge;Maalse Steenweg;Maalse Steenweg;67,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.2092299293799,51.2092299293799;3.2585566310601,3.2585566310601;23/06/2016
functionele fietsroute;;Brugge;Gulden-Vlieslaan;Gulden-Vlieslaan;155,00000000000000000;secundaire weg type 3;AWV - District Brugge;20151229;R0300001;;51.2123189524681,51.2123189524681,51.2123189524681,51.2123189524681,51.2123189524681,51.2123189524681,51.2123189524681,51.2123189524681;3.21318358109525,3.21318358109525,3.21318358109525,3.21318358109525,3.21318358109525,3.21318358109525,3.21318358109525,3.21318358109525;23/06/2016
functionele fietsroute;31042_Blankenbergse Steenweg_10746;Zuienkerke;Blankenbergse Steenweg;Blankenbergse Steenweg;15,00000000000000000;primaire weg II;AWV - District Brugge;20141231;;N3710002;51.2629148230913,51.2629148230913;3.18344862128355,3.18344862128355;23/06/2016
functionele fietsroute;31005_Wulgenbroekstraat_10458;Brugge;Wulgenbroekstraat;Wulgenbroekstraat;127,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1768204624052,51.1768204624052,51.1768204624052,51.1768204624052,51.1768204624052;3.22755469333593,3.22755469333593,3.22755469333593,3.22755469333593,3.22755469333593;23/06/2016
functionele fietsroute;31005_Oostendse Steenweg_10368;Brugge;Oostendse Steenweg;Oostendse Steenweg;43,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N0090001;N0090002;51.23108735646,51.23108735646,51.23108735646;3.18522423670491,3.18522423670491,3.18522423670491;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10326;Brugge;Koning Albert I-laan;Koning Albert I-laan;6,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;N3970002;51.1984830939347,51.1984830939347;3.21333279887105,3.21333279887105;23/06/2016
functionele fietsroute;;Brugge;Zandstraat;Zandstraat;46,00000000000000000;lokale weg type 1;Stad Brugge;20141231;;;51.1998650351781,51.1998650351781,51.1998650351781,51.1998650351781,51.1998650351781,51.1998650351781,51.1998650351781,51.1998650351781;3.17240475526251,3.17240475526251,3.17240475526251,3.17240475526251,3.17240475526251,3.17240475526251,3.17240475526251,3.17240475526251;23/06/2016
functionele fietsroute;31006_Bruggesteenweg_10468;Damme;Bruggesteenweg;Bruggesteenweg;79,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;;N0090002;51.2052391218738,51.2052391218738,51.2052391218738,51.2052391218738,51.2052391218738,51.2052391218738;3.30473797616693,3.30473797616693,3.30473797616693,3.30473797616693,3.30473797616693,3.30473797616693;23/06/2016
functionele fietsroute;;Brugge;;;64,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3710001;;51.2592023847444,51.2592023847444,51.2592023847444,51.2592023847444,51.2592023847444,51.2592023847444,51.2592023847444,51.2592023847444,51.2592023847444,51.2592023847444,51.2592023847444,51.2592023847444,51.2592023847444;3.18680768145897,3.18680768145897,3.18680768145897,3.18680768145897,3.18680768145897,3.18680768145897,3.18680768145897,3.18680768145897,3.18680768145897,3.18680768145897,3.18680768145897,3.18680768145897,3.18680768145897;23/06/2016
functionele fietsroute;31005_Koning Albert I-laan_10326;Brugge;Koning Albert I-laan;Koning Albert I-laan;86,00000000000000000;primaire weg II;AWV - District Brugge;20141231;N3970001;N3970002;51.1977170329347,51.1977170329347,51.1977170329347,51.1977170329347,51.1977170329347,51.1977170329347;3.21317886261592,3.21317886261592,3.21317886261592,3.21317886261592,3.21317886261592,3.21317886261592;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10357;Brugge;Maalse Steenweg;Maalse Steenweg;28,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;;51.2077338595793,51.2077338595793;3.27471397679066,3.27471397679066;23/06/2016
functionele fietsroute;31005_Maalse Steenweg_10356;Brugge;Maalse Steenweg;Maalse Steenweg;44,00000000000000000;secundaire weg type 1;AWV - District Brugge;20141231;N0090001;N0090002;51.2076777402855,51.2076777402855,51.2076777402855;3.27092476153192,3.27092476153192,3.27092476153192;23/06/2016
