Id;Id_tritel;Id_techn;Aanbod;Segment;Bezet;Waarvbuit;Beschikbr;Regime;Deelgem;latWGS84;loWGS84;Aangemaakt op
0;3032;303201;62;Houtkaai (noord);21;1;62;;16;51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034,51.2171333578034;3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556,3.20226341890556;12/08/2016
0;0;699402;0;Zuidervaartje ( Dampoortstraat- De Tuintjes) paar-onpaar (zuid);0;0;0;;18;51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346,51.22065695346;3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173,3.23584023183173;12/08/2016
0;6020;602004;30;Julius Delaplacestraat ( Blauwkasteelweg - Moerkerkse Steenweg) onpaar (oost);23;0;30;;18;51.215435039466,51.215435039466,51.215435039466,51.215435039466,51.215435039466,51.215435039466,51.215435039466,51.215435039466,51.215435039466,51.215435039466,51.215435039466,51.215435039466;3.24493443707248,3.24493443707248,3.24493443707248,3.24493443707248,3.24493443707248,3.24493443707248,3.24493443707248,3.24493443707248,3.24493443707248,3.24493443707248,3.24493443707248,3.24493443707248;12/08/2016
0;7014;701401;25;Emiel Vanderveldestraat (Barrièrestraat - Het Speelhof) onpaar (west);6;0;25;;14;51.1936562441268,51.1936562441268,51.1936562441268,51.1936562441268,51.1936562441268;3.20734466245733,3.20734466245733,3.20734466245733,3.20734466245733,3.20734466245733;12/08/2016
0;3019;301902;8;Gerard Davidstraat (Englishstraat- de Floustraat) paar (oost);7;0;8;;16;51.21664155175,51.21664155175,51.21664155175,51.21664155175;3.20680939012467,3.20680939012467,3.20680939012467,3.20680939012467;12/08/2016
0;4067;406704;4;Hoog-Brabantlaan (Azalealaan - Abdijbekestraat) paar (zuid);4;0;4;;15;51.1992540283304,51.1992540283304;3.20621486175213,3.20621486175213;12/08/2016
0;3030;303004;3;Gustave Vincke Dujardinstraat (  Ryelandtstraat- Leopold I laan) paar ( zuid);2;0;3;;16;51.2161047473561,51.2161047473561;3.20973630583374,3.20973630583374;12/08/2016
0;6058;605802;7;Prins Leopoldstraat ( Debruynestraat- Maalse steenweg) onpaar (west);8;0;7;;18;51.2104530792062,51.2104530792062;3.24761151746558,3.24761151746558;12/08/2016
0;3006;3006;0;;0;0;0;;16;51.2161652107307,51.2161652107307,51.2161652107307,51.2161652107307;3.2159235559597,3.2159235559597,3.2159235559597,3.2159235559597;12/08/2016
0;3073;307304;18;Leopold II laan (Houthulststraat- Zwaluwenstraat) paar (zuid);5;0;18;;16;51.2182353835018,51.2182353835018,51.2182353835018;3.21312110907496,3.21312110907496,3.21312110907496;12/08/2016
0;2002;2002;0;;0;0;0;;15;51.2390622638242,51.2390622638242,51.2390622638242,51.2390622638242,51.2390622638242,51.2390622638242,51.2390622638242;3.24709909632659,3.24709909632659,3.24709909632659,3.24709909632659,3.24709909632659,3.24709909632659,3.24709909632659;12/08/2016
0;3086;308604;15;Gomberstraat ( Leopold II laan- Werfstraat) onpaar (west);10;0;15;;16;51.2198022928571,51.2198022928571;3.21896335600804,3.21896335600804;12/08/2016
0;4116;411605;0;Legeweg (blauwe zone - Hoge Lane) paar (noord);0;0;0;;15;51.2050894045454,51.2050894045454,51.2050894045454;3.20851009926679,3.20851009926679,3.20851009926679;12/08/2016
0;3021;302101;24;Gouden Boomstraat ( Lauwerstraat- Keizer Karelstraat) onpaar ( zuid);14;0;24;;16;51.2151878124499,51.2151878124499,51.2151878124499,51.2151878124499,51.2151878124499,51.2151878124499,51.2151878124499,51.2151878124499,51.2151878124499,51.2151878124499;3.2137353758578,3.2137353758578,3.2137353758578,3.2137353758578,3.2137353758578,3.2137353758578,3.2137353758578,3.2137353758578,3.2137353758578,3.2137353758578;12/08/2016
0;0;400102;19;De Klokke-Noord paar (noord);8;0;19;;15;51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795,51.1972389153795;3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792,3.20340432558792;12/08/2016
0;4025;402603;34;Edgard De Smedtplantsoen (P+R);30;0;34;;15;51.2013695592821,51.2013695592821;3.20922789454073,3.20922789454073;12/08/2016
0;6021;602106;10;Julius Dooghelaan (Koolstuk- Karel Van Manderstraat ) paar (zuid);4;0;10;;18;51.2176782690567,51.2176782690567;3.23906422497872,3.23906422497872;12/08/2016
0;3038;303802;14;KardinaalKardinaal Mercierstraat ( Fochstraat- Luikstraat) onpaar (noord);7;0;14;;16;51.2187326529957,51.2187326529957;3.21693591513321,3.21693591513321;12/08/2016
0;1080;108001;10;Van Steenestraat onpaar (west);8;0;10;;19;51.2015916706158,51.2015916706158,51.2015916706158,51.2015916706158,51.2015916706158,51.2015916706158,51.2015916706158;3.24069686061089,3.24069686061089,3.24069686061089,3.24069686061089,3.24069686061089,3.24069686061089,3.24069686061089;12/08/2016
0;4175;417502;8;Sint-Sebastiaansstraat (Sint-Ewoudsstraat - Hertogenstraat) paar (noord);8;0;8;;15;51.2005762067661,51.2005762067661,51.2005762067661,51.2005762067661;3.20279344899278,3.20279344899278,3.20279344899278,3.20279344899278;12/08/2016
0;6025;602502;7;Kartuizersstraat ( Kartuizersmeers- Kloostermuur ) onpaar ( noord);0;0;7;;18;51.2170519346202,51.2170519346202;3.24362598712716,3.24362598712716;12/08/2016
0;6008;600801;28;Brugse Mettenstraat paar (west);20;0;28;;18;51.2144834910387,51.2144834910387,51.2144834910387;3.242726621413,3.242726621413,3.242726621413;12/08/2016
0;6021;602105;8;Julius Dooghelaan (Dampoortstraat- Koolstuk) paar (zuid);4;0;6;;18;51.2181456963571,51.2181456963571;3.23801587408506,3.23801587408506;12/08/2016
0;7001;700102;21;Abdijbekestraat (Barrièrestraat - Titecastraat) onpaar (oost);4;0;21;;14;51.1952611952745,51.1952611952745,51.1952611952745,51.1952611952745,51.1952611952745;3.20415640360682,3.20415640360682,3.20415640360682,3.20415640360682,3.20415640360682;12/08/2016
0;3084;308403;21; Maria Van Bourgondielaan ( Van Hoonackerstraat- Leopold I laan paar-onpaar (oost);7;0;21;;16;51.2139906959733,51.2139906959733,51.2139906959733,51.2139906959733,51.2139906959733,51.2139906959733,51.2139906959733,51.2139906959733;3.20439558776185,3.20439558776185,3.20439558776185,3.20439558776185,3.20439558776185,3.20439558776185,3.20439558776185,3.20439558776185;12/08/2016
0;4200;420001;27;Van Leeg tot Zand onpaar (west);9;0;27;;15;51.2047719624509,51.2047719624509,51.2047719624509,51.2047719624509,51.2047719624509,51.2047719624509,51.2047719624509;3.19981082735841,3.19981082735841,3.19981082735841,3.19981082735841,3.19981082735841,3.19981082735841,3.19981082735841;12/08/2016
0;3038;303805;5;Kardinaal Mercierstraat ( Werfplein Luikstraat) paar (zuid);2;1;5;;16;51.2189997668668,51.2189997668668;3.2179479237394,3.2179479237394;12/08/2016
0;0; 110301;7;Maaike Kerrebroeckstraat ( Nijverheidsstraat- Van den Radestraat) (noord);0;0;7;;19;51.2051103914881,51.2051103914881,51.2051103914881;3.23989420396043,3.23989420396043,3.23989420396043;12/08/2016
0;0;501003;39;Fort Lapin (Havenstraat - bocht) paar (zuid);36;0;39;;17;51.223013837977,51.223013837977,51.223013837977;3.23086856416883,3.23086856416883,3.23086856416883;12/08/2016
0;0;602211;12;Karel Van Manderstraat (Vredezaal ) plein;10;0;12;;0;51.2205814437773,51.2205814437773,51.2205814437773,51.2205814437773,51.2205814437773;3.24188743307259,3.24188743307259,3.24188743307259,3.24188743307259,3.24188743307259;12/08/2016
0;6022;602203;12;Karel Van Manderstraat ( Edestraat- Sportstraat) paar (west);11;0;12;;18;51.218395949183,51.218395949183,51.218395949183,51.218395949183,51.218395949183;3.24080169270814,3.24080169270814,3.24080169270814,3.24080169270814,3.24080169270814;12/08/2016
0;0;399704;0;Bevrijdingslaan ( Hamiltonpark- Bevrijdingslaan) (zuid);0;0;0;;16;51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036,51.212039175036;3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035,3.20592584127035;12/08/2016
0;0;110002;9;Abram Coultstraat (oost);1;0;9;;19;51.2028072243685,51.2028072243685;3.24020262906862,3.24020262906862;12/08/2016
0;6015;601502;14;Driekoningenweg (Albertstraat- Zoete Inval) paar (noord);11;0;14;;18;51.2120146656735,51.2120146656735,51.2120146656735,51.2120146656735,51.2120146656735,51.2120146656735;3.24316258084993,3.24316258084993,3.24316258084993,3.24316258084993,3.24316258084993,3.24316258084993;12/08/2016
0;4161;416102;0;Pieter de Conincklaan (Peter Benoitlaan - Hovenierslanden) onpaar (west);1;0;0;;15;51.208789591745,51.208789591745,51.208789591745;3.20555666428528,3.20555666428528,3.20555666428528;12/08/2016
0;1010;101002;12;Baron Ruzettelaan (R30 - Vrijheidsstraat) onpaar (oost);10;0;12;;19;51.196235332634,51.196235332634;3.2314900142677,3.2314900142677;12/08/2016
0;5009;500902;5;Dudzeelse Steenweg (Koetelwijk - Graaf de Mûelenaerelaan) onpaar (west);3;0;5;;17;51.2243974773492,51.2243974773492;3.22857960646911,3.22857960646911;12/08/2016
0;6004;600402;13;Beaupréstraat (Speelpleinstraat- bocht) onpaar (oost);3;0;13;;18;51.2085796856584,51.2085796856584,51.2085796856584,51.2085796856584,51.2085796856584,51.2085796856584;3.24351109694608,3.24351109694608,3.24351109694608,3.24351109694608,3.24351109694608,3.24351109694608;12/08/2016
0;1021;102101;10;C. van de Walle de Ghelckestraat paar (noord);5;0;10;;19;51.1977025742408,51.1977025742408;3.23319173433816,3.23319173433816;12/08/2016
0;6024;602401;20;Kartuizersstraat ( Dampoortstraat- Delaplacestraat) paar ( zuid);13;0;20;;18;51.2147901417241,51.2147901417241,51.2147901417241,51.2147901417241,51.2147901417241;3.24085564968369,3.24085564968369,3.24085564968369,3.24085564968369,3.24085564968369;12/08/2016
0;3066;306601;16;Kroonstraat ( Houtkaai- Englishstraat) paar (oost);11;1;16;;16;51.2184910060959,51.2184910060959,51.2184910060959,51.2184910060959,51.2184910060959,51.2184910060959;3.20928213448811,3.20928213448811,3.20928213448811,3.20928213448811,3.20928213448811,3.20928213448811;12/08/2016
0;1030;103002;15;Edward de Denestraat onpaar (zuid);16;1;15;;19;51.1987384700209,51.1987384700209,51.1987384700209,51.1987384700209,51.1987384700209,51.1987384700209;3.23499073038,3.23499073038,3.23499073038,3.23499073038,3.23499073038,3.23499073038;12/08/2016
0;7039;703904;7;Oudekerkstraat (Emiel Vanderveldestraat - Veldstraat) onpaar (zuid);0;0;7;;14;51.1907482096735,51.1907482096735,51.1907482096735;3.20847926099763,3.20847926099763,3.20847926099763;12/08/2016
0;1038;103804;4;Generaal Lemanlaan (Evert van Het Padstraat - Daverlostraat) paar (zuid);5;0;4;;19;51.2019690256167,51.2019690256167,51.2019690256167;3.23858856950815,3.23858856950815,3.23858856950815;12/08/2016
0;6013;601301;11;Dampoortstraat (Koolstruk- rotonde) onpaar ( oost);2;0;11;;18;51.2173378284407,51.2173378284407,51.2173378284407,51.2173378284407,51.2173378284407,51.2173378284407;3.23872741165365,3.23872741165365,3.23872741165365,3.23872741165365,3.23872741165365,3.23872741165365;12/08/2016
0;0;406605;3;Hogeweg (plein Gistelsesteenweg) paar (oost);3;0;3;;15;51.2036123100812,51.2036123100812;3.20572444414826,3.20572444414826;12/08/2016
0;4182;418201;27;Tien Geboden paar (noord);13;1;27;;15;51.2058068265238,51.2058068265238,51.2058068265238,51.2058068265238,51.2058068265238,51.2058068265238,51.2058068265238,51.2058068265238;3.20663088169803,3.20663088169803,3.20663088169803,3.20663088169803,3.20663088169803,3.20663088169803,3.20663088169803,3.20663088169803;12/08/2016
0;4067;406703;16;Hoog-Brabantlaan (Magdalenastraat - Abdijbekestraat) paar (zuid);3;0;16;;15;51.1998918041654,51.1998918041654;3.20448908284742,3.20448908284742;12/08/2016
0;4131;413106;19;Magdalenastraat parking (ten westen van 18 Oktoberstraat en zuidelijkste segment) (noord);19;0;19;;15;51.2005973009615,51.2005973009615;3.20859041329403,3.20859041329403;12/08/2016
0;3016;3016;0;;0;0;0;;16;51.2123983854605,51.2123983854605,51.2123983854605,51.2123983854605;3.21349076887993,3.21349076887993,3.21349076887993,3.21349076887993;12/08/2016
0;6008;600802;25;Brugse Mettenstraat onpaar (oost);15;0;25;;18;51.2145082080413,51.2145082080413,51.2145082080413;3.24301017161531,3.24301017161531,3.24301017161531;12/08/2016
0;4008;400801;48;Azalealaan onpaar (west);15;0;48;;15;51.1989123836711,51.1989123836711,51.1989123836711,51.1989123836711,51.1989123836711,51.1989123836711,51.1989123836711,51.1989123836711,51.1989123836711,51.1989123836711;3.20694457303565,3.20694457303565,3.20694457303565,3.20694457303565,3.20694457303565,3.20694457303565,3.20694457303565,3.20694457303565,3.20694457303565,3.20694457303565;12/08/2016
0;6032;603201;22;Maalse steenweg ( Albertstraat-Leopoldstraat ) paar (noord);17;0;22;;18;51.211034805403,51.211034805403,51.211034805403,51.211034805403,51.211034805403;3.24285227731681,3.24285227731681,3.24285227731681,3.24285227731681,3.24285227731681;12/08/2016
0;4005;400506;20;Abdijbekestraat (Hoog-Brabantlaan - Magdalenastraat) paar (west);16;0;20;;15;51.2002933740122,51.2002933740122,51.2002933740122,51.2002933740122,51.2002933740122,51.2002933740122,51.2002933740122,51.2002933740122;3.20855923246041,3.20855923246041,3.20855923246041,3.20855923246041,3.20855923246041,3.20855923246041,3.20855923246041,3.20855923246041;12/08/2016
0;4073;407303;3;Jan Breydellaan (Bevrijdingslaan - Hans Memlinglaan) paar (oost);3;0;3;;15;51.2116849679283,51.2116849679283,51.2116849679283,51.2116849679283;3.20643835641133,3.20643835641133,3.20643835641133,3.20643835641133;12/08/2016
0;5043;504301;6;Ter Looigemweg onpaar (west);0;0;6;;17;51.2252794548196,51.2252794548196;3.23111781236218,3.23111781236218;12/08/2016
0;7080;708001;33;Veldstraat (Oudekerkstraat - Canadastraat) onpaar (west);3;0;33;;14;51.1909285092224,51.1909285092224,51.1909285092224,51.1909285092224,51.1909285092224,51.1909285092224;3.20913868770636,3.20913868770636,3.20913868770636,3.20913868770636,3.20913868770636,3.20913868770636;12/08/2016
0;6003;600304;12;Assebroekstraat ( Invalidenstraat- Speelpleinlaan) paar ( oost);9;0;12;;18;51.2084846100328,51.2084846100328,51.2084846100328,51.2084846100328,51.2084846100328,51.2084846100328,51.2084846100328,51.2084846100328,51.2084846100328;3.24728799193264,3.24728799193264,3.24728799193264,3.24728799193264,3.24728799193264,3.24728799193264,3.24728799193264,3.24728799193264,3.24728799193264;12/08/2016
0;1027;102701;32;Daverlostraat paar (west);26;1;32;;19;51.2019967838742,51.2019967838742,51.2019967838742,51.2019967838742,51.2019967838742,51.2019967838742,51.2019967838742,51.2019967838742,51.2019967838742,51.2019967838742,51.2019967838742;3.23712880649789,3.23712880649789,3.23712880649789,3.23712880649789,3.23712880649789,3.23712880649789,3.23712880649789,3.23712880649789,3.23712880649789,3.23712880649789,3.23712880649789;12/08/2016
0;3074;307402;14;Leopold II laan (Gombertstraat- Werfstraat) onpaar (noord);11;0;14;;16;51.2201016770048,51.2201016770048,51.2201016770048,51.2201016770048,51.2201016770048,51.2201016770048,51.2201016770048;3.21912390325596,3.21912390325596,3.21912390325596,3.21912390325596,3.21912390325596,3.21912390325596,3.21912390325596;12/08/2016
0;4001;4001;0;;0;0;0;;15;51.203527916107,51.203527916107,51.203527916107,51.203527916107,51.203527916107,51.203527916107,51.203527916107,51.203527916107,51.203527916107;3.20881270991966,3.20881270991966,3.20881270991966,3.20881270991966,3.20881270991966,3.20881270991966,3.20881270991966,3.20881270991966,3.20881270991966;12/08/2016
0;6019;601902;4;Invalidenstraat ( Gambrinusstraat- Assebroeklaan) paar (noord);2;0;4;;18;51.2089248311353,51.2089248311353,51.2089248311353,51.2089248311353,51.2089248311353;3.24629593293879,3.24629593293879,3.24629593293879,3.24629593293879,3.24629593293879;12/08/2016
0;6009;601101;74;R30 (vrij parkeren tegenover Speelpleinlaan) kant binnenstad (west);12;2;74;;19;51.205312401479,51.205312401479,51.205312401479,51.205312401479,51.205312401479,51.205312401479,51.205312401479,51.205312401479,51.205312401479,51.205312401479,51.205312401479;3.23823458023935,3.23823458023935,3.23823458023935,3.23823458023935,3.23823458023935,3.23823458023935,3.23823458023935,3.23823458023935,3.23823458023935,3.23823458023935,3.23823458023935;12/08/2016
0;1010;101001;39;Baron Ruzettelaan (Wantestraat - R30) paar (west);12;0;39;;19;51.195371318564,51.195371318564,51.195371318564;3.23142069169798,3.23142069169798,3.23142069169798;12/08/2016
0;4067;406702;24;Hoog-Brabantlaan (Azalealaan - Abdijbekestraat) onpaar (noord);27;0;24;;15;51.1994106916415,51.1994106916415;3.20635483253975,3.20635483253975;12/08/2016
0;4022;402202;0;Diksmuidse Heerweg onpaar (zuid);0;0;0;;15;51.2016479738702,51.2016479738702,51.2016479738702,51.2016479738702,51.2016479738702,51.2016479738702;3.20265784107368,3.20265784107368,3.20265784107368,3.20265784107368,3.20265784107368,3.20265784107368;12/08/2016
0;6042;604203;10;Moerkerkse Steenweg ( Wagenmakerstraat- Leopoldstraat) onpaar (zuid);8;0;10;;18;51.2134002450692,51.2134002450692;3.24702408582199,3.24702408582199;12/08/2016
0;3074;307403;18;Leopold II laan (Fochstraat - Luikstraat) paar (zuid);3;0;18;;16;51.2192927082746,51.2192927082746;3.2164939765614,3.2164939765614;12/08/2016
0;1030;103001;21;Edward de Denestraat paar (noord);12;0;21;;19;51.1989007153915,51.1989007153915,51.1989007153915,51.1989007153915,51.1989007153915,51.1989007153915;3.23511221490156,3.23511221490156,3.23511221490156,3.23511221490156,3.23511221490156,3.23511221490156;12/08/2016
0;6003;600303;22;Assebroekstraat ( Maalse steenweg- Invalidenstraat) paar ( oost);13;0;20;;18;51.2101034452483,51.2101034452483,51.2101034452483,51.2101034452483;3.24776935733658,3.24776935733658,3.24776935733658,3.24776935733658;12/08/2016
0;0;111001;0;Maaike Luuxstraat (nieuwbouwwerf);0;0;0;;19;51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655,51.2053009861655;3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496,3.24019397662496;12/08/2016
0;4087;408702;13;Kardinaal Cardijnstraat kant kerk (oost);12;1;13;;15;51.2020902415682,51.2020902415682,51.2020902415682,51.2020902415682,51.2020902415682;3.2040265756969,3.2040265756969,3.2040265756969,3.2040265756969,3.2040265756969;12/08/2016
0;4201;420102;26;Vier Uitersten paar (oost);5;0;26;;15;51.2048905654389,51.2048905654389,51.2048905654389,51.2048905654389,51.2048905654389,51.2048905654389,51.2048905654389,51.2048905654389,51.2048905654389;3.20337374640123,3.20337374640123,3.20337374640123,3.20337374640123,3.20337374640123,3.20337374640123,3.20337374640123,3.20337374640123,3.20337374640123;12/08/2016
0;4005;400504;15;Abdijbekestraat (Ontmijnerslaan - Orchideeënlaan) paar (west);7;0;15;;15;51.1986258233661,51.1986258233661,51.1986258233661;3.20514410161418,3.20514410161418,3.20514410161418;12/08/2016
0;5043;504302;11;Ter Looigemweg paar (oost);5;0;11;;17;51.2252311209271,51.2252311209271;3.23139397616859,3.23139397616859;12/08/2016
0;7045;704500;0;Rijselstraat ontdubbeld;0;0;0;;14;51.1951906190454,51.1951906190454,51.1951906190454,51.1951906190454;3.21456771698148,3.21456771698148,3.21456771698148,3.21456771698148;12/08/2016
0;0;101306;0;Kathelijne Idestraat (doorsteek);4;0;0;fietsdoorsteek;19;51.2028029101376,51.2028029101376;3.23865876406156,3.23865876406156;12/08/2016
0;4064;406403;6;Hoge Lane (Tien Geboden - Legeweg) onpaar (west);6;0;6;;15;51.2050542645197,51.2050542645197,51.2050542645197,51.2050542645197;3.20705546681483,3.20705546681483,3.20705546681483,3.20705546681483;12/08/2016
0;3073;307301;18;Leopold II laan (Scheepsdalelaan- Zwaluwenstraat) onpaar (noord);2;0;18;;16;51.217962259034,51.217962259034,51.217962259034,51.217962259034;3.21197274368517,3.21197274368517,3.21197274368517,3.21197274368517;12/08/2016
0;3046;304605;13;Karel de Stoutelaan ( de Floulaan- Van Hoonackerstraat) onpaar ( west);9;1;13;;16;51.2154304475701,51.2154304475701,51.2154304475701,51.2154304475701,51.2154304475701;3.20479511522783,3.20479511522783,3.20479511522783,3.20479511522783,3.20479511522783;12/08/2016
0;4036;4036;0;;0;0;0;;15;51.2043179640473,51.2043179640473,51.2043179640473,51.2043179640473,51.2043179640473,51.2043179640473,51.2043179640473;3.21067468561863,3.21067468561863,3.21067468561863,3.21067468561863,3.21067468561863,3.21067468561863,3.21067468561863;12/08/2016
0;3003;300302;13;Dirk Boutsstraat (Houthulststraat- Zwaluwenstraat) onpaar (noord);6;0;13;;16;51.2177725590433,51.2177725590433;3.2137876365586,3.2137876365586;12/08/2016
0;5035;503504;0;Noorweegse Kaai (brug - Christine D'haenstraat) kant kanaal (zuid);0;0;0;;17;51.2243644178243,51.2243644178243,51.2243644178243,51.2243644178243;3.23938951894718,3.23938951894718,3.23938951894718,3.23938951894718;12/08/2016
0;1091;109102;13;Weidestraat paar (zuid);7;0;13;;19;51.1983965889293,51.1983965889293,51.1983965889293;3.23619794295105,3.23619794295105,3.23619794295105;12/08/2016
0;7029;702901;0;Koning Albert I-laan (Barrièrestraat - Veldstraat);0;0;0;;14;51.1953103082786,51.1953103082786,51.1953103082786,51.1953103082786,51.1953103082786,51.1953103082786;3.21400776069689,3.21400776069689,3.21400776069689,3.21400776069689,3.21400776069689,3.21400776069689;12/08/2016
0;5038;503802;4;Ronsaardbekestraat (Sint-Jozefsstraat - Ter Looigemweg) onpaar (noord);1;0;4;;17;51.2254380679344,51.2254380679344,51.2254380679344;3.23158455817307,3.23158455817307,3.23158455817307;12/08/2016
0;6022;602209;10;Karel Van Manderstraat ( Kloostermuur- Dooghelaan) onpaar (oost);0;0;10;;18;51.2173918930351,51.2173918930351;3.24038495838721,3.24038495838721;12/08/2016
0;6068;606801;5;Watervlietstraat ( noordelijke toegang) paar (noord);5;0;5;;18;51.215065937425,51.215065937425;3.24536032662132,3.24536032662132;12/08/2016
0;7077;707701;11;Titecastraat (Joseph Wautersstraat - Titecastraat) paar (west);4;0;11;;14;51.1940763625795,51.1940763625795,51.1940763625795;3.20304986608894,3.20304986608894,3.20304986608894;12/08/2016
0;5014;501401;4;Havenstraat (R30 - Krommestraat) (west);1;0;4;;17;51.2228810059131,51.2228810059131,51.2228810059131,51.2228810059131,51.2228810059131,51.2228810059131,51.2228810059131,51.2228810059131;3.22706465104581,3.22706465104581,3.22706465104581,3.22706465104581,3.22706465104581,3.22706465104581,3.22706465104581,3.22706465104581;12/08/2016
0;3080;308002;22;Leopold I laan ( Dujardinstraat- Lauwerstraat) onpaar ( oost);12;0;22;;16;51.2145856027224,51.2145856027224,51.2145856027224,51.2145856027224,51.2145856027224,51.2145856027224;3.20856548617318,3.20856548617318,3.20856548617318,3.20856548617318,3.20856548617318,3.20856548617318;12/08/2016
0;1042;104202;11;Hadewijchstraat (Daverlostraat - Jan van Ruusbroecstraat) onpaar (west);9;0;11;;19;51.1995439515833,51.1995439515833,51.1995439515833,51.1995439515833,51.1995439515833,51.1995439515833;3.23705547094608,3.23705547094608,3.23705547094608,3.23705547094608,3.23705547094608,3.23705547094608;12/08/2016
0;1086;108604;10;Vrijheidsstraat (Baron Ruzettelaan - garages) onpaar (oost);7;0;10;;19;51.1960371195411,51.1960371195411,51.1960371195411,51.1960371195411,51.1960371195411,51.1960371195411;3.23293161716338,3.23293161716338,3.23293161716338,3.23293161716338,3.23293161716338,3.23293161716338;12/08/2016
0;4169;416902;11;Sint-Baafskerkstraat onpaar (oost);11;0;11;;15;51.202458940788,51.202458940788;3.2046334861548,3.2046334861548;12/08/2016
0;0;399902;16;Emmanuel de Neckerestraat ( Dujardinstraat- Ryelandtstraat) paar (zuid);17;0;16;;16;51.2150681940803,51.2150681940803,51.2150681940803;3.21050933792232,3.21050933792232,3.21050933792232;12/08/2016
0;4013;401301;39;Bevrijdingslaan (noord);30;3;39;;16;51.2119878289559,51.2119878289559,51.2119878289559,51.2119878289559,51.2119878289559,51.2119878289559,51.2119878289559,51.2119878289559,51.2119878289559,51.2119878289559,51.2119878289559,51.2119878289559;3.20671494558298,3.20671494558298,3.20671494558298,3.20671494558298,3.20671494558298,3.20671494558298,3.20671494558298,3.20671494558298,3.20671494558298,3.20671494558298,3.20671494558298,3.20671494558298;12/08/2016
0;6016;601601;6;Edestraat ( De Tuintjes- Korte Sportstraat) onpaar (noord);1;0;6;;18;51.2198777119062,51.2198777119062;3.23990963831169,3.23990963831169;12/08/2016
0;7029;702902;5;Koning Albert I-laan (Veldstraat - Canadastraat) paar (west);5;0;5;;14;51.1938479979401,51.1938479979401,51.1938479979401;3.21331359156764,3.21331359156764,3.21331359156764;12/08/2016
0;6015;601504;7;Driekoningenweg (Wagenmakersstraat- Leopoldstraat ) paar (noord);3;0;7;beurtelings parkeren;18;51.2112537899617,51.2112537899617;3.24736165676669,3.24736165676669;12/08/2016
0;6025;602504;6;Kartuizersstraat ( Dooghelaan- Delaplacestraat ) onpaar ( noord);6;0;6;;18;51.2160233462977,51.2160233462977;3.24270052956923,3.24270052956923;12/08/2016
0;4131;413101;28;Magdalenastraat parking (ten westen van 18 Oktoberstraat) (noord);31;0;28;;15;51.2008459972519,51.2008459972519;3.20842559722844,3.20842559722844;12/08/2016
0;7014;701404;32;Emiel Vanderveldestraat (Oudekerkstraat - Ten Hove) paar (oost);2;0;32;;14;51.1930682487962,51.1930682487962,51.1930682487962,51.1930682487962,51.1930682487962,51.1930682487962,51.1930682487962,51.1930682487962,51.1930682487962;3.20788859870031,3.20788859870031,3.20788859870031,3.20788859870031,3.20788859870031,3.20788859870031,3.20788859870031,3.20788859870031,3.20788859870031;12/08/2016
