Id;Id_tritel;Id_techn;Aanbod;Segment;Bezet;Waarvbuit;Beschikbr;Regime;Deelgem;latWGS84;loWGS84;Aangemaakt op
0;3027;3027;0;;0;0;0;;16;51.2116144875963,51.2116144875963;3.21154155623956,3.21154155623956;12/08/2016
0;4147;414704;11;Peter Benoitlaan (Hogeweg - Hoge Lane) onpaar (zuid);4;0;11;;15;51.207687086488,51.207687086488,51.207687086488,51.207687086488,51.207687086488;3.20327623459986,3.20327623459986,3.20327623459986,3.20327623459986,3.20327623459986;12/08/2016
0;7009;700902;13;Canadastraat (Koning Albert I-laan - Veldstraat) onpaar (zuid);13;0;13;;14;51.1929553539743,51.1929553539743,51.1929553539743,51.1929553539743,51.1929553539743;3.21114838505531,3.21114838505531,3.21114838505531,3.21114838505531,3.21114838505531;12/08/2016
0;6064;606403;0;Sportstraat ( Paradijsstraat-Korte Sportstraat) onpaar ( noord);0;0;0;;18;51.2190448844667,51.2190448844667,51.2190448844667,51.2190448844667;3.23825057606924,3.23825057606924,3.23825057606924,3.23825057606924;12/08/2016
0;3031;303103;8;Houthulststraat ( Leopold II laan- Boutsstraat) onpaar ( west);6;0;8;;16;51.2179929771886,51.2179929771886;3.21298133813715,3.21298133813715;12/08/2016
0;4131;413102;20;Magdalenastraat parking (ten oosten van 18 Oktoberstraat) (noord);20;1;20;;15;51.2012697114585,51.2012697114585;3.21003646433186,3.21003646433186;12/08/2016
0;4175;417505;9;Sint-Sebastiaansstraat (Sint-Ewoudsstraat - Hertogenstraat) paar (noord);8;0;9;;15;51.2004410975665,51.2004410975665,51.2004410975665,51.2004410975665;3.20260683384736,3.20260683384736,3.20260683384736,3.20260683384736;12/08/2016
0;6068;606803;24;Watervlietstraat ( circuit);18;0;24;;18;51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518,51.2142527360518;3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524,3.24624710143524;12/08/2016
0;1086;108601;0;Vrijheidsstraat (Baron Ruzettelaan - garages) paar (west);0;0;0;;19;51.1962114457335,51.1962114457335,51.1962114457335,51.1962114457335,51.1962114457335,51.1962114457335;3.23286282158342,3.23286282158342,3.23286282158342,3.23286282158342,3.23286282158342,3.23286282158342;12/08/2016
0;3065;3065;0;;0;0;0;;16;51.2158930949416,51.2158930949416;3.21689715045241,3.21689715045241;12/08/2016
0;6023;602301;16;Kartuizersmeers;1;0;16;;18;51.2175114316337,51.2175114316337,51.2175114316337,51.2175114316337,51.2175114316337,51.2175114316337,51.2175114316337,51.2175114316337,51.2175114316337,51.2175114316337;3.24393228516689,3.24393228516689,3.24393228516689,3.24393228516689,3.24393228516689,3.24393228516689,3.24393228516689,3.24393228516689,3.24393228516689,3.24393228516689;12/08/2016
0;0;412102;0;Magdalenastraat plein Torhoutse Steenweg (west);0;0;0;;15;51.199862061868,51.199862061868,51.199862061868;3.20394015067552,3.20394015067552,3.20394015067552;12/08/2016
0;6021;602104;15;Julius Dooghelaan (Tuiniersstraat- Kartuizersstraat) onpaar (noord);10;0;15;;18;51.2169978936739,51.2169978936739;3.24160125297911,3.24160125297911;12/08/2016
0;3030;303002;7;Gustave Vincke Dujardinstraat ( Scheepsdalelaan- de Neckerestraat) paar ( zuid);7;0;7;;16;51.2166484149346,51.2166484149346;3.21223966013724,3.21223966013724;12/08/2016
0;7012;701201;4;Dorotheastraat noord;1;0;4;;14;51.1934575688465,51.1934575688465;3.20599589690431,3.20599589690431;12/08/2016
0;4187;419403;12;Torhoutse Steenweg (Sint-Sebastiaansstraat - Kardinaal Cardijnstraat) paar (west);14;0;12;;15;51.2014015134414,51.2014015134414,51.2014015134414,51.2014015134414;3.20493101855962,3.20493101855962,3.20493101855962,3.20493101855962;12/08/2016
0;3020;302002;13; Gouden Boomstraat ( Lauwerstraat- Karel de Stoutelaan) onpaar ( oost);10;0;13;;16;51.213859017598,51.213859017598;3.21093235960054,3.21093235960054;12/08/2016
0;5022;502202;8;Koetelwijk paar (zuid);8;0;8;;17;51.2240497451741,51.2240497451741,51.2240497451741,51.2240497451741,51.2240497451741,51.2240497451741;3.22929308333071,3.22929308333071,3.22929308333071,3.22929308333071,3.22929308333071,3.22929308333071;12/08/2016
0;6020;602009;7;Julius Delaplacestraat ( Watervliet-Moerkerkse Steenweg) paar (west);3;0;7;;18;51.2143876963498,51.2143876963498,51.2143876963498,51.2143876963498;3.24728080206162,3.24728080206162,3.24728080206162,3.24728080206162;12/08/2016
0;3023;302302;8; Maria Van Bourgondielaan (Van Malestraat- Visartpark) (zuid);8;1;8;;16;51.2117627420035,51.2117627420035;3.21034969169054,3.21034969169054;12/08/2016
0;4133;4133;0;;0;0;0;;15;51.2061179921021,51.2061179921021,51.2061179921021,51.2061179921021,51.2061179921021;3.20952498725664,3.20952498725664,3.20952498725664,3.20952498725664,3.20952498725664;12/08/2016
0;3034;303403;23;Joe Englishstraat (Davidstraat- Kroonstraat) onpaar (zuid);13;0;23;;16;51.2166999342811,51.2166999342811,51.2166999342811,51.2166999342811,51.2166999342811;3.20697215971861,3.20697215971861,3.20697215971861,3.20697215971861,3.20697215971861;12/08/2016
0;3051;3051;0;;0;0;0;;16;51.2152107799522,51.2152107799522;3.21383260009815,3.21383260009815;12/08/2016
0;4065;406502;17;Hogeweg (Peter Benoitlaan - Legeweg) paar (oost);0;0;17;;15;51.204905647572,51.204905647572,51.204905647572,51.204905647572,51.204905647572,51.204905647572,51.204905647572,51.204905647572;3.20220011259945,3.20220011259945,3.20220011259945,3.20220011259945,3.20220011259945,3.20220011259945,3.20220011259945,3.20220011259945;12/08/2016
0;4187;419404;0;Torhoutse Steenweg (Sint-Baafskerkstraat - Kardinaal Cardijnstraat) paar (west);0;0;0;;15;51.2018111704083,51.2018111704083,51.2018111704083;3.20534322110404,3.20534322110404,3.20534322110404;12/08/2016
0;3074;307404;10;Leopold II laan (Luikstraat - Gombertstraat) paar (zuid);8;0;10;;16;51.2196563789572,51.2196563789572;3.21802030224511,3.21802030224511;12/08/2016
0;1081;108102;20;Vestingstraat (Jan Blockxstraat - Edward de Denestraat) paar (west);19;0;20;;19;51.2003662495248,51.2003662495248,51.2003662495248,51.2003662495248,51.2003662495248,51.2003662495248,51.2003662495248,51.2003662495248;3.23361942218657,3.23361942218657,3.23361942218657,3.23361942218657,3.23361942218657,3.23361942218657,3.23361942218657,3.23361942218657;12/08/2016
0;1089;108903;32;Wantestraat (Baron Ruzettelaan - Eugeen van Oyestraat) paar (oost);21;0;32;;19;51.1952366979731,51.1952366979731,51.1952366979731,51.1952366979731,51.1952366979731,51.1952366979731,51.1952366979731,51.1952366979731;3.23200309785154,3.23200309785154,3.23200309785154,3.23200309785154,3.23200309785154,3.23200309785154,3.23200309785154,3.23200309785154;12/08/2016
0;3120;312002;5;Zwaluwenstraat (Leopold II Laan- Mercierstraat) paar (oost);0;0;5;;16;51.2187061182394,51.2187061182394;3.21468901325243,3.21468901325243;12/08/2016
0;1086;108606;13;Vrijheidsstraat (Ter Lake - Weidestraat) onpaar (oost);8;0;13;;19;51.1985826611521,51.1985826611521,51.1985826611521,51.1985826611521,51.1985826611521;3.23529885453067,3.23529885453067,3.23529885453067,3.23529885453067,3.23529885453067;12/08/2016
0;6029;602902;0;Koolstruk ( Dooghelaan - Dampoortlaan) paar (west);0;0;0;;18;51.2175886002563,51.2175886002563;3.23853312415042,3.23853312415042;12/08/2016
0;3001;300103;17;Baron Joseph Ryelandtstraat ( Dujardinstraat- Lauwerstraat) onpaar ( west);15;0;17;;16;51.2159533143885,51.2159533143885,51.2159533143885;3.21001130886984,3.21001130886984,3.21001130886984;12/08/2016
0;3010;3010;0;;0;0;0;;16;51.2145926123748,51.2145926123748;3.21449369454938,3.21449369454938;12/08/2016
0;3032;303203;0;Houtkaai ( Karel de Stoutelaan- Davidstraat) paar (zuid);0;0;0;;16;51.2173061363261,51.2173061363261,51.2173061363261,51.2173061363261;3.20486272450136,3.20486272450136,3.20486272450136,3.20486272450136;12/08/2016
0;4077;4077;0;;0;0;0;;15;51.2060783063005,51.2060783063005;3.20985065571224,3.20985065571224;12/08/2016
0;0; 698802;0;R30 ( Kruispoort- Damse Vaart) (west);0;0;0;;18;51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392,51.2132300696392;3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723,3.24034168821723;12/08/2016
0;3080;308003;24;Leopold I laan ( Scheepsdalelaan- Kroonstraat) paar (west);20;0;24;;16;51.2166967925958,51.2166967925958,51.2166967925958,51.2166967925958,51.2166967925958,51.2166967925958;3.20984153676241,3.20984153676241,3.20984153676241,3.20984153676241,3.20984153676241,3.20984153676241;12/08/2016
0;3042;304203;24;Karel de Stoutelaan (Leopold I laan- Van Malestraat) onpaar ( zuid);21;0;24;;16;51.2132756232463,51.2132756232463,51.2132756232463;3.20780836790174,3.20780836790174,3.20780836790174;12/08/2016
0;4113;4113;0;;0;0;0;;15;51.2100437189297,51.2100437189297,51.2100437189297,51.2100437189297,51.2100437189297,51.2100437189297,51.2100437189297;3.20994958018113,3.20994958018113,3.20994958018113,3.20994958018113,3.20994958018113,3.20994958018113,3.20994958018113;12/08/2016
0;1086;108607;0;Vrijheidsstraat garages;0;0;0;;19;51.1962328749367,51.1962328749367,51.1962328749367,51.1962328749367,51.1962328749367,51.1962328749367;3.23364616556086,3.23364616556086,3.23364616556086,3.23364616556086,3.23364616556086,3.23364616556086;12/08/2016
0;5009;500905;5;Dudzeelse Steenweg (Koetelwijk - Graaf de Mûelenaerelaan) paar (oost);3;0;5;;17;51.2244810308362,51.2244810308362;3.22883224443093,3.22883224443093;12/08/2016
0;1087;108703;11;Wagnerstraat (Weidestraat - Jan van Ruusbroecstraat) onpaar (oost);7;0;11;;19;51.1994083660454,51.1994083660454,51.1994083660454;3.23560343716272,3.23560343716272,3.23560343716272;12/08/2016
