Id;Straatnaam;Wegbeheer;latWGS84;loWGS84;Aangemaakt op
4;Maalse Steenweg;Gewest;51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249,51.2072732812249;3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047,3.29443913148047;15/09/2016
50;Stationsweg;Stad;51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378,51.2677688988378;3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405,3.19522340421405;15/09/2016
35;Fort Lapin;Gewest;51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432,51.2218106953432;3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476,3.23421963293476;15/09/2016
10;Heidelbergstraat;Gewest;51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616,51.1697719557616;3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505,3.21420048293505;15/09/2016
20;Kolvestraat;Stad;51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877,51.2419631504877;3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106,3.19854064234106;15/09/2016
33;Buiten de Kruispoort;Gewest;51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763,51.2126145207763;3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254,3.24068499038254;15/09/2016
