ZONE;FRACTIE;DATUM;HOEVEELHEI;id;area;perim;sector;latWGS84;loWGS84;Aangemaakt op
sector 5;PK;20180528;0;5;14071494.228935999795794;17076.677483999999822;sector 5;51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814;3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216;22/10/2018
sector 4;PK;20180507;0;4;65390528.094190001487732;35809.450250000001688;sector 4;51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364;3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463;22/10/2018
sector 3;PK;20180521;46.7;3;14568882.311341000720859;14320.006692999999359;sector 3;51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919;3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128;22/10/2018
sector 5;GN;20180525;0;5;14071494.228935999795794;17076.677483999999822;sector 5;51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814;3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216;22/10/2018
sector 4;PK;20180525;0;4;65390528.094190001487732;35809.450250000001688;sector 4;51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364;3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463;22/10/2018
sector 9;RF;20180510;0;9;1465261.789596999995410;7640.365179999999782;sector 9;51.323002987418974,51.323002987418974,51.323002987418974,51.323002987418974,51.323002987418974,51.323002987418974,51.323002987418974;3.1602791536497583,3.1602791536497583,3.1602791536497583,3.1602791536497583,3.1602791536497583,3.1602791536497583,3.1602791536497583;22/10/2018
sector 2;PMD;20180509;0;2;6480903.849452000111341;10124.473470000000816;sector 2;51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635,51.179471931652635;3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446,3.2728382955422446;22/10/2018
sector 4;PMD;20180523;0;4;65390528.094190001487732;35809.450250000001688;sector 4;51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364,51.22179367395364;3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463,3.2339136410421463;22/10/2018
sector 3;PK;20180529;0;3;14568882.311341000720859;14320.006692999999359;sector 3;51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919;3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128;22/10/2018
sector 5;RF;20180509;0;5;14071494.228935999795794;17076.677483999999822;sector 5;51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814;3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216;22/10/2018
sector 5;PMD;20180503;0;5;14071494.228935999795794;17076.677483999999822;sector 5;51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814;3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216;22/10/2018
