ZONE;FRACTIE;DATUM;HOEVEELHEI;id;area;perim;sector;latWGS84;loWGS84;Aangemaakt op
sector 8;RF;20180515;0;8;26529886.284102000296116;21876.775862999998935;sector 8;51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207;3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694;22/10/2018
sector 8;PK;20180531;0;8;26529886.284102000296116;21876.775862999998935;sector 8;51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207;3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694;22/10/2018
sector 5;PK;20180522;0;5;14071494.228935999795794;17076.677483999999822;sector 5;51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814;3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216;22/10/2018
sector 1;PMD;20180502;0;1;4057097.426909000147134;7715.126492999999755;sector 1;51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251;3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136;22/10/2018
sector 3;RF;20180522;0;3;14568882.311341000720859;14320.006692999999359;sector 3;51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919;3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128;22/10/2018
sector 8;GN;20180525;0;8;26529886.284102000296116;21876.775862999998935;sector 8;51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207;3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694;22/10/2018
sector 5;PMD;20180522;0;5;14071494.228935999795794;17076.677483999999822;sector 5;51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814;3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216;22/10/2018
sector 5;PMD;20180504;0;5;14071494.228935999795794;17076.677483999999822;sector 5;51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814;3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216;22/10/2018
sector 5;GN;20180511;0;5;14071494.228935999795794;17076.677483999999822;sector 5;51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814;3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216;22/10/2018
sector 1;RF;20180518;0;1;4057097.426909000147134;7715.126492999999755;sector 1;51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251,51.19496783029251;3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136,3.2202639702430136;22/10/2018
sector 3;PK;20180524;0;3;14568882.311341000720859;14320.006692999999359;sector 3;51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919,51.19250375624919;3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128,3.2713523173972128;22/10/2018
sector 8;GN;20180529;18.3;8;26529886.284102000296116;21876.775862999998935;sector 8;51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207;3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694;22/10/2018
sector 8;GN;20180507;0;8;26529886.284102000296116;21876.775862999998935;sector 8;51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207,51.21100580903207;3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694,3.212100737182694;22/10/2018
sector 5;RF;20180524;0;5;14071494.228935999795794;17076.677483999999822;sector 5;51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814,51.15840925941814;3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216,3.1431919921277216;22/10/2018
