Functie;Objectnaam;HMpunt;KadeNR;Naam_locatie;Naam_waterweg;LatWGS84;LoWGS84;latWGS84;loWGS84;Aangemaakt op
Seinlichten - Doorgang brug;Seinlicht Zwankendamme Brug O;-99,9;;Zeebrugge;Verbindingsdok;51,3111560;3,206508;51.3111560005059;3.20650800098672;06/07/2016
Ligplaats zonder overslag;Ligplaats 607;-99,9;607;Zeebrugge;Pierre Vandammesluis - CDNB;51,3411710;3,212650;51.3411710002121;3.21265000101099;06/07/2016
Km-punt op as waterweg;Pierre Vandammesluis - CDNB km 1.6;1,6;;Zeebrugge;Pierre Vandammesluis - CDNB;51,3445380;3,209790;51.3445379996502;3.20978999903049;06/07/2016
Ligplaats met overslag;Ligplaats 924;-99,9;924;Brugge;Klein Handelsdok;51,2280840;3,224638;51.2280839997419;3.22463799900326;06/07/2016
Ligplaats met overslag;Ligplaats 927;-99,9;927;Brugge;Kanaal Brugge-Zeebrugge;51,2283660;3,222556;51.2283660002464;3.22255600007153;06/07/2016
Km-punt op as waterweg;Visartsluis - CDNB km 15.5;15,5;;Zeebrugge;Visartsluis - CDNB;51,3571460;3,199875;51.3571459992828;3.19987499923296;06/07/2016
Km-punt op as waterweg;Verbindingsdok km 2.3;2,3;;Zeebrugge;Verbindingsdok;51,3238090;3,222258;51.3238090002398;3.22225799984877;06/07/2016
Km-punt op as waterweg;Albert II dok km 0.1;0,1;;Zeebrugge;Albert II dok;51,3450520;3,178496;51.3450519999315;3.17849599982476;06/07/2016
Km-punt op as waterweg;Wielingendok km 1.7;1,7;;Zeebrugge;Wielingendok;51,3576880;3,195717;51.3576879996971;3.19571699946564;06/07/2016
Km-punt op as waterweg;Geul West - ZP1 km 2.2;2,2;;Zeebrugge;Geul West - ZP1;51,3487450;3,206671;51.3487449999551;3.20667100032911;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 94;9,4;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,3056610;3,203810;51.3056609993113;3.20381000068436;06/07/2016
Terminal;Sagrex ligplaats 912;-99,9;;Brugge;Kanaal Brugge-Zeebrugge;51,2456450;3,219932;51.2456449998091;3.21993199892003;06/07/2016
Dok;Nijverheidsdok;-99,9;;Brugge;Nijverheidsdok;51,2291710;3,217060;51.2291710001302;3.21706000066892;06/07/2016
Ligplaats zonder overslag;Ligplaats 526;-99,9;526;Zeebrugge;Zuidelijk Insteekdok;51,3068850;3,232848;51.3068849999011;3.23284800003122;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 31;3,1;;Brugge;Kanaal Brugge-Zeebrugge;51,2497430;3,217737;51.2497429999628;3.21773700106805;06/07/2016
Km-punt op as waterweg;Geul West - ZP1 km 1.7;1,7;;Zeebrugge;Geul West - ZP1;51,3458790;3,201144;51.3458790001316;3.2011440001217;06/07/2016
Km-punt op as waterweg;Wielingendok km 0.5;0,5;;Zeebrugge;Wielingendok;51,3562900;3,179588;51.3562900004147;3.1795880000469;06/07/2016
Ligplaats met overslag;Ligplaats 105;-99,9;105;Zeebrugge;Geul West - ZP1;51,3428750;3,191949;51.342874999645;3.19194899879467;06/07/2016
Seinlichten - Sluis;Ingangslichten Pierre Vandammesluis NW;-99,9;;Zeebrugge;Pierre Vandammesluis - CDNB;51,3364800;3,214446;51.3364800000271;3.21444600119675;06/07/2016
Km-punt op as waterweg;Hermespier km 0.1;0,1;;Zeebrugge;Hermespier;51,3415750;3,217055;51.3415750000679;3.21705500019693;06/07/2016
Brugzone;Spoorwegbrug;-99,9;;Dudzele;Kanaal Brugge-Zeebrugge;51,2744300;3,212054;51.2744299997631;3.2120539994981;06/07/2016
Km-punt op as waterweg;Verbindingsdok km 1;1,0;;Zeebrugge;Verbindingsdok;51,3144980;3,215648;51.3144979998723;3.21564799978315;06/07/2016
Ligplaats met overslag;Ligplaats 107;-99,9;107;Zeebrugge;Geul West - ZP1;51,3398060;3,188113;51.3398060000443;3.1881130003423;06/07/2016
Km-punt op as waterweg;Visartsluis - CDNB km 13.6;13,6;;Zeebrugge;Visartsluis - CDNB;51,3421960;3,201047;51.342195999989;3.20104699977433;06/07/2016
Km-punt op as waterweg;Nijverheidsdok km 0.1;0,1;;Brugge;Nijverheidsdok;51,2265100;3,217751;51.2265099993858;3.21775100125539;06/07/2016
Km-punt op as waterweg;Oud Ferrydok km 0.1;0,1;;Zeebrugge;Oud Ferrydok;51,3176110;3,196225;51.3176109993316;3.19622499935222;06/07/2016
Terminal;C.ro Ports (Brittanniadok) ligplaats 612;-99,9;;Zeebrugge;Brittaniadok;51,3404070;3,221559;51.3404069996703;3.22155900089242;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 6;0,6;;Brugge;Kanaal Brugge-Zeebrugge;51,2274680;3,222206;51.2274680006461;3.22220599927905;06/07/2016
Km-punt op as waterweg;Albert II dok km 0.2;0,2;;Zeebrugge;Albert II dok;51,3456130;3,179617;51.3456129995682;3.17961700029341;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 66;6,7;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,2808110;3,210163;51.2808109998075;3.21016300076382;06/07/2016
Ligplaats met overslag;Ligplaats 921;-99,9;921;Brugge;Klein Handelsdok;51,2306690;3,225025;51.2306689993812;3.22502499902379;06/07/2016
Seinlichten - Haventoegang en vertrek;Seinlicht Oude kop;-99,9;;Zeebrugge;Visartsluis - CDNB;51,3476280;3,202997;51.3476280003335;3.20299700070763;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 97;9,7;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,3083240;3,203135;51.3083240002874;3.20313499968143;06/07/2016
Km-punt op as waterweg;Geul West - ZP1 km 0.2;0,2;;Zeebrugge;Geul West - ZP1;51,3354720;3,188060;51.3354719994878;3.18805999957301;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 95;9,5;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,3065490;3,203584;51.3065490004018;3.20358399932343;06/07/2016
Brugzone;Pierre Vandammesluis Brug Zuid;-99,9;;Zeebrugge;Pierre Vandammesluis - CDNB;51,3313090;3,219503;51.3313090006384;3.21950300035799;06/07/2016
Seinlichten - Doorgang brug;Seinlichten Herdersbrug ZW;-99,9;;Dudzele;Kanaal Brugge-Zeebrugge;51,2697350;3,212747;51.2697349996843;3.21274700100541;06/07/2016
Ligplaats met overslag;Ligplaats 511;-99,9;511;Zeebrugge;Zuidelijk Insteekdok;51,3041030;3,229327;51.3041030000589;3.22932700027754;06/07/2016
Ligplaats met overslag;Ligplaats 508;-99,9;508;Zeebrugge;Zuidelijk Insteekdok;51,3097360;3,224774;51.3097359997829;3.2247740002614;06/07/2016
Km-punt op as waterweg;Geul West - ZP1 km 2.1;2,1;;Zeebrugge;Geul West - ZP1;51,3481720;3,205565;51.3481720002106;3.20556500063915;06/07/2016
Ligplaats zonder overslag;Ligplaats 973;-99,9;973;Brugge;Kanaal Brugge-Zeebrugge;51,2676920;3,212498;51.2676920004466;3.21249800113288;06/07/2016
Km-punt op as waterweg;LNG km 0.2;0,2;;Zeebrugge;LNG;51,3530410;3,213714;51.3530409994432;3.21371399881561;06/07/2016
Ligplaats zonder overslag;Ligplaats 910;-99,9;910;Brugge;Kanaal Brugge-Zeebrugge;51,2492740;3,218639;51.2492740004175;3.21863900004551;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 70;7,0;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,2843610;3,209260;51.2843610000592;3.20926000071349;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 28;2,8;;Brugge;Kanaal Brugge-Zeebrugge;51,2470800;3,218421;51.2470800003655;3.21842100092057;06/07/2016
Km-punt op as waterweg;Prins Filipsdok km 0.1;0,1;;Zeebrugge;Prins Filipsdok;51,3209910;3,192916;51.3209910000406;3.19291600078176;06/07/2016
Km-punt op as waterweg;Klein Handelsdok km 0.1;0,1;;Brugge;Klein Handelsdok;51,2287940;3,224847;51.2287940006352;3.22484699909783;06/07/2016
Km-punt op as waterweg;Hermespier km 0.3;0,3;;Zeebrugge;Hermespier;51,3426690;3,214777;51.3426690000871;3.2147769994464;06/07/2016
Brugzone;Zwankendamme Brug;-99,9;;Zeebrugge;Verbindingsdok;51,3110120;3,205873;51.3110119994752;3.20587299982631;06/07/2016
Km-punt op as waterweg;Wielingendok km 0.3;0,3;;Zeebrugge;Wielingendok;51,3550970;3,177441;51.3550969997732;3.17744099973357;06/07/2016
Seinlichten - Doorgang brug;Seinlichten Herdersbrug NW;-99,9;;Dudzele;Kanaal Brugge-Zeebrugge;51,2699090;3,212703;51.2699090000204;3.21270299963526;06/07/2016
Km-punt op as waterweg;Albert II dok km 1.3;1,3;;Zeebrugge;Albert II dok;51,3517840;3,191952;51.3517840006882;3.1919519996911;06/07/2016
Km-punt op as waterweg;Wielingendok km 0.6;0,6;;Zeebrugge;Wielingendok;51,3568870;3,180661;51.356887000439;3.18066100087061;06/07/2016
Terminal;Oiltank Terminal Brugge;-99,9;;Brugge;Kanaal Brugge-Zeebrugge;51,2502040;3,218644;51.2502039994493;3.21864400003671;06/07/2016
Ligplaats zonder overslag;Ligplaats 519;-99,9;519;Zeebrugge;Zuidelijk Insteekdok;51,2943510;3,241646;51.2943509997582;3.24164599956934;06/07/2016
Terminal;Terminals Euroservices;-99,9;;Zeebrugge;Geul West - ZP1;51,3458150;3,198131;51.3458149994529;3.19813100099745;06/07/2016
Km-punt op as waterweg;Geul West - ZP1 km 0.1;0,1;;Zeebrugge;Geul West - ZP1;51,3346580;3,187453;51.3346579995595;3.18745300077843;06/07/2016
Ligplaats zonder overslag;Ligplaats 970;-99,9;970;Brugge;Kanaal Brugge-Zeebrugge;51,2617780;3,214018;51.2617779995852;3.21401799897168;06/07/2016
Ligplaats zonder overslag;Ligplaats 962;-99,9;962;Brugge;Kanaal Brugge-Zeebrugge;51,2460250;3,218019;51.2460250002875;3.21801900045411;06/07/2016
Terminal;Gassco;-99,9;;Zeebrugge;Zuidelijk Insteekdok;51,3066680;3,240840;51.3066680001686;3.24083999942569;06/07/2016
Km-punt op as waterweg;Zuidelijk Insteekdok km 0.1;0,1;;Zeebrugge;Zuidelijk Insteekdok;51,2944870;3,239847;51.2944870000962;3.23984699954585;06/07/2016
Seinlichten - Doorgang brug;Seinlichten spoorwegbrug: 1ste NO;-99,9;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,2746290;3,212653;51.2746289999912;3.21265299945319;06/07/2016
Km-punt op as waterweg;Geul West - ZP1 km 1.2;1,2;;Zeebrugge;Geul West - ZP1;51,3430130;3,195617;51.3430129999237;3.19561699951018;06/07/2016
Ligplaats met overslag;Ligplaats 442Z;-99,9;442Z;Zeebrugge;Kanaal Brugge-Zeebrugge;51,3221670;3,201957;51.3221669995667;3.20195699917679;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 53;5,3;;Brugge;Kanaal Brugge-Zeebrugge;51,2692850;3,213072;51.2692850001035;3.21307200018948;06/07/2016
Km-punt op as waterweg;Pierre Vandammesluis - CDNB km 1.8;1,8;;Zeebrugge;Pierre Vandammesluis - CDNB;51,3462070;3,208722;51.3462070005071;3.20872199903585;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 84;8,4;;Lissewege;Kanaal Brugge-Zeebrugge;51,2967870;3,206089;51.2967869999624;3.2060890011967;06/07/2016
Ligplaats met overslag;Ligplaats 967;-99,9;967;Brugge;Kanaal Brugge-Zeebrugge;51,2558490;3,215518;51.2558489998522;3.21551799968764;06/07/2016
Km-punt op as waterweg;Zuidelijk Insteekdok km 0.7;0,7;;Zeebrugge;Zuidelijk Insteekdok;51,2993100;3,235999;51.2993099998313;3.23599900079476;06/07/2016
Km-punt op as waterweg;Visartsluis - CDNB km 13.1;13,1;;Zeebrugge;Visartsluis - CDNB;51,3382650;3,197569;51.3382650002829;3.19756899906702;06/07/2016
Havengebied;Havengebied 1;-99,9;;Zeebrugge;Albert II dok;51,3491440;3,185063;51.3491440003218;3.18506299962376;06/07/2016
Ligplaats zonder overslag;Ligplaats 961;-99,9;961;Brugge;Kanaal Brugge-Zeebrugge;51,2440810;3,218503;51.2440809995968;3.21850300057476;06/07/2016
Seinlichten - Haventoegang en vertrek;Seinlicht Verkeerscentrum Zeebrugge;-99,9;;Zeebrugge;Geul West - ZP1;51,3450310;3,195612;51.3450310006914;3.19561199881131;06/07/2016
Seinlichten - Doorgang brug;Seinlichten spoorwegbrug: ZO;-99,9;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,2743310;3,212346;51.2743310004211;3.21234600094915;06/07/2016
Terminal;APM Terminals;-99,9;;Zeebrugge;Albert II dok;51,3474170;3,189750;51.3474169999922;3.18974999983046;06/07/2016
Ligplaats zonder overslag;Ligplaats 516;-99,9;516;Zeebrugge;Zuidelijk Insteekdok;51,2938790;3,237586;51.2938789998178;3.23758600000196;06/07/2016
Km-punt op as waterweg;Albert II dok km 0.4;0,4;;Zeebrugge;Albert II dok;51,3467350;3,181860;51.3467350002558;3.18185999872874;06/07/2016
Km-punt op as waterweg;Brittaniadok km 0.2;0,2;;Zeebrugge;Brittaniadok;51,3439510;3,220830;51.3439510001588;3.22083000010976;06/07/2016
Km-punt op as waterweg;Geul West - ZP1 km 1.4;1,4;;Zeebrugge;Geul West - ZP1;51,3441590;3,197828;51.3441590006446;3.1978279999128;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 68;6,9;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,2825870;3,209716;51.2825870003177;3.20971600029654;06/07/2016
Ligplaats zonder overslag;Ligplaats 966;-99,9;966;Brugge;Kanaal Brugge-Zeebrugge;51,2539000;3,215992;51.2539000001243;3.21599199920694;06/07/2016
Km-punt op as waterweg;LNG km 0.6;0,6;;Zeebrugge;LNG;51,3495330;3,214967;51.3495330004855;3.21496699895134;06/07/2016
Havengebied;Havengebied 7;-99,9;;Zeebrugge;Visartsluis - CDNB;51,3398120;3,205674;51.3398120004994;3.20567399874288;06/07/2016
Seinlichten - Sluis;Uitgangslichten Visartsluis NW;-99,9;;Zeebrugge;Visartsluis - CDNB;51,3283840;3,197832;51.3283840004431;3.19783199966075;06/07/2016
Dok;Albert II-dok;-99,9;;Zeebrugge;Albert II dok;51,3485650;3,187507;51.3485650004933;3.18750700007306;06/07/2016
Km-punt op as waterweg;Nijverheidsdok km 1;1,0;;Brugge;Nijverheidsdok;51,2339920;3,219223;51.2339920005793;3.21922300024233;06/07/2016
Ligplaats zonder overslag;Ligplaats 908;-99,9;908;Brugge;Kanaal Brugge-Zeebrugge;51,2538860;3,217485;51.2538860001191;3.21748499897857;06/07/2016
Ligplaats zonder overslag;Ligplaats 528;-99,9;528;Zeebrugge;Zuidelijk Insteekdok;51,3091560;3,230148;51.3091560005076;3.23014800003217;06/07/2016
Km-punt op as waterweg;Albert II dok km 0.9;0,9;;Zeebrugge;Albert II dok;51,3495400;3,187467;51.3495400006244;3.18746700052176;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 48;4,8;;Brugge;Kanaal Brugge-Zeebrugge;51,2648310;3,213893;51.2648310003943;3.21389299929895;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 57;5,7;;Dudzele;Kanaal Brugge-Zeebrugge;51,2728440;3,212294;51.2728439993084;3.21229399895054;06/07/2016
Ligplaats met overslag;Ligplaats 521;-99,9;521;Zeebrugge;Zuidelijk Insteekdok;51,2975120;3,240476;51.297512000667;3.24047600024375;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 51;5,1;;Brugge;Kanaal Brugge-Zeebrugge;51,2674950;3,213235;51.267495000278;3.21323500007826;06/07/2016
Km-punt op as waterweg;Visartsluis - CDNB km 15;15,0;;Zeebrugge;Visartsluis - CDNB;51,3533000;3,203487;51.353299999331;3.20348699979066;06/07/2016
Km-punt op as waterweg;Visartsluis - CDNB km 16.2;16,2;;Zeebrugge;Visartsluis - CDNB;51,3616420;3,192845;51.3616420005434;3.19284499937985;06/07/2016
Km-punt op as waterweg;Albert II dok km 0.7;0,7;;Zeebrugge;Albert II dok;51,3484180;3,185224;51.3484179992943;3.18522399921588;06/07/2016
Km-punt op as waterweg;Verbindingsdok km 2.5;2,5;;Zeebrugge;Verbindingsdok;51,3256070;3,222275;51.325607000655;3.22227499873368;06/07/2016
Km-punt op as waterweg;Visartsluis - CDNB km 11.8;11,8;;Zeebrugge;Visartsluis - CDNB;51,3269620;3,198394;51.3269619999149;3.19839399973375;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 25;2,5;;Brugge;Kanaal Brugge-Zeebrugge;51,2444170;3,219094;51.2444170000829;3.2190940011876;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 98;9,8;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,3092120;3,202907;51.3092119998296;3.20290699954025;06/07/2016
Km-punt op as waterweg;Noordelijk Insteekdok km 0.4;0,4;;Zeebrugge;Noordelijk Insteekdok;51,3214960;3,212696;51.3214960005726;3.21269600003458;06/07/2016
Ligplaats met overslag;Ligplaats 402;-99,9;402;Zeebrugge;Noordelijk Insteekdok;51,3185180;3,215788;51.3185180000587;3.2157879996233;06/07/2016
Km-punt op as waterweg;Oud Ferrydok km 0.5;0,5;;Zeebrugge;Oud Ferrydok;51,3204880;3,199665;51.320487999514;3.19966500102115;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 112;11,2;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,3216330;3,199696;51.3216330004803;3.19969600061796;06/07/2016
Ligplaats zonder overslag;Ligplaats 309;-99,9;309;Zeebrugge;Oud Ferrydok;51,3196200;3,197729;51.3196199996035;3.19772900032308;06/07/2016
Km-punt op as waterweg;Brittaniadok km 0.8;0,8;;Zeebrugge;Brittaniadok;51,3439640;3,212954;51.3439640005921;3.21295399895056;06/07/2016
Ligplaats zonder overslag;Ligplaats 948;-99,9;948;Brugge;Nijverheidsdok;51,2324840;3,218119;51.2324839994191;3.21811899941238;06/07/2016
Km-punt op as waterweg;Visartsluis - CDNB km 14.4;14,4;;Zeebrugge;Visartsluis - CDNB;51,3484850;3,206613;51.3484850001161;3.20661300027065;06/07/2016
Km-punt op as waterweg;Pierre Vandammesluis - CDNB km 2.0;2,0;;Zeebrugge;Pierre Vandammesluis - CDNB;51,3478750;3,207653;51.3478750006272;3.20765299927733;06/07/2016
Km-punt op as waterweg;Visartsluis - CDNB km 12.1;12,1;;Zeebrugge;Visartsluis - CDNB;51,3296240;3,197707;51.3296239995422;3.197707001119;06/07/2016
Ligplaats zonder overslag;Ligplaats 918;-99,9;918;Brugge;Kanaal Brugge-Zeebrugge;51,2344890;3,222420;51.2344889994686;3.22242000041171;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 59;5,9;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,2746290;3,212017;51.2746290006411;3.21201699945862;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 90;9,0;;Lissewege;Kanaal Brugge-Zeebrugge;51,3021110;3,204720;51.3021110002261;3.2047199987921;06/07/2016
Havengebied;Havengebied 6;-99,9;;Zeebrugge;LNG;51,3523810;3,216301;51.3523809995276;3.2163009990991;06/07/2016
Ligplaats met overslag;Ligplaats 120;-99,9;120;Zeebrugge;Albert II dok;51,3492650;3,191595;51.3492649995309;3.19159500092866;06/07/2016
Km-punt op as waterweg;Wielingendok km 1.8;1,8;;Zeebrugge;Wielingendok;51,3576450;3,197151;51.3576449994377;3.19715099992965;06/07/2016
Ligplaats zonder overslag;Ligplaats 957;-99,9;957;Brugge;Nijverheidsdok;51,2353750;3,219861;51.2353749997515;3.21986100068595;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 100;10,0;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,3109860;3,202445;51.3109860004834;3.20244499969965;06/07/2016
Km-punt op as waterweg;Zuidelijk Insteekdok km 2.1;2,1;;Zeebrugge;Zuidelijk Insteekdok;51,3105650;3,227021;51.3105649994275;3.22702099918831;06/07/2016
Seinlichten - Sluis;Ingangslichten Pierre Vandammesluis ZW;-99,9;;Zeebrugge;Pierre Vandammesluis - CDNB;51,3314450;3,219924;51.3314450004788;3.21992399953471;06/07/2016
Km-punt op as waterweg;Nijverheidsdok km 1.2;1,2;;Brugge;Nijverheidsdok;51,2354240;3,220954;51.2354240004149;3.22095399942778;06/07/2016
Terminal;Verbrugge Terminals;-99,9;;Zeebrugge;Albert II dok;51,3443880;3,177020;51.3443879995072;3.17701999969388;06/07/2016
Ligplaats met overslag;Ligplaats 405;-99,9;405;Zeebrugge;Noordelijk Insteekdok;51,3242270;3,212921;51.3242270000989;3.21292099954394;06/07/2016
Km-punt op as waterweg;Albert II dok km 1.2;1,2;;Zeebrugge;Albert II dok;51,3512230;3,190831;51.3512229998928;3.19083100021822;06/07/2016
Ligplaats zonder overslag;Ligplaats 909;-99,9;909;Brugge;Kanaal Brugge-Zeebrugge;51,2511180;3,218184;51.2511180004119;3.2181839995171;06/07/2016
Km-punt op as waterweg;Verbindingsdok km 2.4;2,4;;Zeebrugge;Verbindingsdok;51,3247080;3,222267;51.3247079997171;3.22226700082541;06/07/2016
Ligplaats zonder overslag;Ligplaats 518;-99,9;518;Zeebrugge;Zuidelijk Insteekdok;51,2938950;3,240441;51.2938949994563;3.24044099893736;06/07/2016
Ligplaats zonder overslag;Ligplaats 701;-99,9;701;Zeebrugge;Visartsluis - CDNB;51,3408220;3,203896;51.3408220006459;3.20389599943968;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 5;0,5;;Brugge;Kanaal Brugge-Zeebrugge;51,2265810;3,222433;51.2265809994685;3.22243300006153;06/07/2016
Havengebied;Havengebied 2;-99,9;;Zeebrugge;Visartsluis - CDNB;51,3353540;3,193250;51.3353540004022;3.19324999988142;06/07/2016
Seinlichten - Sluis;Uitgangslichten Pierre Vandammesluis ZW;-99,9;;Zeebrugge;Pierre Vandammesluis - CDNB;51,3314710;3,218832;51.3314709997339;3.21883199895372;06/07/2016
Km-punt op as waterweg;Albert II dok km 2;2,0;;Zeebrugge;Albert II dok;51,3557110;3,199803;51.3557109994292;3.199803000262;06/07/2016
Ligplaats zonder overslag;Ligplaats 313;-99,9;313;Zeebrugge;Kanaal Brugge-Zeebrugge;51,3154330;3,200846;51.3154330004047;3.20084599909761;06/07/2016
Km-punt op as waterweg;Albert II dok km 0.8;0,8;;Zeebrugge;Albert II dok;51,3489790;3,186345;51.3489790004817;3.18634499980659;06/07/2016
Km-punt op as waterweg;Verbindingsdok km 0.9;0,9;;Zeebrugge;Verbindingsdok;51,3141540;3,214323;51.3141539999958;3.21432300061284;06/07/2016
Terminal;Klasmann Deilmann Belgie;-99,9;;Brugge;Kanaal Brugge-Zeebrugge;51,2260740;3,221204;51.2260740002419;3.22120400024438;06/07/2016
Terminal;Meta Paint Snauwaert;-99,9;;Brugge;Klein Handelsdok;51,2297530;3,226502;51.2297530000309;3.22650200023179;06/07/2016
Ligplaats met overslag;Ligplaats 608;-99,9;608;Zeebrugge;Hermespier;51,3412650;3,212992;51.3412650001879;3.21299199968402;06/07/2016
Ligplaats met overslag;Ligplaats 944;-99,9;944;Brugge;Kanaal Brugge-Zeebrugge;51,2277960;3,221659;51.227795999698;3.22165900114632;06/07/2016
Km-punt op as waterweg;Zuidelijk Insteekdok km 2.3;2,3;;Zeebrugge;Zuidelijk Insteekdok;51,3121720;3,225738;51.3121719997451;3.22573799984001;06/07/2016
Km-punt op as waterweg;LNG km 0.1;0,1;;Zeebrugge;LNG;51,3539180;3,213401;51.353917999377;3.21340100009818;06/07/2016
Ligplaats met overslag;Ligplaats 912;-99,9;912;Brugge;Kanaal Brugge-Zeebrugge;51,2458910;3,219511;51.2458910002303;3.21951100036089;06/07/2016
Brug;Pierre Vandammusluis: Brug ZO;-99,9;;Zeebrugge;Pierre Vandammesluis - CDNB;51,3313620;3,219452;51.3313620006249;3.21945200064104;06/07/2016
Km-punt op as waterweg;Verbindingsdok km 2.2;2,2;;Zeebrugge;Verbindingsdok;51,3229110;3,222250;51.3229109996236;3.2222500008413;06/07/2016
Ligplaats zonder overslag;Ligplaats 203;-99,9;203;Zeebrugge;Geul West - ZP1;51,3393300;3,192291;51.3393299993716;3.19229099897524;06/07/2016
Km-punt op as waterweg;Verbindingsdok km 0.3;0,3;;Zeebrugge;Verbindingsdok;51,3120920;3,206371;51.3120920005656;3.20637099923502;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 23;2,3;;Brugge;Kanaal Brugge-Zeebrugge;51,2426420;3,219542;51.2426420005532;3.2195420009486;06/07/2016
Terminal;C.ro Ports Minerva plein Pierre Vandammesluis;-99,9;;Zeebrugge;Pierre Vandammesluis - CDNB;51,3354940;3,222608;51.3354939998304;3.2226079988973;06/07/2016
Km-punt op as waterweg;Geul West - ZP1 km 0.8;0,8;;Zeebrugge;Geul West - ZP1;51,3403580;3,191705;51.3403579998731;3.19170499982928;06/07/2016
Km-punt op as waterweg;Brittaniadok km 1.4;1,4;;Zeebrugge;Brittaniadok;51,3482670;3,207765;51.3482669996708;3.20776499909929;06/07/2016
Ligplaats zonder overslag;Ligplaats 308;-99,9;308;Zeebrugge;Prins Filipsdok;51,3218390;3,196612;51.3218390006227;3.19661199970644;06/07/2016
Km-punt op as waterweg;Pierre Vandammesluis - CDNB km 0.4;0,4;;Zeebrugge;Pierre Vandammesluis - CDNB;51,3346380;3,216574;51.3346380005507;3.21657399908296;06/07/2016
Km-punt op as waterweg;Geul West - ZP1 km 1.1;1,1;;Zeebrugge;Geul West - ZP1;51,3424390;3,194512;51.3424389996509;3.19451200064736;06/07/2016
Ligplaats met overslag;Ligplaats 205;-99,9;205;Zeebrugge;Visartsluis - CDNB;51,3383080;3,195096;51.3383080006391;3.19509599950316;06/07/2016
Dok;Prins Filipsdok;-99,9;;Zeebrugge;Prins Filipsdok;51,3221930;3,195048;51.3221930001176;3.19504799994778;06/07/2016
Ligplaats zonder overslag;Ligplaats 949;-99,9;949;Brugge;Nijverheidsdok;51,2304050;3,217333;51.2304050001291;3.21733300020243;06/07/2016
Km-punt op as waterweg;Oud Ferrydok km 0;0,0;;Zeebrugge;Oud Ferrydok;51,3168910;3,195365;51.316891000404;3.19536499921257;06/07/2016
Ligplaats met overslag;Ligplaats 616;-99,9;616;Zeebrugge;LNG;51,3520580;3,212469;51.3520579993166;3.21246900016729;06/07/2016
Ligplaats zonder overslag;Ligplaats 314;-99,9;314;Zeebrugge;Kanaal Brugge-Zeebrugge;51,3134570;3,201330;51.3134570004661;3.20133000101444;06/07/2016
Terminal;Van De Geuchte;-99,9;;Brugge;Klein Handelsdok;51,2273110;3,227286;51.2273109997046;3.22728600003756;06/07/2016
Terminal;Zeebrugge Food Logistics;-99,9;;Zeebrugge;Kanaal Brugge-Zeebrugge;51,3252650;3,204809;51.3252650001202;3.20480900090942;06/07/2016
Km-punt op as waterweg;Kanaal Brugge-Zeebrugge km 3;0,3;;Brugge;Kanaal Brugge-Zeebrugge;51,2248060;3,222885;51.2248060005691;3.22288500027598;06/07/2016
Km-punt op as waterweg;Zuidelijk Insteekdok km 2;2,0;;Zeebrugge;Zuidelijk Insteekdok;51,3097610;3,227662;51.3097610001527;3.22766199912638;06/07/2016
