AARD;DO_DOSSIERJ;DO_DOSSIERN;EL_ELEMENT_;EL_ELEMENT1;EL_ELEMENT2;EL_ELEMENT3;AF_PV_NUMME;FE_VOLGNUMM;FE_TYPE;FEITCODEGRO;FE_AARD;AVOC;AVOC_BET;AVOC_SUM_OB;AVOC_SUM_CA;NUMBER_DEAD;NUMBER_SERV;NUMBER_LIGH;NUMBER_NOT_;FE_DATUM_VA;FE_UUR_VAN;FE_DATUM_TO;FE_UUR_TOT;DATUM;YEAR;MONTH;WEEK_OF_YEA;DAY_OF_WEEK;WEEKEND;HOUR;HOUR_GROUP;DAY_NIGHT_S;DAY_NIGHT_P;FE_STRAAT;FE_HUISNUMM;FE_BUSNUMME;FE_POSTCODE;FE_GEMEENTE;FE_LAND;FE_KRUISPUN;FE_HM_PAAL;FE_LOKALE_P;FE_POGING;FE_ZWARE_OV;FE_MINDERJA;GEOCODETYPE;LOCATION;LOCATION_VA;EL_DATUM_CR;latWGS84;loWGS84;Aangemaakt op
PV;2013;20426;VO;2013;300554;Niet verzonden;BG.81.L1.300554/2013;2;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;0;20130306;1100;20130306;1100;20130306;2013;march;10;wednesday;0;1100;11;day;day;Markt;;;8000;BRUGGE;België;;;;;;;MultiNetStreetMatching;politiezone;;20130307;51.20861806346;3.22486770339098;28/06/2016
PV;2014;4039;VO;2014;300139;Verzonden;BG.81.L1.300139/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140115;0809;20140115;0809;20140115;2014;january;3;wednesday;0;0809;08;night;day;R30 Buitenring;;;8200;BRUGGE;België;Baron Ruzettelaan;;;;;;AnchorPoints;politiezone;;20140115;51.1989654418374;3.23057689921526;28/06/2016
PV;2015;50277;VO;2015;301218;Verzonden;BG.81.L1.301218/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20150610;1215;20150610;1215;20150610;2015;june;24;wednesday;0;1215;12;day;day;Veldstraat;;;8200;BRUGGE;België;Canadastraat;;;;;;AnchorPoints;politiezone;;20150610;51.1930283279945;3.21097324572171;28/06/2016
PV;2013;113411;VO;2013;302822;Verzonden;BG.81.L1.302822/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20131123;0857;20131123;0857;20131123;2013;november;47;saturday;1;0857;08;day;day;Moerkerkse Steenweg;234;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20131123;51.2141981056344;3.25413991096304;28/06/2016
PV;2015;103869;VO;2015;302377;Verzonden;BG.81.L1.302377/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20151116;0831;20151116;0831;20151116;2015;november;47;monday;0;0831;08;day;day;R30 Buitenring;;;8000;BRUGGE;België;Katelijnestraat;;;;;;AnchorPoints;politiezone;;20151116;51.1994001360033;3.23071017107918;28/06/2016
PV;2015;37712;VO;2015;300942;Verzonden;BG.81.L1.300942/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20150505;1935;20150505;1935;20150505;2015;may;19;tuesday;0;1935;19;day;day;Buiten Kruisvest;;;8000;BRUGGE;België;Damse Vaart-Zuid;;;;;;AnchorPoints;politiezone;;20150505;51.2215413048607;3.23471339845504;28/06/2016
PV;2013;76608;VO;2013;301916;Verzonden;BG.81.L1.301916/2013;1;Verkeersongeval;VO;Verkeersongeval met zwaargewonden;3;3;0;1;0;1;0;0;20130816;2003;20130816;2003;20130816;2013;august;33;friday;0;2003;20;day;day;Bommelbekestraat;18;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20130816;51.2321080314796;3.2323411785882;28/06/2016
PV;2014;9236;VO;2014;300251;Verzonden;BG.81.L1.300251/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140128;0810;20140128;0810;20140128;2014;january;5;tuesday;0;0810;08;night;day;Torhoutse Steenweg;;;8200;BRUGGE;België;Zeeweg;5.7;;;;;AnchorPoints;politiezone;;20140128;51.1692718451245;3.17466956920884;28/06/2016
PV;2014;110865;VO;2014;302527;Verzonden;BG.81.L1.302527/2014;1;Verkeersongeval;VO;Verkeersongeval met zwaargewonden;3;3;0;1;0;1;0;1;20141119;1052;20141119;1052;20141119;2014;november;47;wednesday;0;1052;10;day;day;Sint-Annarei;;;8000;BRUGGE;België;Blekersstraat;;;;;;AnchorPoints;politiezone;;20141119;51.2128444223967;3.22955383880001;28/06/2016
PV;2015;108731;VO;2015;302496;Verzonden;BG.81.L1.302496/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20151201;1225;20151201;1225;20151201;2015;december;49;tuesday;0;1225;12;day;day;Blankenbergse Steenweg;;;8000;BRUGGE;België;Tempelhof;;FK 62 BRUGSE OMMELAND - FIETSK;;;;AnchorPoints;politiezone;;20151201;51.2259789728391;3.20622432407977;28/06/2016
PV;2014;13877;VO;2014;300339;Verzonden;BG.85.L1.300339/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;0;20140209;0250;20140209;0250;20140209;2014;february;6;sunday;1;0250;02;night;night;Doornhut;82;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140209;51.2077690756912;3.26777367737519;28/06/2016
PV;2014;19333;VO;2014;300446;Verzonden;BG.81.L1.300446/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140224;1443;20140224;1443;20140224;2014;february;9;monday;0;1443;14;day;day;Pathoekeweg;41;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140224;51.2526739984197;3.21165991132481;28/06/2016
PV;2013;87862;VO;2013;302162;Verzonden;BG.81.L1.302162/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20130916;1500;20130916;1500;20130916;2013;september;38;monday;0;1500;15;day;day;Generaal Lemanlaan;147;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20130916;51.2012235577897;3.24384711393148;28/06/2016
PV;2015;19527;VO;2015;300524;Verzonden;BG.81.L1.300524/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20150309;1040;20150309;1040;20150309;2015;march;11;monday;0;1040;10;day;day;Havenrandweg-Zuid;;;8380;BRUGGE;België;;2.8;;;;;AnchorPoints;politiezone;;20150309;51.2801000773942;3.22467406266242;28/06/2016
PV;2015;48509;VO;2015;301177;Verzonden;BG.85.L1.301177/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20150605;1325;20150605;1325;20150605;2015;june;23;friday;0;1325;13;day;day;Fort Lapin;;;8000;BRUGGE;België;Noorweegse Kaai;;;;;;AnchorPoints;politiezone;;20150605;51.2218062638051;3.23418655467438;28/06/2016
PV;2013;32754;VO;2013;300846;Verzonden;BG.81.L1.300846/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20130413;0929;20130413;0929;20130413;2013;april;15;saturday;1;0929;09;day;day;Vaartdijkstraat;5;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20130413;51.1927449889489;3.22976402372836;28/06/2016
PV;2013;44770;VO;2013;301096;Verzonden;BG.81.L1.301096/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20130517;1655;20130517;1655;20130517;2013;may;20;friday;0;1655;16;day;day;Koning Albert I-laan (8200);;;8200;BRUGGE;België;Stationslaan;;;;;;AnchorPoints;politiezone;;20130517;51.1985871508391;3.21486187771995;28/06/2016
PV;2014;16469;VO;2014;300387;Verzonden;BG.81.L1.300387/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140215;1450;20140215;1450;20140215;2014;february;7;saturday;1;1450;14;day;day;Legeweg;39;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140215;51.204936144105;3.20760079368483;28/06/2016
PV;2013;74090;VO;2013;301848;Verzonden;BG.85.L1.301848/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20130809;0135;20130809;0135;20130809;2013;august;32;friday;0;0135;01;night;night;Komvest;62;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20130809;51.2209825223985;3.2271000710068;28/06/2016
PV;2014;119023;VO;2014;302735;Verzonden;BG.81.L1.302735/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20141212;1727;20141212;1727;20141212;2014;december;50;friday;0;1727;17;night;day;Baron Ruzettelaan;298;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20141212;51.1820128086697;3.2347073025804;28/06/2016
PV;2013;114022;VO;2013;302849;Verzonden;BG.81.L1.302849/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;2;20131125;1635;20131125;1635;20131125;2013;november;48;monday;0;1635;16;day;day;Scheepsdalelaan;47;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20131126;51.21840627784;3.21063501355463;28/06/2016
PV;2014;120430;VO;2014;302776;Verzonden;BG.85.L1.302776/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;2;20141217;1932;20141217;1932;20141217;2014;december;51;wednesday;0;1932;19;night;day;Blankenbergse Steenweg;226;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20141217;51.2309105782819;3.2052357367346;28/06/2016
PV;2014;11852;VO;2014;300294;Verzonden;BG.81.L1.300294/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140203;1745;20140203;1746;20140203;2014;february;6;monday;0;1745;17;night;day;Willemijnendreef;1;;8000;BRUGGE;België;Boninvest;;;;;;AnchorPoints;politiezone;;20140203;51.2039307120655;3.2352390965167;28/06/2016
PV;2014;85448;VO;2014;301984;Verzonden;BG.81.L1.301984/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;3;20140907;1357;20140907;1357;20140907;2014;september;36;sunday;1;1357;13;day;day;Buiten Begijnenvest;B01;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140907;51.1977648281693;3.22062399780995;28/06/2016
PV;2015;29406;VO;2015;300761;Verzonden;BG.81.L1.300761/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20150404;1840;20150404;1840;20150404;2015;april;14;saturday;1;1840;18;day;day;Moerkerkse Steenweg;228;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150410;51.2141416989536;3.25381098735426;28/06/2016
PV;2014;98326;VO;2014;302252;Verzonden;BG.81.L1.302252/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;2;0;2;0;0;2;4;20141011;1150;20141011;1150;20141011;2014;october;41;saturday;1;1150;11;day;day;Gistelse Steenweg;474;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20141011;51.1977348302327;3.18375581231666;28/06/2016
PV;2015;86900;VO;2015;301983;Verzonden;BG.81.L1.301983/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;2;0;2;0;0;2;0;20150926;1320;20150926;1320;20150926;2015;september;39;saturday;1;1320;13;day;day;Gistelse Steenweg;344;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150926;51.2001860736022;3.19155325901549;28/06/2016
PV;2014;64933;VO;2014;301487;Verzonden;BG.81.L1.301487/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140703;1630;20140703;1630;20140703;2014;july;27;thursday;0;1630;16;day;day;Dampoortstraat;49;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140703;51.2142338973967;3.24092263472089;28/06/2016
PV;2013;108557;VO;2013;302677;Verzonden;BG.81.L1.302677/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;0;20131109;0950;20131109;0951;20131109;2013;november;45;saturday;1;0950;09;day;day;Steenstraat;13;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20131109;51.2080457486156;3.22380617916693;28/06/2016
PV;2015;68800;VO;2015;301593;Verzonden;BG.81.L1.301593/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20150803;1515;20150803;1515;20150803;2015;august;32;monday;0;1515;15;day;day;Pastoriestraat;;;8200;BRUGGE;België;Zandstraat;;;;;;AnchorPoints;politiezone;;20150803;51.2001114549933;3.17808246460204;28/06/2016
PV;2014;91986;VO;2014;302122;Verzonden;BG.85.L1.302122/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140923;1545;20140923;1546;20140923;2014;september;39;tuesday;0;1545;15;day;day;Hendrik Consciencelaan;;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140924;51.202572486108;3.21427082193514;28/06/2016
PV;2015;75157;VO;2015;301716;Verzonden;BG.81.L1.301716/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20150821;0015;20150821;0015;20150821;2015;august;34;friday;0;0015;00;night;night;Legeweg;161;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150821;51.2050890263227;3.19690112118669;28/06/2016
PV;2014;98080;VO;2014;302245;Verzonden;BG.81.L1.302245/2014;1;Verkeersongeval;VO;Verkeersongeval met zwaargewonden;3;3;0;1;0;1;0;1;20141010;1210;20141010;1210;20141010;2014;october;41;friday;0;1210;12;day;day;Buiten Begijnenvest;;;8000;BRUGGE;België;Oostmeers;;;;;;AnchorPoints;politiezone;;20141010;51.1987797094734;3.2195218478519;28/06/2016
PV;2013;10603;VO;2013;300287;Niet verzonden;BG.81.L1.300287/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20130131;2230;20130131;2230;20130131;2013;january;5;thursday;0;2230;22;night;night;Generaal Lemanlaan;56;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20130204;51.2022347958786;3.23675783078388;28/06/2016
PV;2014;80298;VO;2014;301859;Verzonden;BG.85.L1.301859/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140821;1045;20140821;1100;20140821;2014;august;34;thursday;0;1045;10;day;day;Nijverheidsstraat;21;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140821;51.203085249618;3.23710613464518;28/06/2016
PV;2014;30364;VO;2014;300646;Verzonden;BG.81.L1.300646/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140321;1934;20140321;1935;20140321;2014;march;12;friday;0;1934;19;night;day;Buiten Begijnenvest;;;8000;BRUGGE;België;Stationsplein;5.8;;;;;AnchorPoints;politiezone;;20140321;51.1979244991024;3.21988228572278;28/06/2016
PV;2014;94699;VO;2014;302189;Verzonden;BG.81.L1.302189/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20141002;1115;20141002;1115;20141002;2014;october;40;thursday;0;1115;11;day;day;Torhoutse Steenweg;408;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20141002;51.180930975361;3.18581405196806;28/06/2016
PV;2015;23413;VO;2015;300613;Verzonden;BG.81.L1.300613/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;2;20150320;1730;20150320;1730;20150320;2015;march;12;friday;0;1730;17;day;day;Zuidzandstraat;11;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150320;51.2054458768347;3.21992402772586;28/06/2016
PV;2015;96549;VO;2015;302220;Verzonden;BG.81.L1.302220/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20151024;1038;20151024;1038;20151024;2015;october;43;saturday;1;1038;10;day;day;Oostendse Steenweg;;;8000;BRUGGE;België;N31 Richting Zeebrugge;97.9;;;;;AnchorPoints;politiezone;;20151024;51.2296636442163;3.18943236111084;28/06/2016
PV;2014;71869;VO;2014;301645;Verzonden;BG.85.L1.301645/2014;1;Verkeersongeval;VO;Verkeersongeval met zwaargewonden;3;3;0;1;0;1;0;1;20140726;1527;20140726;1527;20140726;2014;july;30;saturday;1;1527;15;day;day;Julius Delaplacestraat;7;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140726;51.2142406755656;3.24773087982062;28/06/2016
PV;2015;54651;VO;2015;301312;Verzonden;BG.85.L1.301312/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;0;20150623;0835;20150623;0835;20150623;2015;june;26;tuesday;0;0835;08;day;day;Koning Albert I-laan;;;8000;BRUGGE;België;Expresweg;;;;;;AnchorPoints;politiezone;;20150623;51.1766308147034;3.20217827167046;28/06/2016
PV;2015;208;VO;2015;300007;Verzonden;BG.81.L1.300007/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20150102;1324;20150102;1325;20150102;2015;january;1;friday;0;1324;13;day;day;Blauwvoetstraat;13;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150102;51.2028814951996;3.25753500501805;28/06/2016
PV;2013;107999;VO;2013;302655;Verzonden;BG.81.L1.302655/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;2;20131107;1718;20131107;1718;20131107;2013;november;45;thursday;0;1718;17;night;day;Maalse Steenweg;34;;8310;BRUGGE;België;Prins Albertstraat;92.8;;;;;AnchorPoints;politiezone;;20131107;51.2109166409676;3.24243635201994;28/06/2016
PV;2014;59020;VO;2014;301324;Verzonden;BG.81.L1.301324/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;2;0;2;0;0;2;0;20140617;1621;20140617;1621;20140617;2014;june;25;tuesday;0;1621;16;day;day;Moerkerkse Steenweg;24;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140617;51.2128742383572;3.24295552690064;28/06/2016
PV;2014;79900;VO;2014;301850;Verzonden;BG.81.L1.301850/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140819;1830;20140819;1830;20140819;2014;august;34;tuesday;0;1830;18;day;day;Vlamingstraat;36;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140819;51.2102730418921;3.22452271691537;28/06/2016
PV;2015;48267;VO;2015;301172;Verzonden;BG.81.L1.301172/2015;1;Verkeersongeval;VO;Verkeersongeval met zwaargewonden;3;4;0;2;0;1;1;0;20150605;0153;20150605;0153;20150605;2015;june;23;friday;0;0153;01;night;night;Doornstraat;231;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150605;51.1831342304867;3.16017787270848;28/06/2016
PV;2014;25030;VO;2014;300542;Verzonden;BG.81.L1.300542/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140310;0825;20140310;0825;20140310;2014;march;11;monday;0;0825;08;day;day;Em. de Neckerestraat;14;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140310;51.2153065662842;3.21124889375746;28/06/2016
PV;2013;24583;VO;2013;300653;Verzonden;BG.81.L1.300653/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;2;20130318;1759;20130318;1759;20130318;2013;march;12;monday;0;1759;17;day;day;Scheepsdalelaan;29;;8000;BRUGGE;België;Leopold II-laan;;;;;;AnchorPoints;politiezone;;20130318;51.2177370475449;3.2117606202432;28/06/2016
PV;2013;54060;VO;2013;301332;Verzonden;BG.81.L1.301332/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20130612;1215;20130612;1215;20130612;2013;june;24;wednesday;0;1215;12;day;day;;67;;8000;;België;;;;;;;AnchorPoints;politiezone;;20130612;51.193021651424;3.21301501872744;28/06/2016
PV;2015;59023;VO;2015;301409;Verzonden;BG.81.L1.301409/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20150705;1045;20150705;1045;20150705;2015;july;27;sunday;1;1045;10;day;day;Kartuizersstraat;;;8310;BRUGGE;België;Genadedal;;;;;;AnchorPoints;politiezone;;20150705;51.2182733588842;3.2446686565746;28/06/2016
PV;2013;58874;VO;2013;301448;Verzonden;BG.85.L1.301448/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;3;0;3;0;0;3;1;20130625;1310;20130625;1310;20130625;2013;june;26;tuesday;0;1310;13;day;day;Koning Albert I-laan;;;8000;BRUGGE;België;Tillegemstraat;2.3;;;;;AnchorPoints;politiezone;;20130625;51.1815865410236;3.20527560987993;28/06/2016
PV;2015;82697;VO;2015;301908;Verzonden;BG.81.L1.301908/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20150916;0715;20150916;0715;20150916;2015;september;38;wednesday;0;0715;07;night;day;Torhoutse Steenweg;360;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150916;51.1885272007157;3.19288179593879;28/06/2016
PV;2013;44963;VO;2013;301104;Verzonden;BG.85.L1.301104/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20130518;2030;20130518;2030;20130518;2013;may;20;saturday;1;2030;20;day;day;Filips de Goedelaan;29;;8000;BRUGGE;België;;;thv Scheepsdalelaan;;;;AnchorPoints;politiezone;;20130518;51.2156784610377;3.21479714768135;28/06/2016
PV;2015;116313;VO;2015;302704;Verzonden;BG.81.L1.302704/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20151224;1216;20151224;1216;20151224;2015;december;52;thursday;0;1216;12;day;day;Leiselestraat;92;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20151224;51.1859900082704;3.22054107856049;28/06/2016
PV;2014;108839;VO;2014;302477;Verzonden;BG.81.L1.302477/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20141111;1620;20141111;1621;20141111;2014;november;46;tuesday;0;1620;16;day;day;Vlamingstraat;38;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20141111;51.2103191707785;3.22449944637454;28/06/2016
PV;2015;63967;VO;2015;301495;Verzonden;BG.81.L1.301495/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;2;20150717;1548;20150717;1548;20150717;2015;july;29;friday;0;1548;15;day;day;Vlamingstraat;58;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150717;51.2105493347193;3.22445321319592;28/06/2016
PV;2014;62170;VO;2014;301413;Verzonden;BG.81.L1.301413/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;2;0;2;0;0;2;0;20140625;1650;20140625;1650;20140625;2014;june;26;wednesday;0;1650;16;day;day;Koningin Astridlaan;;;8200;BRUGGE;België;Grasdreef;;;;;;AnchorPoints;politiezone;;20140625;51.1881975232115;3.19749478340696;28/06/2016
PV;2013;66847;VO;2013;301693;Verzonden;BG.81.L1.301693/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;3;20130721;1400;20130721;1400;20130721;2013;july;29;sunday;1;1400;14;day;day;Kustlaan;;;8380;BRUGGE;België;Isabellalaan;;;;;;AnchorPoints;politiezone;;20130721;51.3286218001184;3.19891987192458;28/06/2016
PV;2014;59989;VO;2014;301351;Verzonden;BG.81.L1.301351/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140619;1215;20140619;1215;20140619;2014;june;25;thursday;0;1215;12;day;day;Sparrenstraat;;;8310;BRUGGE;België;Gemeneweideweg-Zuid;;;;;;AnchorPoints;politiezone;;20140619;51.1986150596264;3.2698580491392;28/06/2016
PV;2014;67311;VO;2014;301551;Verzonden;BG.86.L1.301551/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140707;1220;20140707;1220;20140707;2014;july;28;monday;0;1220;12;day;day;Buiten Begijnenvest;;;8000;BRUGGE;België;Stationsplein;;;;;;AnchorPoints;politiezone;;20140710;51.2456686891126;3.19026829468798;28/06/2016
PV;2014;36565;VO;2014;300785;Verzonden;BG.81.L1.300785/2014;1;Verkeersongeval;VO;Verkeersongeval met zwaargewonden;3;3;0;1;0;1;0;0;20140409;2028;20140409;2028;20140409;2014;april;15;wednesday;0;2028;20;night;day;Diksmuidse Heerweg;0;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140409;51.1703604007806;3.15796455875936;28/06/2016
PV;2013;64575;VO;2013;301606;Verzonden;BG.81.L1.301606/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20130712;1330;20130712;1335;20130712;2013;july;28;friday;0;1330;13;day;day;Kustlaan;135;;8380;BRUGGE;België;Kapitein Fryattstraat;;;;;;MultiNetCrossroadMatching;politiezone;;20130712;51.3285817052727;3.19661991475591;28/06/2016
PV;2015;71377;VO;2015;301656;Verzonden;BG.81.L1.301656/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;5;0;5;0;0;5;1;20150811;1905;20150811;1905;20150811;2015;august;33;tuesday;0;1905;19;day;day;Havenrandweg-Zuid;;;8380;BRUGGE;België;;3.0;;;;;AnchorPoints;politiezone;;20150811;51.2809314895033;3.22569023255376;28/06/2016
PV;2015;107660;VO;2015;302469;Verzonden;BG.85.L1.302469/2015;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;0;20151127;0425;20151127;0425;20151127;2015;november;48;friday;0;0425;04;night;night;Matmeers;33;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20151127;51.2037406668857;3.24617346091678;28/06/2016
PV;2013;57464;VO;2013;301398;Verzonden;BG.81.L1.301398/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20130620;1601;20130620;1603;20130620;2013;june;25;thursday;0;1601;16;day;day;Kolenkaai;0;;8000;BRUGGE;België;;;;;;;MultiNetStreetMatching;politiezone;;20130620;51.2198363080505;3.21597496176385;28/06/2016
PV;2014;53261;VO;2014;301184;Verzonden;BG.81.L1.301184/2014;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;1;0;1;0;0;1;1;20140526;1614;20140526;1614;20140526;2014;may;22;monday;0;1614;16;day;day;Koningin Astridlaan;;;8200;BRUGGE;België;Veldstraat;;;;;;AnchorPoints;politiezone;;20140528;51.1885875059706;3.20718680371375;28/06/2016
PV;2013;55272;VO;2013;301352;Verzonden;BG.81.L1.301352/2013;1;Verkeersongeval;VO;Verkeersongeval met lichtgewonden;1;2;0;2;0;0;2;0;20130614;1907;20130614;1907;20130614;2013;june;24;friday;0;1907;19;day;day;Sint-Pieterskaai;63;;8000;BRUGGE;België;;;Krakele (Gasthof De);;;;GrabAddressMatching;politiezone;;20130614;51.2224712935962;3.2208371536663;28/06/2016
