Aard;Do_dossier;Do_dossier_2;El_element;El_element_2;El_element_3;El_element_4;Af_pv_numm;Fe_volgnum;Fe_type;Feitcodegr;Fe_aard;Avoc;Avoc_bet;Avoc_sum_o;Avoc_sum_c;Number_dea;Number_ser;Number_lig;Number_not;Fe_datum_v;Fe_uur_van;Fe_datum_t;Fe_uur_tot;Datum;Year;Month;Week_of_ye;Day_of_wee;Weekend;Hour;Hour_group;Day_night_;Day_night__2;Fe_straat;Fe_huisnum;Fe_busnumm;Fe_postcod;Fe_gemeent;Fe_land;Fe_kruispu;Fe_hm_paal;Fe_lokale_;Fe_poging;Fe_zware_o;Fe_minderj;Geocodetyp;Location;Location_v;El_datum_c;latWGS84;loWGS84;Aangemaakt op
PV;2016;91736;VO;2016;302133;Verzonden;BG.81.L1.302133/2016;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20161019;1115;20161019;1115;20161019;2016;october;42;wednesday;0;1115;11;day;day;Gistelse Steenweg;15A;;8200;BRUGGE;België;Korte Vesting;;;;;;AnchorPoints;politiezone;;20161019;51.204072407835;3.2103321292828;31/10/2017
PV;2016;69144;VO;2016;301555;Verzonden;BG.91.L1.301555/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160806;1315;20160808;0505;20160808;2016;august;32;monday;1;0505;05;night;night;Burggraaf de Nieulantlaan;15;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20160808;51.1984450076908;3.19249171869891;31/10/2017
PV;2015;75876;VO;2015;301736;Verzonden;BG.91.L1.301736/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20150825;0753;20150825;0753;20150825;2015;august;35;tuesday;0;0753;07;day;day;Karel de Stoutelaan;;;8000;BRUGGE;België;Leopold I-laan;;;;;;AnchorPoints;politiezone;;20150825;51.2133603974601;3.20759038463955;31/10/2017
PV;2015;54964;VO;2015;301317;Verzonden;BG.81.L1.301317/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150623;1534;20150623;1534;20150623;2015;june;26;tuesday;0;1534;15;day;day;Gistelse Steenweg;1;;8200;BRUGGE;België;;0.0;;;;;AnchorPoints;politiezone;;20150623;51.2043067030728;3.21141838604459;31/10/2017
PV;2016;106760;VO;2016;302494;Verzonden;BG.85.L1.302494/2016;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20161207;1532;20161207;1532;20161207;2016;december;49;wednesday;0;1532;15;day;day;Veldstraat;13;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20161207;51.1896795285504;3.20810379982275;31/10/2017
PV;2014;54425;VO;2014;301212;Verzonden;BG.91.L1.301212/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140531;1400;20140531;1600;20140531;2014;may;22;saturday;1;1600;16;day;day;Beeweg;30;;8310;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20140602;51.2028616040087;3.27034647229751;31/10/2017
PV;2014;14847;VO;2014;300356;Verzonden;BG.81.L1.300356/2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140211;1917;20140211;1917;20140211;2014;february;7;tuesday;0;1917;19;night;day;Blankenbergse Steenweg;;;8000;BRUGGE;België;Monnikenwerve;;;;;;AnchorPoints;politiezone;;20140211;51.2475936366989;3.1948800152236;31/10/2017
PV;2014;55178;VO;2014;301227;Verzonden;BG.91.L1.301227/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140604;1930;20140604;1935;20140604;2014;june;23;wednesday;0;1935;19;day;day;Ten Briele;3;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140604;51.1884232399256;3.22509878945264;31/10/2017
PV;2016;20761;VO;2016;300406;Verzonden;BG.91.L1.300406/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;3;20160301;2045;20160302;0800;20160302;2016;march;9;wednesday;0;0800;08;day;day;Vlamingdam;62;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20160302;51.2175050828382;3.22047586069211;31/10/2017
PV;2015;101327;VO;2015;302302;Verzonden;BG.91.L1.302302/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20151106;1734;20151106;1734;20151106;2015;november;45;friday;0;1734;17;night;day;Carmersstraat;21;;8000;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20151106;51.2137673754377;3.23134683580035;31/10/2017
PV;2016;32281;VO;2016;300699;Verzonden;BG.90.L1.300699/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;1;20160409;0757;20160409;0758;20160409;2016;april;14;saturday;1;0758;07;day;day;Walweinstraat;20;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20160409;51.2212692757148;3.22684758640082;31/10/2017
PV;2015;57869;VO;2015;301414;Verzonden;BG.81.L1.301414/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150701;2252;20150701;2252;20150701;2015;july;27;wednesday;0;2252;22;night;night;Brusselstraat;27;;8380;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150706;51.328565434432;3.18025270947625;31/10/2017
PV;2014;96313;VO;2014;302217;Verzonden;BG.81.L1.302217/2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;0;20141007;0855;20141007;0855;20141007;2014;october;41;tuesday;0;0855;08;day;day;Oostendse Steenweg;;;8000;BRUGGE;België;;96.8;;;;;AnchorPoints;politiezone;;20141007;51.2235427680412;3.20189091497586;31/10/2017
PV;2015;99076;VO;2015;302270;Verzonden;BG.81.L1.302270/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20151031;1700;20151031;1700;20151031;2015;october;44;saturday;1;1700;17;day;day;Sint-Sebastiaansstraat;24;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20151031;51.2008825588605;3.20201291449134;31/10/2017
PV;2015;115298;VO;2015;302691;Verzonden;BG.81.L1.302691/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20151222;0805;20151222;0805;20151222;2015;december;52;tuesday;0;0805;08;night;day;Kustlaan;;;8380;BRUGGE;België;;0.3;;;;;AnchorPoints;politiezone;;20151222;51.3368465076643;3.21561074619323;31/10/2017
PV;2015;8072;VO;2015;300184;Verzonden;BG.81.L1.300184/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;2;20150126;1459;20150126;1459;20150126;2015;january;5;monday;0;1459;14;day;day;Maalse Steenweg;423;;8310;BRUGGE;België;;90.2;;;;;AnchorPoints;politiezone;;20150126;51.2071056336537;3.2796569243433;31/10/2017
PV;2016;86924;VO;2016;302018;Verzonden;BG.91.L1.302018/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;3;20161004;1635;20161004;1640;20161004;2016;october;40;tuesday;0;1640;16;day;day;Vaartdijkstraat;;;8200;BRUGGE;België;Baron Ruzettelaan;;;;;;MultiNetStreetMatching;politiezone;;20161005;51.1858438628208;3.23281633608935;31/10/2017
PV;2014;43396;VO;2014;300954;Verzonden;BG.91.L1.300954/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;1;20140429;1245;20140429;1245;20140429;2014;april;18;tuesday;0;1245;12;day;day;Daverlostraat;158;;8310;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20140429;51.1937081295124;3.25083728891352;31/10/2017
PV;2016;29726;VO;2016;300603;Verzonden;BG.81.L1.300603/2016;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20160329;1800;20160329;1800;20160329;2016;march;13;tuesday;0;1800;18;day;day;Baron Ruzettelaan;447;;8310;BRUGGE;België;Meulestee;;;;;;AnchorPoints;politiezone;;20160329;51.1810951932601;3.23526610101025;31/10/2017
PV;2016;27985;VO;2016;300547;Verzonden;BG.91.L1.300547/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160323;0805;20160323;0805;20160323;2016;march;12;wednesday;0;0805;08;day;day;Schaarstraat;4;;8000;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20160323;51.204552477323;3.23221891782516;31/10/2017
PV;2015;70629;VO;2015;301629;Verzonden;BG.85.L1.301629/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150808;1903;20150808;1903;20150808;2015;august;32;saturday;1;1903;19;day;day;Markt;0;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150808;51.2091044368581;3.22309017822944;31/10/2017
PV;2014;2750;VO;2014;300095;Verzonden;BG.91.L1.300095/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140110;1620;20140110;1620;20140110;2014;january;2;friday;0;1620;16;day;day;Koning Albert I-laan;;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140110;51.2007945283396;3.21774383728563;31/10/2017
PV;2014;109832;VO;2014;302503;Verzonden;BG.90.L1.302503/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;1;20141114;1841;20141114;1841;20141114;2014;november;46;friday;0;1841;18;night;day;Oostendse Steenweg;127;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20141114;51.2247329421435;3.19732114009907;31/10/2017
PV;2015;49081;VO;2015;301193;Verzonden;BG.91.L1.301193/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20150607;2130;20150608;0730;20150608;2015;june;24;monday;0;0730;07;day;day;Malegalgstraat;7;;8310;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20150608;51.213204712115;3.27276908642334;31/10/2017
PV;2014;85491;VO;2014;301988;Verzonden;BG.91.L1.301988/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140908;0200;20140908;0230;20140908;2014;september;37;monday;1;0230;02;night;night;Lisseweegs Vaartje;38;;8380;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140908;51.2957309989981;3.19694573199054;31/10/2017
PV;2016;34312;VO;2016;300747;Verzonden;BG.81.L1.300747/2016;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20160415;1626;20160415;1626;20160415;2016;april;15;friday;0;1626;16;day;day;Brieversweg;9;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20160415;51.2133799991746;3.25740119176802;31/10/2017
PV;2014;70143;VO;2014;301612;Verzonden;BG.90.L1.301612/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140721;1444;20140721;1444;20140721;2014;july;30;monday;0;1444;14;day;day;Zeegeulstraat;;;8380;BRUGGE;België;;7.5;;;;;AnchorPoints;politiezone;;20140721;51.3288218777547;3.19858002231927;31/10/2017
PV;2016;80270;VO;2016;301843;Verzonden;BG.81.L1.301843/2016;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20160913;1140;20160913;1140;20160913;2016;september;37;tuesday;0;1140;11;day;day;Kustlaan;;;8380;BRUGGE;België;;0.6;;;;;AnchorPoints;politiezone;;20160913;51.3357437574245;3.21160892747744;31/10/2017
PV;2016;64716;VO;2016;301444;Verzonden;BG.91.L1.301444/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160721;1900;20160722;0700;20160722;2016;july;29;friday;0;0700;07;day;day;Rijselstraat;5;;8200;BRUGGE;België;;;ter hoogte van HOWEST;;;;GrabAddressMatching;politiezone;;20160722;51.1923096651951;3.21492111806185;31/10/2017
PV;2016;83373;VO;2016;301920;Verzonden;BG.81.L1.301920/2016;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20160922;1320;20160922;1320;20160922;2016;september;38;thursday;0;1320;13;day;day;'t Zand;34;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20160922;51.2043092337384;3.21832862830217;31/10/2017
PV;2015;67816;VO;2015;301561;Verzonden;BG.91.L1.301561/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20150731;0700;20150731;1000;20150731;2015;july;31;friday;0;1000;10;day;day;Oude Gentweg;69;;8000;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20150731;51.2027489803339;3.22845363894024;31/10/2017
PV;2015;13586;VO;2015;300359;Verzonden;BG.91.L1.300359/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20150215;1700;20150216;0800;20150216;2015;february;8;monday;0;0800;08;day;day;Manitobalaan;24;;8200;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20150216;51.1990910634503;3.19686723219231;31/10/2017
PV;2014;60604;VO;2014;301371;Verzonden;BG.91.L1.301371/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140621;1500;20140621;1832;20140621;2014;june;25;saturday;1;1832;18;day;day;Spanjaardstraat;4;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140621;51.2119321228136;3.22513513579998;31/10/2017
PV;2016;71657;VO;2016;301620;Verzonden;BG.91.L1.301620/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160805;2000;20160806;0800;20160806;2016;august;31;saturday;1;0800;08;day;day;Camiel Van den Busschestraat;113;;8310;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20160816;51.199263513142;3.24788398531423;31/10/2017
PV;2014;21891;VO;2014;300487;Verzonden;BG.91.L1.300487/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140302;1045;20140302;1045;20140302;2014;march;9;sunday;1;1045;10;day;day;Sint-Pietersgroenestraat;135;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140302;51.2261681253395;3.21008422916822;31/10/2017
PV;2015;31212;VO;2015;300796;Verzonden;BG.85.L1.300796/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;0;20150416;0032;20150416;0033;20150416;2015;april;16;thursday;0;0033;00;night;night;Baron Ruzettelaan;;;8310;BRUGGE;België;Buiten Katelijnevest;;;;;;AnchorPoints;politiezone;;20150416;51.1989566403033;3.23080026682361;31/10/2017
PV;2016;10026;VO;2016;300174;Verzonden;BG.91.L1.300174/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160130;1015;20160130;1015;20160130;2016;january;4;saturday;1;1015;10;day;day;Koolkerkse Steenweg;129;;8000;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20160130;51.22702679005;3.23701805216047;31/10/2017
PV;2015;85130;VO;2015;301945;Verzonden;BG.91.L1.301945/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20150922;2000;20150922;2000;20150922;2015;september;39;tuesday;0;2000;20;night;day;Boomgaardstraat;7;;8000;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20150922;51.2104636894359;3.23004180387623;31/10/2017
PV;2015;87895;VO;2015;302011;Verzonden;BG.91.L1.302011/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20150929;1700;20150929;1700;20150929;2015;september;40;tuesday;0;1700;17;day;day;Manitobalaan;40;;8200;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20150929;51.1984449772588;3.19727448616975;31/10/2017
PV;2014;60792;VO;2014;301375;Verzonden;BG.91.L1.301375/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;3;20140622;2257;20140622;2257;20140622;2014;june;25;sunday;1;2257;22;night;night;Koningin Astridlaan;;;8200;BRUGGE;België;Expresweg;2.5;;;;;AnchorPoints;politiezone;;20140623;51.1887154060052;3.20022763090254;31/10/2017
PV;2014;67296;VO;2014;301553;Verzonden;BG.81.L1.301553/2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;3;3;0;1;0;1;0;1;20140710;1218;20140710;1218;20140710;2014;july;28;thursday;0;1218;12;day;day;Bargeweg;;;8000;BRUGGE;België;;0.0;Km paal - 0.0 - R030019 / verlichtingspaal 72C02;;;;AnchorPoints;politiezone;;20140710;51.1967052169707;3.22422081212643;31/10/2017
PV;2016;48442;VO;2016;301081;Verzonden;BG.91.L1.301081/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160601;1227;20160601;1227;20160601;2016;june;22;wednesday;0;1227;12;day;day;Generaal Lemanlaan;202;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20160601;51.1860684977519;3.23376236814929;31/10/2017
PV;2015;42681;VO;2015;301039;Verzonden;BG.81.L1.301039/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150521;0805;20150521;0806;20150521;2015;may;21;thursday;0;0806;08;day;day;Vismarkt;;;8000;BRUGGE;België;Steenhouwersdijk;;;;;;AnchorPoints;politiezone;;20150521;51.2080036248685;3.22789538566837;31/10/2017
PV;2014;91599;VO;2014;302111;Verzonden;BG.81.L1.302111/2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;3;3;0;1;0;1;0;1;20140923;1225;20140923;1225;20140923;2014;september;39;tuesday;0;1225;12;day;day;Pastoriestraat;134;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140923;51.2015639931825;3.17726140971391;31/10/2017
PV;2016;29523;VO;2016;300609;Verzonden;BG.91.L1.300609/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160329;1228;20160329;1228;20160329;2016;march;13;tuesday;0;1228;12;day;day;Klokstraat;;;8000;BRUGGE;België;Boeveriestraat;;;;;;AnchorPoints;politiezone;;20160330;51.2031262239962;3.21620506240132;31/10/2017
PV;2016;18430;VO;2016;300356;Verzonden;BG.81.L1.300356/2016;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;3;20160224;1645;20160224;1645;20160224;2016;february;8;wednesday;0;1645;16;day;day;Heidelbergstraat;;;8200;BRUGGE;België;Rijselstraat;;;;;;AnchorPoints;politiezone;;20160224;51.1711855858336;3.21643661244921;31/10/2017
PV;2015;4857;VO;2015;300129;Verzonden;BG.91.L1.300129/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20150117;1520;20150117;1520;20150117;2015;january;3;saturday;1;1520;15;day;day;Speelmansstraat;21;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150117;51.2147344232678;3.23309457828148;31/10/2017
PV;2016;60288;VO;2016;301370;Verzonden;BG.91.L1.301370/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160711;1045;20160711;1045;20160711;2016;july;28;monday;0;1045;10;day;day;Brugse Steenweg;194;;8000;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20160711;51.2363123276822;3.24526388530363;31/10/2017
PV;2015;10633;VO;2015;300261;Verzonden;BG.81.L1.300261/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150205;0758;20150205;0758;20150205;2015;february;6;thursday;0;0758;07;night;day;Gistelse Steenweg;726;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150205;51.1926962726326;3.16239975281989;31/10/2017
PV;2016;101085;VO;2016;302375;Verzonden;BG.91.L1.302375/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20161119;1700;20161121;0640;20161121;2016;november;47;monday;0;0640;06;night;day;Gulden-Peerdenstraat;11;;8310;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20161121;51.2004132900744;3.24534040760156;31/10/2017
PV;2016;103914;VO;2016;302428;Verzonden;BG.91.L1.302428/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20161125;1630;20161125;1730;20161125;2016;november;47;friday;0;1730;17;night;day;Gijzeleweg;17;;8380;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20161129;51.2934613160738;3.19523405321356;31/10/2017
PV;2015;209;VO;2015;300006;Verzonden;BG.91.L1.300006/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;4;20150102;1335;20150102;1340;20150102;2015;january;1;friday;0;1340;13;day;day;Buiten Begijnenvest;;;8000;BRUGGE;België;;5.7;;;;;AnchorPoints;politiezone;;20150102;51.1994471950587;3.21897784767149;31/10/2017
PV;2016;112078;VO;2016;302652;Verzonden;BG.81.L1.302652/2016;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20161226;2115;20161226;2115;20161226;2016;december;52;monday;0;2115;21;night;day;Torhoutse Steenweg;135;;8200;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20161226;51.1988237266257;3.20264724412413;31/10/2017
PV;2015;20219;VO;2015;300543;Verzonden;BG.81.L1.300543/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150311;1218;20150311;1218;20150311;2015;march;11;wednesday;0;1218;12;day;day;'s-Heer Boudewijnsburg;;;8310;BRUGGE;België;Odegemstraat;;;;;;AnchorPoints;politiezone;;20150311;51.188189405856;3.24262872587716;31/10/2017
PV;2014;43883;VO;2014;300962;Verzonden;BG.91.L1.300962/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140430;0100;20140430;0730;20140430;2014;april;18;wednesday;0;0730;07;day;day;Stokveldelaan;3;;8200;BRUGGE;België;;;;;;;GrabAddressMatching;politiezone;;20140430;51.1732023635719;3.21825614295949;31/10/2017
PV;2016;41927;VO;2016;300925;Verzonden;BG.91.L1.300925/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160510;0930;20160510;1130;20160510;2016;may;19;tuesday;0;1130;11;day;day;Niklaas Desparsstraat;;;8000;BRUGGE;België;;;;;;;MultiNetStreetMatching;politiezone;;20160510;51.2099050273557;3.22379004636951;31/10/2017
PV;2014;99748;VO;2014;302283;Verzonden;BG.81.L1.302283/2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20141015;0748;20141015;0748;20141015;2014;october;42;wednesday;0;0748;07;night;day;Isabellalaan;;;8380;BRUGGE;België;N34b Oude Zeesluis Zeebrugge;;;;;;AnchorPoints;politiezone;;20141015;51.327660304284;3.20159080268011;31/10/2017
PV;2014;72280;VO;2014;301663;Verzonden;BG.85.L1.301663/2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140728;1230;20140728;1230;20140728;2014;july;31;monday;0;1230;12;day;day;Odegemstraat;;;8310;BRUGGE;België;Kluppelmeers;;;;;;AnchorPoints;politiezone;;20140728;51.1873022390539;3.24219649313465;31/10/2017
PV;2016;72916;VO;2016;301651;Verzonden;BG.81.L1.301651/2016;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20160819;1214;20160819;1214;20160819;2016;august;33;friday;0;1214;12;day;day;Torhoutse Steenweg;;;8200;BRUGGE;België;Zevenbergenlaan;;;;;;AnchorPoints;politiezone;;20160819;51.1858784157326;3.1904129827456;31/10/2017
PV;2016;70404;VO;2016;301577;Verzonden;BG.91.L1.301577/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160809;1030;20160809;1045;20160809;2016;august;32;tuesday;0;1045;10;day;day;Vooruitgangstraat;;;8310;BRUGGE;België;;;;;;;MultiNetStreetMatching;politiezone;;20160810;51.1982007442305;3.25572448423062;31/10/2017
PV;2014;63092;VO;2014;301430;Verzonden;BG.91.L1.301430/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140627;1909;20140627;1909;20140627;2014;june;26;friday;0;1909;19;day;day;Kruisvest;5A;;8000;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20140627;51.2132053072658;3.2393256600735;31/10/2017
PV;2015;32979;VO;2015;300836;Verzonden;BG.85.L1.300836/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;2;20150421;1730;20150421;1730;20150421;2015;april;17;tuesday;0;1730;17;day;day;Gulden-Vlieslaan;33;;8000;BRUGGE;België;;7.1;;;;;AnchorPoints;politiezone;;20150421;51.2120656410139;3.21454329020363;31/10/2017
PV;2015;100858;VO;2015;302293;Verzonden;BG.91.L1.302293/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;1;20151104;0645;20151104;0645;20151104;2015;november;45;wednesday;0;0645;06;night;day;Margareta van Oostenrijkstraat;;;8380;BRUGGE;België;;;;;;;MultiNetStreetMatching;politiezone;;20151105;51.295275751787;3.22735467958782;31/10/2017
PV;2014;48796;VO;2014;301076;Verzonden;BG.91.L1.301076/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140514;1228;20140514;1228;20140514;2014;may;20;wednesday;0;1228;12;day;day;Doornstraat;;;8200;BRUGGE;België;Keurvorst Karel Theodoorstraat;;;;;;MultiNetCrossroadMatching;politiezone;;20140514;51.1935154079986;3.1957789097005;31/10/2017
PV;2016;47103;VO;2016;301044;Verzonden;BG.91.L1.301044/2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20160527;1445;20160527;1730;20160527;2016;may;21;friday;0;1730;17;day;day;Minderbroedersstraat;;;8000;BRUGGE;België;;;;;;;MultiNetStreetMatching;politiezone;;20160527;51.206598033491;3.23175586448689;31/10/2017
PV;2015;70750;VO;2015;301636;Verzonden;BG.81.L1.301636/2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150809;1045;20150809;1045;20150809;2015;august;32;sunday;1;1045;10;day;day;Roompotstraat;;;8000;BRUGGE;België;Beenhouwersstraat;;;;;;AnchorPoints;politiezone;;20150809;51.2103969828279;3.21585943009953;31/10/2017
PV;2015;70015;VO;2015;301620;Verzonden;BG.91.L1.301620/2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20150805;1730;20150805;1730;20150805;2015;august;32;wednesday;0;1730;17;day;day;Leopold Debruynestraat;29;;8310;BRUGGE;België;;;;;;;AnchorPoints;politiezone;;20150806;51.2110142249871;3.2497197483048;31/10/2017
PV;2014;52890;VO;2014;301173;Verzonden;BG.91.L1.301173/2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140526;2200;20140527;0830;20140527;2014;may;22;tuesday;0;0830;08;day;day;Woensdagmarkt;;;8000;BRUGGE;België;;;;;;;MultiNetStreetMatching;politiezone;;20140527;51.2125734585098;3.22602533089513;31/10/2017
