Id;Materiaal;Beheerder;latWGS84;loWGS84;Aangemaakt op
39;thermoplast;Stad;51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708,51.2240264022708;3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484,3.21476650493484;15/09/2016
35;verf;Stad;51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688,51.2179486830688;3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927,3.21218888883927;15/09/2016
27;thermoplast;Stad;51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423,51.188414170423;3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841,3.20006365247841;15/09/2016
58;thermoplast;Stad;51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356,51.2444432645356;3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271,3.20900906150271;15/09/2016
53;thermoplast;Stad;51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826,51.2693409748826;3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098,3.20708997579098;15/09/2016
59;thermoplast;Stad;51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258,51.2465852684258;3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192,3.21329047308192;15/09/2016
11;;Stad;51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955,51.1912521832955;3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742,3.26250369919742;15/09/2016
36;;Stad;51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354,51.2178555412354;3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685,3.20386541893685;15/09/2016
10;;Stad;51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061,51.1901261372061;3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822,3.2606638439822;15/09/2016
3;verf;Satd;51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023,51.2292194450023;3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509,3.20648693507509;15/09/2016
32;verf;Stad;51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011,51.2059711338011;3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111,3.19198125383111;15/09/2016
1;verf;stad;51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178,51.1976851462178;3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141,3.24219767423141;15/09/2016
17;verf;Stad;51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136,51.188032948136;3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742,3.19224360325742;15/09/2016
