Id;Type;Indeling;Materiaal;Kleur;Markering;Beheerder;Breedte;Rijrichtng;Lengte;Opp;latWGS84;loWGS84;Aangemaakt op
0;Aanliggend gelijkgronds;Eenrichting;Slemlaag;Rood;Ja;Gewest;130;;23;0;51.2118968108193,51.2118968108193;3.24137392358661,3.24137392358661;19/10/2017
0;Aanliggend gelijkgronds;Tweerichting;Asfalt;Niet van toepassing;Ja;Gewest;320;Mee;27;0;51.3314451576945,51.3314451576945,51.3314451576945;3.21845262516975,3.21845262516975,3.21845262516975;19/10/2017
0;Fietssuggestiestrook;Eenrichting;Slemlaag;Rood;Nee;Stad;100;Mee;16;0;51.294289600051,51.294289600051;3.19415411436089,3.19415411436089;19/10/2017
0;Aanliggend verhoogd;Eenrichting;Betonstraatstenen;Rood;Nee;Stad;130;Mee;691;0;51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939,51.2292390123939;3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215,3.23956495779215;19/10/2017
0;Vrijliggend;Eenrichting;Beton;Niet van toepassing;Nee;Gewest;140;Mee;2030;0;51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092,51.2073053961092;3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653,3.2804602890653;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Nee;Gewest;200;Mee;3;0;51.2074141375755,51.2074141375755;3.26766948703243,3.26766948703243;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Nee;Gewest;135;;20;0;51.2236783636034,51.2236783636034,51.2236783636034;3.20683711692713,3.20683711692713,3.20683711692713;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Rood;Ja;Gewest;140;Mee;24;0;51.2902209835132,51.2902209835132;3.18321783166141,3.18321783166141;19/10/2017
0;Vrijliggend;Tweerichting;Betonstraatstenen;Rood;Nee;Stad;300;;39;0;51.1998673641816,51.1998673641816;3.24630532432151,3.24630532432151;19/10/2017
0;Fietssuggestiestrook;Eenrichting;Beton;Oker;Nee;MBZ;450;Mee;11;0;51.2243342835687,51.2243342835687;3.22671350191869,3.22671350191869;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Niet van toepassing;Ja;Gewest;200;Mee;15;0;51.2220730623641,51.2220730623641;3.22129166657611,3.22129166657611;19/10/2017
0;Vrijliggend;Tweerichting;Betonstraatstenen;Rood;Nee;Gewest;275;Mee;42;0;51.193162096163,51.193162096163,51.193162096163,51.193162096163;3.19707878537465,3.19707878537465,3.19707878537465,3.19707878537465;19/10/2017
0;Aanliggend verhoogd;Eenrichting;Betonstraatstenen;Rood;Nee;Gewest;185;Mee;42;0;51.195104618201,51.195104618201;3.21787123219846,3.21787123219846;19/10/2017
0;Fiets- en Wandelpad;Tweerichting;Open Verharding;Niet van toepassing;Nee;Stad;275;Mee;73;0;51.219452768227,51.219452768227,51.219452768227,51.219452768227,51.219452768227,51.219452768227;3.23497819045175,3.23497819045175,3.23497819045175,3.23497819045175,3.23497819045175,3.23497819045175;19/10/2017
0;Vrijliggend;Tweerichting;Slemlaag;Rood;Nee;Gewest;285;;514;0;51.2105343498535,51.2105343498535,51.2105343498535,51.2105343498535,51.2105343498535,51.2105343498535,51.2105343498535,51.2105343498535,51.2105343498535,51.2105343498535;3.19017410194857,3.19017410194857,3.19017410194857,3.19017410194857,3.19017410194857,3.19017410194857,3.19017410194857,3.19017410194857,3.19017410194857,3.19017410194857;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Niet van toepassing;Ja;Stad;110;Mee;11;0;51.2968675550561,51.2968675550561;3.18863079370461,3.18863079370461;19/10/2017
0;Vrijliggend;Eenrichting;Asfalt;Niet van toepassing;Ja;Gewest;185;Mee;302;0;51.3371642515969,51.3371642515969,51.3371642515969,51.3371642515969,51.3371642515969,51.3371642515969,51.3371642515969,51.3371642515969,51.3371642515969;3.21861834626075,3.21861834626075,3.21861834626075,3.21861834626075,3.21861834626075,3.21861834626075,3.21861834626075,3.21861834626075,3.21861834626075;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Beton;Niet van toepassing;Ja;Gewest;300;Mee;10;0;51.2920970590036,51.2920970590036;3.25560443980147,3.25560443980147;19/10/2017
