Id;Type;Indeling;Materiaal;Kleur;Markering;Beheerder;Breedte;Rijrichtng;Lengte;Opp;latWGS84;loWGS84;Aangemaakt op
0;Vrijliggend;Tweerichting;Betonstraatstenen;Rood;Nee;Stad;340;Mee;43;0;51.226360511777,51.226360511777,51.226360511777,51.226360511777;3.1981956810763,3.1981956810763,3.1981956810763,3.1981956810763;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Betonstraatstenen;Rood;Ja;Stad;150;Mee;31;0;51.1972324619834,51.1972324619834,51.1972324619834;3.18155519590827,3.18155519590827,3.18155519590827;19/10/2017
0;Vrijliggend;Tweerichting;Asfalt;Rood;Nee;Gewest;330;Mee;96;0;51.2102985554359,51.2102985554359,51.2102985554359,51.2102985554359;3.21289886778733,3.21289886778733,3.21289886778733,3.21289886778733;19/10/2017
0;Vrijliggend;Tweerichting;Kasseien;Niet van toepassing;Nee;Stad;300;Mee;128;0;51.2079865367766,51.2079865367766,51.2079865367766,51.2079865367766,51.2079865367766;3.28890297299184,3.28890297299184,3.28890297299184,3.28890297299184,3.28890297299184;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Niet van toepassing;Ja;Stad;90;Mee;37;0;51.203047067842,51.203047067842,51.203047067842,51.203047067842;3.23378111115094,3.23378111115094,3.23378111115094,3.23378111115094;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Beton;Rood;Ja;Stad;215;Mee;107;0;51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533,51.2141367113533;3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189,3.25125009080189;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Rood;Ja;Gewest;140;Mee;641;0;51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017,51.2220448050017;3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793,3.22687473846793;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Niet van toepassing;Ja;Gewest;140;Mee;59;0;51.2177223934964,51.2177223934964,51.2177223934964,51.2177223934964,51.2177223934964,51.2177223934964;3.20053629790748,3.20053629790748,3.20053629790748,3.20053629790748,3.20053629790748,3.20053629790748;19/10/2017
0;Vrijliggend;Tweerichting;Betonstraatstenen;Rood;Nee;Gewest;215;Mee;424;0;51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932,51.2032645359932;3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165,3.21755563708165;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Slemlaag;Rood;Ja;Gewest;130;Mee;149;0;51.2010858254603,51.2010858254603,51.2010858254603,51.2010858254603;3.19901036806354,3.19901036806354,3.19901036806354,3.19901036806354;19/10/2017
0;Vrijliggend;Tweerichting;Betonstraatstenen;Rood;Nee;Gewest;315;;265;0;51.1970757631503,51.1970757631503,51.1970757631503,51.1970757631503,51.1970757631503,51.1970757631503,51.1970757631503,51.1970757631503,51.1970757631503,51.1970757631503,51.1970757631503;3.22395166195605,3.22395166195605,3.22395166195605,3.22395166195605,3.22395166195605,3.22395166195605,3.22395166195605,3.22395166195605,3.22395166195605,3.22395166195605,3.22395166195605;19/10/2017
0;Vrijliggend;Eenrichting;Beton;Niet van toepassing;Ja;Stad;95;Mee;11;0;51.2043003944972,51.2043003944972,51.2043003944972,51.2043003944972;3.27016872338941,3.27016872338941,3.27016872338941,3.27016872338941;19/10/2017
0;;;;;;;0;;111;0;51.2166728517396,51.2166728517396,51.2166728517396,51.2166728517396,51.2166728517396,51.2166728517396,51.2166728517396,51.2166728517396,51.2166728517396,51.2166728517396;3.24361114121088,3.24361114121088,3.24361114121088,3.24361114121088,3.24361114121088,3.24361114121088,3.24361114121088,3.24361114121088,3.24361114121088,3.24361114121088;19/10/2017
0;Vrijliggend;Tweerichting;Asfalt;Niet van toepassing;Nee;Stad;240;Mee;142;0;51.1924519628681,51.1924519628681,51.1924519628681;3.26440402452728,3.26440402452728,3.26440402452728;19/10/2017
0;Vrijliggend;Tweerichting;Asfalt;Rood;Nee;Gewest;260;Mee;119;0;51.2197674060173,51.2197674060173,51.2197674060173,51.2197674060173;3.21110865800329,3.21110865800329,3.21110865800329,3.21110865800329;19/10/2017
0;Aanliggend verhoogd;Eenrichting;Betonstraatstenen;Rood;Ja;Gewest;135;Mee;51;0;51.2003384455801,51.2003384455801,51.2003384455801,51.2003384455801;3.24758886690361,3.24758886690361,3.24758886690361,3.24758886690361;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Betonstraatstenen;Rood;Ja;Stad;130;Mee;6;0;51.1880752720316,51.1880752720316,51.1880752720316;3.2135062554725,3.2135062554725,3.2135062554725;19/10/2017
0;Vrijliggend;Tweerichting;Asfalt;Rood;Nee;Gewest;300;Mee;238;0;51.3334077636792,51.3334077636792,51.3334077636792,51.3334077636792,51.3334077636792,51.3334077636792;3.2214026937851,3.2214026937851,3.2214026937851,3.2214026937851,3.2214026937851,3.2214026937851;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Ja;Gewest;150;;6;0;51.2204313783056,51.2204313783056;3.2081469943575,3.2081469943575;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Nee;Gewest;120;Mee;502;0;51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911,51.2769321941911;3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483,3.22933013718483;19/10/2017
0;Fietssuggestiestrook;Eenrichting;Slemlaag;Oker;Nee;Gewest;100;Mee;24;0;51.1774100542321,51.1774100542321,51.1774100542321,51.1774100542321;3.22816348933482,3.22816348933482,3.22816348933482,3.22816348933482;19/10/2017
0;Vrijliggend;Eenrichting;Beton;Niet van toepassing;Ja;Gewest;150;Mee;130;0;51.1632919222187,51.1632919222187;3.20608514829118,3.20608514829118;19/10/2017
0;Aanliggend gelijkgronds;Tweerichting;Asfalt;Rood;Nee;Gewest;240;Mee;3;0;51.2502015171083,51.2502015171083;3.19387815528401,3.19387815528401;19/10/2017
0;Vrijliggend;;;;;;0;;14;0;51.2071294306197,51.2071294306197;3.2803537044445,3.2803537044445;19/10/2017
0;Vrijliggend;Eenrichting;Asfalt;Niet van toepassing;Ja;Gewest;135;Mee;3573;0;51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743,51.3200302306743;3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916,3.14848472862916;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Slemlaag;Rood;Ja;Gewest;140;Mee;22;0;51.2909356436397,51.2909356436397;3.18794201940904,3.18794201940904;19/10/2017
0;Vrijliggend;Eenrichting;Asfalt;Rood;Ja;Stad;130;Mee;12;0;51.1889386016399,51.1889386016399;3.18018754996088,3.18018754996088;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Nee;Stad;250;Mee;6;0;51.1808816953991,51.1808816953991;3.23499656025354,3.23499656025354;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Betonstraatstenen;Rood;Nee;Stad;150;Mee;17;0;51.2096464999069,51.2096464999069;3.26721831295065,3.26721831295065;19/10/2017
0;Vrijliggend;Tweerichting;Open Verharding;Niet van toepassing;Nee;Stad;260;Mee;68;0;51.190880324718,51.190880324718,51.190880324718;3.20506054128147,3.20506054128147,3.20506054128147;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Niet van toepassing;Ja;Gewest;130;Mee;27;0;51.2215565433355,51.2215565433355,51.2215565433355;3.23490676285833,3.23490676285833,3.23490676285833;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Niet van toepassing;Ja;Stad;145;Mee;71;0;51.1887092799792,51.1887092799792;3.19329763386667,3.19329763386667;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Slemlaag;Rood;Ja;Gewest;105;Mee;9;0;51.1774271943144,51.1774271943144;3.22849861461527,3.22849861461527;19/10/2017
0;Fiets- en Wandelpad;Tweerichting;Asfalt;Rood;Nee;Stad;270;Mee;93;0;51.2160404170282,51.2160404170282,51.2160404170282,51.2160404170282,51.2160404170282,51.2160404170282,51.2160404170282,51.2160404170282;3.24571512303259,3.24571512303259,3.24571512303259,3.24571512303259,3.24571512303259,3.24571512303259,3.24571512303259,3.24571512303259;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Niet van toepassing;Ja;Stad;100;Mee;175;0;51.1742054727966,51.1742054727966,51.1742054727966,51.1742054727966,51.1742054727966,51.1742054727966,51.1742054727966,51.1742054727966;3.21026002279348,3.21026002279348,3.21026002279348,3.21026002279348,3.21026002279348,3.21026002279348,3.21026002279348,3.21026002279348;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Slemlaag;Rood;Ja;Gewest;175;Mee;10;0;51.1806205911849,51.1806205911849;3.20456029041418,3.20456029041418;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Nee;Gewest;150;Mee;442;0;51.185002324103,51.185002324103,51.185002324103,51.185002324103,51.185002324103,51.185002324103,51.185002324103,51.185002324103,51.185002324103,51.185002324103,51.185002324103,51.185002324103,51.185002324103;3.23436359752034,3.23436359752034,3.23436359752034,3.23436359752034,3.23436359752034,3.23436359752034,3.23436359752034,3.23436359752034,3.23436359752034,3.23436359752034,3.23436359752034,3.23436359752034,3.23436359752034;19/10/2017
0;Fietssuggestiestrook;Eenrichting;Slemlaag;Rood;Ja;Stad;100;;8;0;51.2019299774632,51.2019299774632;3.25474644975816,3.25474644975816;19/10/2017
0;Aanliggend gelijkgronds;Tweerichting;Asfalt;Niet van toepassing;Ja;Gewest;300;Mee;10;0;51.32732784145,51.32732784145,51.32732784145;3.19925014864214,3.19925014864214,3.19925014864214;19/10/2017
0;Fietsstraat;Tweerichting;Asfalt;Niet van toepassing;Nee;Stad;400;Mee;792;0;51.1885914179475,51.1885914179475,51.1885914179475,51.1885914179475,51.1885914179475,51.1885914179475,51.1885914179475,51.1885914179475,51.1885914179475;3.20704836714582,3.20704836714582,3.20704836714582,3.20704836714582,3.20704836714582,3.20704836714582,3.20704836714582,3.20704836714582,3.20704836714582;19/10/2017
0;Vrijliggend;Tweerichting;Asfalt;Niet van toepassing;Nee;Gewest;170;Mee;204;0;51.1889343038095,51.1889343038095,51.1889343038095,51.1889343038095,51.1889343038095,51.1889343038095;3.28349053743147,3.28349053743147,3.28349053743147,3.28349053743147,3.28349053743147,3.28349053743147;19/10/2017
0;Aanliggend verhoogd;Eenrichting;Betonstraatstenen;Rood;Nee;Stad;200;Mee;33;0;51.2297153475418,51.2297153475418,51.2297153475418;3.20642094404553,3.20642094404553,3.20642094404553;19/10/2017
0;Vrijliggend;Tweerichting;Asfalt;Rood;Nee;Gewest;130;;4;0;51.2342923561081,51.2342923561081;3.25925269116931,3.25925269116931;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Slemlaag;Rood;Ja;Gewest;150;Mee;5;0;51.2103222549642,51.2103222549642;3.24786926254078,3.24786926254078;19/10/2017
0;Aanliggend gelijkgronds;Tweerichting;Asfalt;Niet van toepassing;Ja;Gewest;235;;8;0;51.2097771725511,51.2097771725511;3.21385823304795,3.21385823304795;19/10/2017
0;Vrijliggend;Tweerichting;Slemlaag;Rood;Ja;Gewest;275;Mee;34;0;51.3276075898651,51.3276075898651;3.20306441404755,3.20306441404755;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Betonstraatstenen;Rood;Ja;Stad;140;Mee;105;0;51.2096182585038,51.2096182585038,51.2096182585038,51.2096182585038,51.2096182585038;3.25381571997972,3.25381571997972,3.25381571997972,3.25381571997972,3.25381571997972;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Slemlaag;Rood;Ja;Gewest;115;Mee;18;0;51.222066003575,51.222066003575,51.222066003575;3.2212807677067,3.2212807677067,3.2212807677067;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Slemlaag;Rood;Ja;Gewest;130;Mee;125;0;51.20054090708,51.20054090708,51.20054090708,51.20054090708,51.20054090708,51.20054090708;3.19699499490242,3.19699499490242,3.19699499490242,3.19699499490242,3.19699499490242,3.19699499490242;19/10/2017
0;Fiets- en Wandelpad;Tweerichting;Asfalt;Rood;Nee;Stad;260;;168;0;51.232067610453,51.232067610453,51.232067610453,51.232067610453;3.2485741359283,3.2485741359283,3.2485741359283,3.2485741359283;19/10/2017
0;Fiets- en Wandelpad;Tweerichting;Asfalt;Rood;Nee;Stad;250;Mee;109;0;51.2288286185276,51.2288286185276,51.2288286185276,51.2288286185276;3.20698936502419,3.20698936502419,3.20698936502419,3.20698936502419;19/10/2017
0;Vrijliggend;Eenrichting;Asfalt;Niet van toepassing;Ja;Gewest;165;Mee;338;0;51.2906870549788,51.2906870549788,51.2906870549788,51.2906870549788,51.2906870549788,51.2906870549788,51.2906870549788,51.2906870549788,51.2906870549788,51.2906870549788,51.2906870549788;3.19300854964287,3.19300854964287,3.19300854964287,3.19300854964287,3.19300854964287,3.19300854964287,3.19300854964287,3.19300854964287,3.19300854964287,3.19300854964287,3.19300854964287;19/10/2017
0;Aanliggend gelijkgronds;Tweerichting;Asfalt;Rood;Ja;Stad;230;Mee;82;0;51.2243269397825,51.2243269397825,51.2243269397825,51.2243269397825,51.2243269397825;3.21366226569632,3.21366226569632,3.21366226569632,3.21366226569632,3.21366226569632;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Nee;Stad;130;Mee;48;0;51.1882063845097,51.1882063845097,51.1882063845097;3.21364131696793,3.21364131696793,3.21364131696793;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Nee;Stad;215;Mee;59;0;51.2327238073825,51.2327238073825,51.2327238073825,51.2327238073825;3.23534038865986,3.23534038865986,3.23534038865986,3.23534038865986;19/10/2017
0;Vrijliggend;Eenrichting;Beton;Niet van toepassing;Ja;Gewest;125;Mee;512;0;51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291,51.1946404362291;3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446,3.26025418066446;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Rood;Ja;Gewest;140;Mee;60;0;51.286818417244,51.286818417244,51.286818417244;3.17465394424746,3.17465394424746,3.17465394424746;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Nee;Stad;250;Mee;3;0;51.180865907758,51.180865907758;3.23516288391345,3.23516288391345;19/10/2017
0;Aanliggend verhoogd;Eenrichting;Betonstraatstenen;Rood;Nee;Gewest;120;;9;0;51.2119840558752,51.2119840558752;3.2414087158521,3.2414087158521;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Ja;Stad;340;Mee;0;0;51.2309323413641;3.22835525760693;19/10/2017
0;Vrijliggend;Tweerichting;Beton;Rood;Nee;Gewest;250;;237;0;51.1865688533327,51.1865688533327,51.1865688533327,51.1865688533327,51.1865688533327,51.1865688533327,51.1865688533327,51.1865688533327,51.1865688533327,51.1865688533327,51.1865688533327;3.20230609158912,3.20230609158912,3.20230609158912,3.20230609158912,3.20230609158912,3.20230609158912,3.20230609158912,3.20230609158912,3.20230609158912,3.20230609158912,3.20230609158912;19/10/2017
0;Fiets- en Wandelpad;Tweerichting;Slemlaag;Rood;Nee;Stad;285;Mee;436;0;51.2227715855506,51.2227715855506,51.2227715855506,51.2227715855506,51.2227715855506,51.2227715855506,51.2227715855506,51.2227715855506,51.2227715855506,51.2227715855506,51.2227715855506,51.2227715855506,51.2227715855506;3.22114530367849,3.22114530367849,3.22114530367849,3.22114530367849,3.22114530367849,3.22114530367849,3.22114530367849,3.22114530367849,3.22114530367849,3.22114530367849,3.22114530367849,3.22114530367849,3.22114530367849;19/10/2017
0;Vrijliggend;Tweerichting;Asfalt;Niet van toepassing;Nee;Stad;255;;526;0;51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033,51.2188122686033;3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093,3.2096635067093;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Ja;Gewest;130;Mee;34;0;51.2036315195378,51.2036315195378,51.2036315195378,51.2036315195378;3.20744321847789,3.20744321847789,3.20744321847789,3.20744321847789;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Nee;Gewest;250;Mee;4;0;51.3286456835541,51.3286456835541;3.19869173217441,3.19869173217441;19/10/2017
0;Aanliggend gelijkgronds;Tweerichting;Betonstraatstenen;Rood;Ja;Stad;370;Mee;11;0;51.2233235261176,51.2233235261176;3.21510258566334,3.21510258566334;19/10/2017
0;Vrijliggend;Tweerichting;Beton;Rood;Nee;Gewest;260;Mee;569;0;51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509,51.2041706285509;3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746,3.21885225292746;19/10/2017
0;Vrijliggend;Tweerichting;Asfalt;Niet van toepassing;Ja;Gewest;250;Mee;25;0;51.2524459287311,51.2524459287311,51.2524459287311,51.2524459287311,51.2524459287311;3.19233505503865,3.19233505503865,3.19233505503865,3.19233505503865,3.19233505503865;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Betonstraatstenen;Rood;Ja;Stad;130;Mee;13;0;51.1873731137555,51.1873731137555;3.21553548507868,3.21553548507868;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Niet van toepassing;Ja;Gewest;150;Mee;7;0;51.2277276703218,51.2277276703218;3.19244170229098,3.19244170229098;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Beton;Niet van toepassing;Ja;Gewest;125;Mee;120;0;51.1927010533507,51.1927010533507,51.1927010533507,51.1927010533507,51.1927010533507;3.27049333476875,3.27049333476875,3.27049333476875,3.27049333476875,3.27049333476875;19/10/2017
0;Aanliggend verhoogd;Tweerichting;Asfalt;Rood;Nee;Gewest;170;Mee;44;0;51.1927011389886,51.1927011389886,51.1927011389886;3.27050255393293,3.27050255393293,3.27050255393293;19/10/2017
0;Vrijliggend;Eenrichting;Slemlaag;Rood;Nee;Gewest;240;Mee;981;0;51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482,51.1880945501482;3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056,3.20049212196056;19/10/2017
0;Fietssuggestiestrook;Eenrichting;Slemlaag;Rood;Nee;Stad;0;Mee;104;0;51.2052235771973,51.2052235771973,51.2052235771973;3.21037549922468,3.21037549922468,3.21037549922468;19/10/2017
0;Vrijliggend;Eenrichting;Asfalt;Rood;Nee;Gewest;250;Mee;585;0;51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346,51.3364867610346;3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074,3.21877938782074;19/10/2017
0;Vrijliggend;Eenrichting;Betonstraatstenen;Rood;Nee;Gewest;190;Mee;69;0;51.2001744834686,51.2001744834686,51.2001744834686,51.2001744834686;3.21642920690237,3.21642920690237,3.21642920690237,3.21642920690237;19/10/2017
0;Aanliggend gelijkgronds;Tweerichting;Slemlaag;Rood;Ja;Gewest;235;Mee;15;0;51.1915716700431,51.1915716700431;3.19574660549141,3.19574660549141;19/10/2017
0;Aanliggend gelijkgronds;Tweerichting;Mozaïeken;Rood;Ja;Stad;210;Mee;89;0;51.2005294060972,51.2005294060972,51.2005294060972,51.2005294060972,51.2005294060972,51.2005294060972,51.2005294060972,51.2005294060972,51.2005294060972,51.2005294060972,51.2005294060972,51.2005294060972;3.21562912524632,3.21562912524632,3.21562912524632,3.21562912524632,3.21562912524632,3.21562912524632,3.21562912524632,3.21562912524632,3.21562912524632,3.21562912524632,3.21562912524632,3.21562912524632;19/10/2017
0;Aanliggend verhoogd;Eenrichting;Betonstraatstenen;Rood;Nee;Gewest;150;Mee;121;0;51.1874123782412,51.1874123782412,51.1874123782412,51.1874123782412,51.1874123782412,51.1874123782412,51.1874123782412,51.1874123782412,51.1874123782412,51.1874123782412;3.22207350297919,3.22207350297919,3.22207350297919,3.22207350297919,3.22207350297919,3.22207350297919,3.22207350297919,3.22207350297919,3.22207350297919,3.22207350297919;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Beton;Niet van toepassing;Nee;Gewest;135;;10;0;51.2297539312843,51.2297539312843;3.20574813828568,3.20574813828568;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Niet van toepassing;Ja;Gewest;195;Mee;8;0;51.3271269153486,51.3271269153486;3.19955668088788,3.19955668088788;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Betonstraatstenen;Rood;Ja;Gewest;140;;11;0;51.2042829720011,51.2042829720011;3.2106515726389,3.2106515726389;19/10/2017
0;Aanliggend verhoogd;Tweerichting;Asfalt;Rood;Nee;Stad;375;Mee;8;0;51.2274694162983,51.2274694162983;3.24247773831541,3.24247773831541;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Betonstraatstenen;Rood;Ja;Stad;160;Mee;25;0;51.2062577802626,51.2062577802626;3.20959899618248,3.20959899618248;19/10/2017
0;Aanliggend gelijkgronds;Eenrichting;Asfalt;Niet van toepassing;Ja;Gewest;140;;34;0;51.2020725264152,51.2020725264152,51.2020725264152;3.23451129991768,3.23451129991768,3.23451129991768;19/10/2017
0;Fiets- en Wandelpad;Tweerichting;Asfalt;Rood;Nee;Stad;270;;59;0;51.2301992918457,51.2301992918457,51.2301992918457;3.23334743377679,3.23334743377679,3.23334743377679;19/10/2017
0;Fiets- en Wandelpad;Tweerichting;Betonstraatstenen;Rood;Nee;Stad;270;Mee;44;0;51.2297612747109,51.2297612747109,51.2297612747109;3.23226358663505,3.23226358663505,3.23226358663505;19/10/2017
