Naam;Formule;Straat;HuisNr;HuisNrToev;Postcode;Deelgemeente;Gemeente;Branche;Wvo;Check_dat;Winkelgebied;Subcentrum;StrnmEnHuisnr;latWGS84;loWGS84;Aangemaakt op
Kaffee Pergola;(Zelfst/nvt);Meestraat;7;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Meestraat 7;51.2090017163996;3.22925096620466;05/07/2016
Tresor;(Zelfst/nvt);Maalse Steenweg;454;;8310;Sint-Kruis;Brugge;59.210.155-Seks/Nachtclubs;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Maalse Steenweg 454;51.2074949421293;3.28053150629238;05/07/2016
De Reisduif;(Zelfst/nvt);Langerei;30;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Langerei 30;51.2160032565685;3.22838618258175;05/07/2016
Azelea Hotel;(Zelfst/nvt);Wulfhagestraat;43;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Verspreide bewinkeling Brugge;Overig_Brugge;Wulfhagestraat 43;51.2074239295357;3.21794006516572;05/07/2016
Munckenhuis;(Zelfst/nvt);Hoogstuk;20;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Hoogstuk 20;51.206245212036;3.23665314056187;05/07/2016
Frituur Baraque;(Zelfst/nvt);Zeebruggelaan;97;;8380;Lissewege;Brugge;59.210.171-Fastfood;;20080109;Verspreide bewinkeling Lissewege;Overig_Lissewege;Zeebruggelaan 97;51.2973678831996;3.19128167908624;05/07/2016
Mister Grill;(Zelfst/nvt);Torhoutse Steenweg;258;b;8200;Sint-Andries;Brugge;59.210.434-Restaurant;;20080204;Verspreide bewinkeling Sint-Andries;Overig_Sint-Andries;Torhoutse Steenweg 258;51.1931225887535;3.19624985081607;05/07/2016
Poes café;(Zelfst/nvt);Steenstraat;14;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Steenstraat 14;51.2081546622613;3.22349907280776;05/07/2016
De Wagenmakerij;(Zelfst/nvt);Moerkerkse Steenweg;104;;8310;Sint-Kruis;Brugge;59.210.123-Café;;20090115;Sint-Kruis;Sint-Kruis;Moerkerkse Steenweg 104;51.2134001123915;3.24615506423583;05/07/2016
Wilgenhof;(Zelfst/nvt);Polderstraat;151;;8310;Sint-Kruis;Brugge;59.210.234-Hotel;;20080221;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Polderstraat 151;51.2333980768387;3.26040177901095;05/07/2016
't Zandlopertje;(Zelfst/nvt);Zeedijk;12;;8380;Zeebrugge;Brugge;59.210.430-Café-Restaurant;;20090113;Zeebrugge-bad;Zeebrugge-bad;Zeedijk 12;51.3292001396693;3.1803363837412;05/07/2016
Riva del Solle;(Zelfst/nvt);Wollestraat;22;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Wollestraat 22;51.207309191021;3.22618560224285;05/07/2016
La Noche;(Zelfst/nvt);Garenmarkt;29;;8000;Brugge;Brugge;59.210.434-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Garenmarkt 29;51.2043775617071;3.22993757917565;05/07/2016
Auberge De Herborist;(Zelfst/nvt);De Watermolen;15;;8200;Sint-Andries;Brugge;59.210.235-Hotel-Rest;;20080204;Verspreide bewinkeling Sint-Andries;Overig_Sint-Andries;De Watermolen 15;51.1674073052735;3.1626363778294;05/07/2016
La Passione;(Zelfst/nvt);Braambergstraat;4;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Braambergstraat 4;51.2073149959891;3.22822768675014;05/07/2016
Crown Plaza;Crown Plaza;Burg;10;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Burg 10;51.2090044649222;3.22737279470751;05/07/2016
Saint Cantroit;(Zelfst/nvt);Sint-Jakobsstraat;53;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Jakobsstraat 53;51.2111428500574;3.22081877010353;05/07/2016
De Bron;(Zelfst/nvt);Katelijnestraat;82;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Katelijnestraat 82;51.201962580878;3.2265802746499;05/07/2016
Joepyjee;(Zelfst/nvt);Sint-Salvatorskerkhof;1;;8000;Brugge;Brugge;59.210.171-Fastfood;;20090119;Centrum Brugge;Centrum Brugge;Sint-Salvatorskerkhof 1;51.2060361269229;3.22168967989031;05/07/2016
Normandie;(Zelfst/nvt);Blankenbergse Steenweg;71;;8000;Brugge;Brugge;59.210.123-Café;;20090114;Blankenbergse Steenweg;Blankenbergse Steenweg;Blankenbergse Steenweg 71;51.2220200240925;3.20718845176056;05/07/2016
El Toro;(Zelfst/nvt);Baron de Maerelaan;300;;8380;Zeebrugge;Brugge;59.210.430-Café-Restaurant;;20080109;Verspreide bewinkeling Zeebrugge;Overig_Zeebrugge;Baron de Maerelaan 300;51.3093464772141;3.18894312657716;05/07/2016
Het Visioen;(Zelfst/nvt);Katelijnestraat;160;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Katelijnestraat 160;51.1995803855985;3.22926517239108;05/07/2016
Pick;(Zelfst/nvt);Eiermarkt;12;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Eiermarkt 12;51.2095034637211;3.22372794761693;05/07/2016
Pas Partout;(Zelfst/nvt);Jeruzalemstraat;1;;8000;Brugge;Brugge;59.210.434-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Jeruzalemstraat 1;51.2134915720849;3.2307446849912;05/07/2016
Mystique;(Zelfst/nvt);Maalse Steenweg;185;;8310;Sint-Kruis;Brugge;59.210.155-Seks/Nachtclubs;;20090115;Baanconcentratie Maalse Steenweg;Baanconcentratie Maalse Steenweg;Maalse Steenweg 185;51.2095271693173;3.25165381961632;05/07/2016
Celtic Ireland;(Zelfst/nvt);Burg;8;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Burg 8;51.2094185995302;3.22681657078308;05/07/2016
The Corner;(Zelfst/nvt);Daverlostraat;76;;8310;Assebroek;Brugge;59.210.430-Café-Restaurant;;20080124;Verspreide bewinkeling Assebroek;Overig_Assebroek;Daverlostraat 76;51.2000163097077;3.23834072726345;05/07/2016
Café Mundo;(Zelfst/nvt);Mariastraat;38;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Mariastraat 38;51.2031220536774;3.22293082106494;05/07/2016
Charly's;(Zelfst/nvt);Blankenbergse Steenweg;206;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Blankenbergse Steenweg 206;51.2301786019977;3.20592027772589;05/07/2016
La Soure;(Zelfst/nvt);Eiermarkt;19;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Eiermarkt 19;51.2091950050268;3.22322816748043;05/07/2016
Meneer B;(Zelfst/nvt);Sint-Jakobsstraat;50;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Jakobsstraat 50;51.2107468470445;3.22121042057001;05/07/2016
Dickie's Beer & Grillhouse;(Zelfst/nvt);Vrijdagmarkt;16;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090115;Smedenstraat;Smedenstraat;Vrijdagmarkt 16;51.2055339902908;3.21652746338214;05/07/2016
De Barge;(Zelfst/nvt);Bargeweg;15;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Bargeweg 15;51.1968940109141;3.22756749074163;05/07/2016
La Monnaie;(Zelfst/nvt);Geldmuntstraat;16;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Geldmuntstraat 16;51.2090720420383;3.22213900460177;05/07/2016
't Stokershuis;(Zelfst/nvt);Langestraat;7;;8000;Brugge;Brugge;59.210.123-Café;;20090115;Langestraat;Langestraat;Langestraat 7;51.2098041445997;3.23195263847368;05/07/2016
Carpaccio;(Zelfst/nvt);Noordzandstraat;57;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Noordzandstraat 57;51.2070906291768;3.22001264282638;05/07/2016
La Romagna;(Zelfst/nvt);Braambergstraat;8;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Braambergstraat 8;51.2074001210258;3.2284027102089;05/07/2016
Casa Patata;(Zelfst/nvt);Rozenhoedkaai;6;;8000;Brugge;Brugge;59.210.171-Fastfood;;20090119;Centrum Brugge;Centrum Brugge;Rozenhoedkaai 6;51.2070619898486;3.22770809670272;05/07/2016
Herberghe Vlissinghe 1515;(Zelfst/nvt);Blekersstraat;2;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Blekersstraat 2;51.2128456827436;3.23009991081972;05/07/2016
Joey's Café;(Zelfst/nvt);Zilversteeg;4;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Zilversteeg 4;51.2058692805866;3.22014048032522;05/07/2016
Bras Café;(Zelfst/nvt);'t Zand;9;-10;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 9;51.2058634974067;3.2181150591336;05/07/2016
't Dol-Fijntje;(Zelfst/nvt);Kustlaan;98;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Kustlaan;Kustlaan;Kustlaan 98;51.331906908612;3.20603290834411;05/07/2016
Het Gheestelic Hof;(Zelfst/nvt);Heilige-Geeststraat;2;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Heilige-Geeststraat 2;51.2051181919822;3.22215498095264;05/07/2016
Da Vinci;(Zelfst/nvt);Geldmuntstraat;34;;8000;Brugge;Brugge;59.210.246-Yssalon;;20090119;Centrum Brugge;Centrum Brugge;Geldmuntstraat 34;51.2085293651908;3.22114872430023;05/07/2016
Martin's Visrestaurant;(Zelfst/nvt);Sint-Donaaskerkstraat;19;;8380;Zeebrugge;Brugge;59.210.434-Restaurant;;20090113;Kustlaan;Kustlaan;Sint-Donaaskerkstraat 19;51.3313489089735;3.20644269740846;05/07/2016
De Verbeelding;(Zelfst/nvt);Oude Burg;26;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Oude Burg 26;51.2065648315014;3.22375024158214;05/07/2016
De Gasterie;(Zelfst/nvt);Moerkerkse Steenweg;244;;8310;Sint-Kruis;Brugge;59.210.123-Café;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Moerkerkse Steenweg 244;51.2142750201578;3.25534842516957;05/07/2016
Fritwinkel;(Zelfst/nvt);Astridlaan;218;;8310;Assebroek;Brugge;59.210.171-Fastfood;;20080124;Verspreide bewinkeling Assebroek;Overig_Assebroek;Astridlaan 218;51.1945299276739;3.25835716332605;05/07/2016
Soeur Sourire;(Zelfst/nvt);Katelijnestraat;158;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Katelijnestraat 158;51.1998164763075;3.22899195122661;05/07/2016
Nieuw Zevekote;(Zelfst/nvt);Astridlaan;62;;8310;Assebroek;Brugge;59.210.123-Café;;20090115;Assebroek;Assebroek;Astridlaan 62;51.1994079847934;3.24869947794789;05/07/2016
De 4 Torens;(Zelfst/nvt);Noordhinderstraat;20;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Kustlaan;Kustlaan;Noordhinderstraat 20;51.3323320338366;3.2035380097825;05/07/2016
Kalvarieberg;(Zelfst/nvt);Sint-Clarastraat;163;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Sint-Clarastraat 163;51.2183192231167;3.22412790416466;05/07/2016
Bij Alfredo - De Spaanse Kok;(Zelfst/nvt);Robrecht van Vlaanderenlaan;92;;8200;Sint-Andries;Brugge;59.210.180-Bezorg/Halen;;20080204;Verspreide bewinkeling Sint-Andries;Overig_Sint-Andries;Robrecht van Vlaanderenlaan 92;51.1953864713821;3.19129802211507;05/07/2016
Kempinski Dukes' Palace;(Zelfst/nvt);Prinsenhof;8;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Prinsenhof 8;51.2086109550703;3.21976489988876;05/07/2016
Anurak Thai;(Zelfst/nvt);Oostmeers;130;;8000;Brugge;Brugge;59.210.434-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Oostmeers 130;51.19986216755;3.22006143601714;05/07/2016
Lam;(Zelfst/nvt);Torhoutse Steenweg;13;;8200;Sint-Andries;Brugge;59.210.180-Bezorg/Halen;;20090114;Verspreide bewinkeling Sint-Andries;Overig_Sint-Andries;Torhoutse Steenweg 13;51.2031814502309;3.20834355069561;05/07/2016
Groenighe;(Zelfst/nvt);Korte Vuldersstraat;29;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Korte Vuldersstraat 29;51.2047116104511;3.21942739199636;05/07/2016
Kardinaalshof;(Zelfst/nvt);Sint-Salvatorskerkhof;14;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Salvatorskerkhof 14;51.2049165703654;3.2213205792822;05/07/2016
De Mangerie;(Zelfst/nvt);Oude Burg;20;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Oude Burg 20;51.2067004444134;3.2241121859239;05/07/2016
Bonheur;(Zelfst/nvt);Smedenstraat;44;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090115;Smedenstraat;Smedenstraat;Smedenstraat 44;51.2055425635196;3.21467326368866;05/07/2016
Café Au Lait;(Zelfst/nvt);Noordzandstraat;28;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Noordzandstraat 28;51.2078475849041;3.22027442675135;05/07/2016
Frietkotje;(Zelfst/nvt);Generaal Lemanlaan;15;;8310;Assebroek;Brugge;59.210.171-Fastfood;;20080124;Verspreide bewinkeling Assebroek;Overig_Assebroek;Generaal Lemanlaan 15;51.2024070087567;3.23676469048167;05/07/2016
Coolcat café;(Zelfst/nvt);Eiermarkt;11;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Eiermarkt 11;51.2095795322406;3.22344565308174;05/07/2016
Rembrandt;(Zelfst/nvt);Tijdokstraat;12;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Verspreide bewinkeling Zeebrugge;Overig_Zeebrugge;Tijdokstraat 12;51.330424224486;3.20290507835144;05/07/2016
The 57th Restaurant;(Zelfst/nvt);Wollestraat;29;A;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Wollestraat 29;51.2076887580815;3.22637001752001;05/07/2016
Il Fiore;(Zelfst/nvt);Hauwerstraat;15;;8000;Brugge;Brugge;59.210.123-Café;;20090115;Smedenstraat;Smedenstraat;Hauwerstraat 15;51.2037134933904;3.21510772495373;05/07/2016
Venice Corn;(Zelfst/nvt);Mariastraat;1;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Mariastraat 1;51.2061108866259;3.22306589600231;05/07/2016
De Coulissen;(Zelfst/nvt);Jakob van Ooststraat;4;;8000;Brugge;Brugge;59.210.150-Discotheek;;20090119;Centrum Brugge;Centrum Brugge;Jakob van Ooststraat 4;51.2101128388385;3.22370930468296;05/07/2016
Le Bar;(Zelfst/nvt);Torhoutse Steenweg;481;;8200;Sint-Michiels;Brugge;59.210.430-Café-Restaurant;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Torhoutse Steenweg 481;51.1854894806216;3.19069017645825;05/07/2016
Hotel Lucca;(Zelfst/nvt);Naaldenstraat;30;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Naaldenstraat 30;51.2110330951384;3.22252623083819;05/07/2016
