Naam;Formule;Straat;HuisNr;HuisNrToev;Postcode;Deelgemeente;Gemeente;Branche;Wvo;Check_dat;Winkelgebied;Subcentrum;StrnmEnHuisnr;latWGS84;loWGS84;Aangemaakt op
Maria van Bourgondië;(Zelfst/nvt);Guido Gezelleplein;1;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Guido Gezelleplein 1;51.2051236860603;3.22379851357737;05/07/2016
Bocca;(Zelfst/nvt);Dweersstraat;13;;8000;Brugge;Brugge;59.210.180-Bezorg/Halen;;20090119;Centrum Brugge;Centrum Brugge;Dweersstraat 13;51.2057621719027;3.21973173260444;05/07/2016
Nieuwe Steenweg;(Zelfst/nvt);Moerkerkse Steenweg;8;;8310;Sint-Kruis;Brugge;59.210.123-Café;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Moerkerkse Steenweg 8;51.212933939798;3.24197802602048;05/07/2016
Don Quichotte;(Zelfst/nvt);Eiermarkt;14;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Eiermarkt 14;51.2093058807977;3.22366822404042;05/07/2016
Song-Hua;(Zelfst/nvt);Philipstockstraat;10;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Philipstockstraat 10;51.2093172725608;3.2256844311376;05/07/2016
De Garre;(Zelfst/nvt);De Garre;1;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;De Garre 1;51.2082231483458;3.22566695532565;05/07/2016
Snack Izmir;(Zelfst/nvt);Moerkerkse Steenweg;107;;8310;Sint-Kruis;Brugge;59.210.215-Grillroom/Sh;;20090115;Sint-Kruis;Sint-Kruis;Moerkerkse Steenweg 107;51.2131802908834;3.24643711110968;05/07/2016
Bao Bab Wijnbistro;(Zelfst/nvt);Philipstockstraat;27;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Philipstockstraat 27;51.2097019721792;3.22640006288567;05/07/2016
't Opkikkertje;(Zelfst/nvt);West Gistelhof;13;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;West Gistelhof 13;51.2139516736734;3.22450258671672;05/07/2016
Golden Harvest;(Zelfst/nvt);Koningin Astridlaan;182;;8200;Sint-Michiels;Brugge;59.210.434-Restaurant;;20090113;Express Park;Express Park;Koningin Astridlaan 182;51.1885957675082;3.19809146885024;05/07/2016
't Putje;(Zelfst/nvt);Gistelse Steenweg;390;;8200;Sint-Andries;Brugge;59.210.123-Café;;20090114;Gistelse Steenweg_2;Gistelse Steenweg_2;Gistelse Steenweg 390;51.1990954246297;3.18914781465182;05/07/2016
't Voermanshuys;(Zelfst/nvt);Oude Burg;14;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;Oude Burg 14;51.2070219982161;3.22440869390867;05/07/2016
Bisdom;(Zelfst/nvt);Astridlaan;342;;8310;Assebroek;Brugge;59.210.123-Café;;20080124;Verspreide bewinkeling Assebroek;Overig_Assebroek;Astridlaan 342;51.1941122007884;3.26411392310788;05/07/2016
Los á Moelle;(Zelfst/nvt);Eiermarkt;15;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Eiermarkt 15;51.2092890892582;3.2236095989936;05/07/2016
Mexico;(Zelfst/nvt);Moerkerkse Steenweg;350;;8310;Sint-Kruis;Brugge;59.210.123-Café;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Moerkerkse Steenweg 350;51.2137852640924;3.26119608113073;05/07/2016
Craenenburg;(Zelfst/nvt);Markt;16;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Markt 16;51.208607667928;3.22360787229884;05/07/2016
Central;(Zelfst/nvt);Markt;30;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;Markt 30;51.2094827223509;3.22409928485499;05/07/2016
Olympia;(Zelfst/nvt);Magdalenastraat;16;;8200;Sint-Andries;Brugge;59.210.234-Hotel;;20080204;Verspreide bewinkeling Sint-Andries;Overig_Sint-Andries;Magdalenastraat 16;51.2004439851711;3.20690275771418;05/07/2016
Frituur 't Bootje;(Zelfst/nvt);Langestraat;91;;8000;Brugge;Brugge;59.210.171-Fastfood;;20090115;Langestraat;Langestraat;Langestraat 91;51.2109421101271;3.23593588134798;05/07/2016
Dogas Club;(Zelfst/nvt);Baron de Maerelaan;42;;8380;Zeebrugge;Brugge;59.210.155-Seks/Nachtclubs;;20090113;Zeebrugge-bad;Zeebrugge-bad;Baron de Maerelaan 42;51.3280868406549;3.1840733333542;05/07/2016
Chasse-Spleen;(Zelfst/nvt);Kleine Hoefijzerstraat;3;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Kleine Hoefijzerstraat 3;51.2067956262868;3.21696673976443;05/07/2016
Café Zonder Naam;(Zelfst/nvt);Noordhinderstraat;16;;8380;Zeebrugge;Brugge;59.210.430-Café-Restaurant;;20090113;Kustlaan;Kustlaan;Noordhinderstraat 16;51.3322133291303;3.20372226158433;05/07/2016
De Barrière;(Zelfst/nvt);Blankenbergse Steenweg;257;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Blankenbergse Steenweg 257;51.2304101154845;3.20506915130687;05/07/2016
Best Western;Best Western;Korte Zilverstraat;3;A;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Korte Zilverstraat 3;51.2081875262107;3.22198732094734;05/07/2016
Trium;(Zelfst/nvt);Academiestraat;23;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Academiestraat 23;51.2115667970836;3.22510534456998;05/07/2016
Ter Duinen;(Zelfst/nvt);Langerei;52;;8000;Brugge;Brugge;59.210.234-Hotel;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Langerei 52;51.2172893316573;3.22812040455005;05/07/2016
St Joseph;(Zelfst/nvt);Stationsstraat;31;;8380;Lissewege;Brugge;59.210.123-Café;;20080109;Verspreide bewinkeling Lissewege;Overig_Lissewege;Stationsstraat 31;51.2941055861321;3.1944119696002;05/07/2016
Beethoven;(Zelfst/nvt);Sint-Amandsstraat;6;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 6;51.2085935968822;3.22323186170296;05/07/2016
Jin Yan Lou;(Zelfst/nvt);Baron de Maerelaan;58;;8380;Zeebrugge;Brugge;59.210.434-Restaurant;;20090113;Zeebrugge-bad;Zeebrugge-bad;Baron de Maerelaan 58;51.3275139527088;3.18460950659441;05/07/2016
't Stadion;(Zelfst/nvt);Gistelse Steenweg;503;;8200;Sint-Andries;Brugge;59.210.171-Fastfood;;20090114;Centrum Sint-Andries;Centrum Sint-Andries;Gistelse Steenweg 503;51.1967119608536;3.17831117346052;05/07/2016
Ibis Hotel;Ibis Hotel;Katelijnestraat;65;A;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Katelijnestraat 65;51.2022780352285;3.22660575789757;05/07/2016
Faluche;(Zelfst/nvt);Maalse Steenweg;195;;8310;Sint-Kruis;Brugge;59.210.333-Lunchroom;;20090115;Baanconcentratie Maalse Steenweg;Baanconcentratie Maalse Steenweg;Maalse Steenweg 195;51.2093673788206;3.25228122161205;05/07/2016
Albert I;(Zelfst/nvt);Koning Albert I Laan;2;;8200;Sint-Michiels;Brugge;59.210.234-Hotel;;20080219;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Koning Albert I Laan 2;51.2037857887998;3.2172937454883;05/07/2016
Den Voerman;(Zelfst/nvt);Maalse Steenweg;2;;8310;Sint-Kruis;Brugge;59.210.434-Restaurant;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Maalse Steenweg 2;51.2119510067187;3.24183202110041;05/07/2016
't Zonneke;(Zelfst/nvt);Genthof;5;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Genthof 5;51.2120278765365;3.22604976234834;05/07/2016
Bistro De Mosselkelder;(Zelfst/nvt);Huidenvettersplein;5;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Huidenvettersplein 5;51.2079053791203;3.22780185520579;05/07/2016
't Zandkoekje;(Zelfst/nvt);Smedenstraat;7;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090115;Smedenstraat;Smedenstraat;Smedenstraat 7;51.2055045296327;3.21612049828066;05/07/2016
Den Express;(Zelfst/nvt);Stationsplein;5;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Stationsplein 5;51.1975912546949;3.21784311879849;05/07/2016
't Nieuw Walnutje;(Zelfst/nvt);Walplein;4;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Walplein 4;51.2026423243224;3.22461015941386;05/07/2016
Walburg;(Zelfst/nvt);Boomgaardstraat;13;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Boomgaardstraat 13;51.2101984020343;3.23029181012333;05/07/2016
Coffee Time Bruges;(Zelfst/nvt);Onze-Lieve-Vrouwekerkhof-Zuid;18;A;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Onze-Lieve-Vrouwekerkhof-Zuid 18;51.2041267479758;3.22448337644099;05/07/2016
Botaniek;(Zelfst/nvt);Waalsestraat;23;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Waalsestraat 23;51.2076480385931;3.22971755899967;05/07/2016
The Sailor;(Zelfst/nvt);Wandelaarstraat;8;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Kustlaan;Kustlaan;Wandelaarstraat 8;51.3325069235212;3.2049450312253;05/07/2016
Guapa;(Zelfst/nvt);Gistelse Steenweg;480;;8200;Sint-Andries;Brugge;59.210.123-Café;;20090114;Centrum Sint-Andries;Centrum Sint-Andries;Gistelse Steenweg 480;51.1979447808133;3.18336495377293;05/07/2016
Ganzespel;(Zelfst/nvt);Ganzenstraat;37;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080118;Verspreide bewinkeling Brugge;Overig_Brugge;Ganzenstraat 37;51.2085388672207;3.23571564563092;05/07/2016
Den Arend;(Zelfst/nvt);Drie-Koningenweg;2;;8310;Sint-Kruis;Brugge;59.210.123-Café;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Drie-Koningenweg 2;51.2120802915714;3.24165731253498;05/07/2016
't Zonnekin;(Zelfst/nvt);Zilverpand;14;;8000;Brugge;Brugge;59.210.333-Lunchroom;;20090119;Centrum Brugge;Centrum Brugge;Zilverpand 14;51.2064423338958;3.22020016751253;05/07/2016
China;(Zelfst/nvt);Zuidzandstraat;45;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Zuidzandstraat 45;51.2050253927021;3.2185655484716;05/07/2016
Slabbinck;(Zelfst/nvt);Wandelaarstraat;2;;8380;Zeebrugge;Brugge;59.210.434-Restaurant;;20090113;Kustlaan;Kustlaan;Wandelaarstraat 2;51.332225265462;3.20517404997385;05/07/2016
Bonobo;(Zelfst/nvt);Goezeputstraat;5;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Goezeputstraat 5;51.2045008024742;3.2224228763336;05/07/2016
Pili Pili;(Zelfst/nvt);Hoogstraat;17;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Hoogstraat 17;51.2097027365212;3.22888146712222;05/07/2016
Krokantino;(Zelfst/nvt);Dampoortstraat;263;;8310;Sint-Kruis;Brugge;59.210.333-Lunchroom;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Dampoortstraat 263;51.219664945808;3.23668364124858;05/07/2016
Oud Huis De Peellaert;(Zelfst/nvt);Hoogstraat;20;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Hoogstraat 20;51.2095826362019;3.22952643261094;05/07/2016
Square;(Zelfst/nvt);Torhoutse Steenweg;1;;8200;Sint-Andries;Brugge;59.210.123-Café;;20090114;Verspreide bewinkeling Sint-Andries;Overig_Sint-Andries;Torhoutse Steenweg 1;51.2034249303347;3.20871012265234;05/07/2016
De kleine nachtwinkel;(Zelfst/nvt);Sint-Jakobsstraat;60;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Sint-Jakobsstraat 60;51.2109230888153;3.22110092272956;05/07/2016
Bourgoensch Hof;(Zelfst/nvt);Wollestraat;39;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Wollestraat 39;51.2075246840721;3.2266599840519;05/07/2016
Westminster;(Zelfst/nvt);Havenstraat;4;;8000;Brugge;Brugge;59.210.123-Café;;20090115;Fort Lapin;Fort Lapin;Havenstraat 4;51.2229685530083;3.2274906526575;05/07/2016
Seawitch;(Zelfst/nvt);Vismijnstraat;42;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Kustlaan;Kustlaan;Vismijnstraat 42;51.3327910944702;3.20532638575202;05/07/2016
Club Ibiza;(Zelfst/nvt);Gistelse Steenweg;116;;8200;Sint-Andries;Brugge;59.210.155-Seks/Nachtclubs;;20090114;Gistelse Steenweg_1;Gistelse Steenweg_1;Gistelse Steenweg 116;51.2022798311416;3.20350903433505;05/07/2016
De Nieuwe Welkom;(Zelfst/nvt);Julius Dooghelaan;89;;8310;Sint-Kruis;Brugge;59.210.123-Café;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Julius Dooghelaan 89;51.2179273493814;3.2391781347933;05/07/2016
De peerdeblomme;(Zelfst/nvt);Weidestraat;313;;8310;Assebroek;Brugge;59.210.430-Café-Restaurant;;20080124;Verspreide bewinkeling Assebroek;Overig_Assebroek;Weidestraat 313;51.1918719775146;3.26384788554158;05/07/2016
De Bottelier;(Zelfst/nvt);Sint-Jakobsstraat;63;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Jakobsstraat 63;51.2113492807262;3.22059598257579;05/07/2016
't Speelmanshuys;(Zelfst/nvt);'t Zand;3;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 3;51.2061711795096;3.21757986331824;05/07/2016
De Bocarme;(Zelfst/nvt);Philipstockstraat;9;#1;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Philipstockstraat 9;51.2095936719416;3.22526624312841;05/07/2016
De Lange Muur;(Zelfst/nvt);Sint-Amandsstraat;11;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 11;51.2083274761925;3.22303545857995;05/07/2016
De Pepermolen;(Zelfst/nvt);Langestraat;16;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Langestraat;Langestraat;Langestraat 16;51.2095993118363;3.23222329678372;05/07/2016
Klein Noorwegen;(Zelfst/nvt);Maalse Steenweg;14;;8310;Sint-Kruis;Brugge;59.210.123-Café;;20080123;Verspreide bewinkeling Sint-Kruis;Overig_Sint-Kruis;Maalse Steenweg 14;51.2116171099389;3.24205963933358;05/07/2016
't Zandpoortje;(Zelfst/nvt);'t Zand;2;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 2;51.2060537060181;3.21741673062389;05/07/2016
Ship-Otel;(Zelfst/nvt);Kapitein Fryattstraat;6;;8380;Zeebrugge;Brugge;59.210.123-Café;;20080109;Verspreide bewinkeling Zeebrugge;Overig_Zeebrugge;Kapitein Fryattstraat 6;51.3279453597067;3.19642135201031;05/07/2016
Mozarthuys;(Zelfst/nvt);Huidenvettersplein;2;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Huidenvettersplein 2;51.2077967041421;3.22782849531246;05/07/2016
't Zand;(Zelfst/nvt);'t Zand;21;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 21;51.2047779415986;3.21862145498268;05/07/2016
Eethuis De Jonkman;(Zelfst/nvt);Maalse Steenweg;438;;8310;Sint-Kruis;Brugge;59.210.434-Restaurant;;20090115;Baanconcentratie Maalse Steenweg;Baanconcentratie Maalse Steenweg;Maalse Steenweg 438;51.2076899859301;3.27830578855992;05/07/2016
Campanile;Campanile;Jagersstraat;20;;8200;Sint-Michiels;Brugge;59.210.235-Hotel-Rest;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Jagersstraat 20;51.1811072816347;3.20585172369115;05/07/2016
't Risico;(Zelfst/nvt);Jeruzalemstraat;53;;8000;Brugge;Brugge;59.210.434-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Jeruzalemstraat 53;51.2124098513479;3.23322311144685;05/07/2016
Cordoeanier;(Zelfst/nvt);Cordoeaniersstraat;18;;8000;Brugge;Brugge;59.210.235-Hotel-Rest;;20090119;Centrum Brugge;Centrum Brugge;Cordoeaniersstraat 18;51.2101011116433;3.22609141119592;05/07/2016
Frituur 't Peerdeke;(Zelfst/nvt);Gaston Roelandtsplein;2;;8310;Assebroek;Brugge;59.210.171-Fastfood;;20090115;Assebroek;Assebroek;Gaston Roelandtsplein 2;51.2009921610941;3.24613624160115;05/07/2016
Lokkedize;(Zelfst/nvt);Korte Vuldersstraat;33;C;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Korte Vuldersstraat 33;51.204710420687;3.21918576168602;05/07/2016
In den Witten Kop;(Zelfst/nvt);Sint-Jakobsstraat;14;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Sint-Jakobsstraat 14;51.2095706837796;3.22241271466491;05/07/2016
In de Plantenmarkt;(Zelfst/nvt);Sint-Amandsstraat;2;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Sint-Amandsstraat 2;51.2085853490112;3.22345713972442;05/07/2016
't Frietje;(Zelfst/nvt);Baron Ruzettelaan;445;A;8310;Assebroek;Brugge;59.210.171-Fastfood;;20090113;Baanconcentratie Baron Ruzettelaan;Baanconcentratie Baron Ruzettelaan;Baron Ruzettelaan 445;51.1814176431827;3.23541684037474;05/07/2016
Monte Carlo;(Zelfst/nvt);Baron de Maerelaan;50;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Zeebrugge-bad;Zeebrugge-bad;Baron de Maerelaan 50;51.327763410344;3.18440894930892;05/07/2016
Ambrosius;(Zelfst/nvt);Zeedijk;11;;8380;Zeebrugge;Brugge;59.210.430-Café-Restaurant;;20090113;Zeebrugge-bad;Zeebrugge-bad;Zeedijk 11;51.3291987678161;3.18043075254198;05/07/2016
Sumo;(Zelfst/nvt);Moerkerkse Steenweg;141;;8310;Sint-Kruis;Brugge;59.210.434-Restaurant;;20090115;Sint-Kruis;Sint-Kruis;Moerkerkse Steenweg 141;51.213476030779;3.24829535931282;05/07/2016
De Bronne;(Zelfst/nvt);Calvariebergstraat;50;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Calvariebergstraat 50;51.2193295457315;3.22614586992817;05/07/2016
Sint-Barbe;(Zelfst/nvt);Sint-Annaplein;29;;8000;Brugge;Brugge;59.210.434-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Sint-Annaplein 29;51.2117367630043;3.23215831987312;05/07/2016
Gulden Vlies;(Zelfst/nvt);Koningin Elisabethlaan;40;;8000;Brugge;Brugge;59.210.234-Hotel;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Koningin Elisabethlaan 40;51.2160856740314;3.21799027848535;05/07/2016
The Night;(Zelfst/nvt);Tillegemstraat;55;;8200;Sint-Michiels;Brugge;59.210.123-Café;;20080219;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Tillegemstraat 55;51.1808704310136;3.20404148649006;05/07/2016
Groenhove;(Zelfst/nvt);Gulden-Peerdenstraat;30;;8310;Assebroek;Brugge;59.210.234-Hotel;;20080124;Verspreide bewinkeling Assebroek;Overig_Assebroek;Gulden-Peerdenstraat 30;51.2003008214251;3.24362768699439;05/07/2016
Mayflower;(Zelfst/nvt);Bargeweg;13;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Bargeweg 13;51.1971753310766;3.22765836744184;05/07/2016
Lagaar;(Zelfst/nvt);Baron de Maerelaan;4;;8380;Zeebrugge;Brugge;59.210.430-Café-Restaurant;;20090113;Zeebrugge-bad;Zeebrugge-bad;Baron de Maerelaan 4;51.3295120619857;3.18290319231943;05/07/2016
Ter Halle;(Zelfst/nvt);Geernaartstraat;1;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Geernaartstraat 1;51.2092400205483;3.22368828926838;05/07/2016
Hertog Jan;(Zelfst/nvt);Torhoutse Steenweg;479;;8200;Sint-Michiels;Brugge;59.210.434-Restaurant;;20080204;Verspreide bewinkeling Sint-Michiels;Overig_Sint-Michiels;Torhoutse Steenweg 479;51.1858568578217;3.19092431365817;05/07/2016
Den Gouden Karpel;(Zelfst/nvt);Huidenvettersplein;4;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Huidenvettersplein 4;51.2077185791933;3.22789866468414;05/07/2016
Zen;(Zelfst/nvt);Beenhouwersstraat;117;;8000;Brugge;Brugge;59.210.434-Restaurant;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Beenhouwersstraat 117;51.2112775462896;3.21477311349297;05/07/2016
Brsserie Fort van Beieren;(Zelfst/nvt);Gemene-Weidestraat;51;;8000;Koolkerke;Brugge;59.210.434-Restaurant;;20080111;Verspreide bewinkeling Koolkerke;Overig_Koolkerke;Gemene-Weidestraat 51;51.2356237349653;3.24927324731767;05/07/2016
Carrello;(Zelfst/nvt);Langestraat;136;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090115;Langestraat;Langestraat;Langestraat 136;51.2123154711724;3.23849295280828;05/07/2016
Dolle Dries;(Zelfst/nvt);Westmeers;13;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Westmeers 13;51.2040089822617;3.21986713257995;05/07/2016
Rica Rokk;(Zelfst/nvt);'t Zand;6;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;'t Zand 6;51.2059350061145;3.21808008996403;05/07/2016
Du Gaz;(Zelfst/nvt);Scheepsdalelaan;48;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090114;Blankenbergse Steenweg;Blankenbergse Steenweg;Scheepsdalelaan 48;51.2177869238811;3.21229262878761;05/07/2016
Volkshuis;(Zelfst/nvt);Braambergstraat;11;;8000;Brugge;Brugge;59.210.430-Café-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Braambergstraat 11;51.2079227705249;3.22888435896426;05/07/2016
De Brugse Hanze;(Zelfst/nvt);Steenstraat;96;#3;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Steenstraat 96;51.2062254386267;3.22077739040879;05/07/2016
Nieuw Gemeentehuis;(Zelfst/nvt);Gaston Roelandtsplein;22;;8310;Assebroek;Brugge;59.210.123-Café;;20090115;Assebroek;Assebroek;Gaston Roelandtsplein 22;51.2005581879105;3.24595484607887;05/07/2016
't Klein Venetië;(Zelfst/nvt);Braambergstraat;1;;8000;Brugge;Brugge;59.210.123-Café;;20090119;Centrum Brugge;Centrum Brugge;Braambergstraat 1;51.2074592534933;3.22792529773107;05/07/2016
Academie;(Zelfst/nvt);Wijngaardstraat;7;;8000;Brugge;Brugge;59.210.234-Hotel;;20090119;Centrum Brugge;Centrum Brugge;Wijngaardstraat 7;51.2021779005091;3.22559735278176;05/07/2016
Bras (Beach);(Zelfst/nvt);Zeedijk;4;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Zeebrugge-bad;Zeebrugge-bad;Zeedijk 4;51.3293897494165;3.18133407350733;05/07/2016
De Witte Raaf;(Zelfst/nvt);Hallenstraat;4;sis;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Hallenstraat 4;51.2079844365435;3.22435004013333;05/07/2016
Beaufort;(Zelfst/nvt);Baron de Maerelaan;36;;8380;Zeebrugge;Brugge;59.210.123-Café;;20090113;Zeebrugge-bad;Zeebrugge-bad;Baron de Maerelaan 36;51.3283273007644;3.18378421676962;05/07/2016
La Civiere D'or;(Zelfst/nvt);Markt;33;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090119;Centrum Brugge;Centrum Brugge;Markt 33;51.2094178111572;3.22445694555566;05/07/2016
Frietshop;(Zelfst/nvt);Havenstraat;6;;8000;Brugge;Brugge;59.210.171-Fastfood;;20090115;Fort Lapin;Fort Lapin;Havenstraat 6;51.2230286384954;3.22747257363071;05/07/2016
Clos Du Midi;(Zelfst/nvt);Gistelse Steenweg;348;;8200;Sint-Andries;Brugge;59.210.430-Café-Restaurant;;20090114;Gistelse Steenweg_2;Gistelse Steenweg_2;Gistelse Steenweg 348;51.1995287950336;3.19111973813779;05/07/2016
Frituur Veerle;(Zelfst/nvt);Westkapelse Steenweg;2;;8380;Dudzele;Brugge;59.210.171-Fastfood;;20090113;Centrum Dudzele;Centrum Dudzele;Westkapelse Steenweg 2;51.2737815324349;3.2250194541346;05/07/2016
Cohiba;(Zelfst/nvt);Torhoutse Steenweg;250;;8200;Sint-Andries;Brugge;59.210.430-Café-Restaurant;;20080204;Verspreide bewinkeling Sint-Andries;Overig_Sint-Andries;Torhoutse Steenweg 250;51.1942597899636;3.19803979021287;05/07/2016
Brouwershof;(Zelfst/nvt);Canadaplein;1;;8200;Sint-Andries;Brugge;59.210.123-Café;;20090114;Verspreide bewinkeling Sint-Andries;Overig_Sint-Andries;Canadaplein 1;51.2034019380534;3.20896526030379;05/07/2016
Pannenhuis;(Zelfst/nvt);Zandstraat;2;;8200;Sint-Andries;Brugge;59.210.235-Hotel-Rest;;20090114;Gistelse Steenweg_1;Gistelse Steenweg_1;Zandstraat 2;51.2034187761735;3.20501721908089;05/07/2016
Bolero;(Zelfst/nvt);Garenmarkt;32;;8000;Brugge;Brugge;59.210.123-Café;;20080122;Verspreide bewinkeling Brugge;Overig_Brugge;Garenmarkt 32;51.2043451940406;3.22934437192514;05/07/2016
De Muppets;(Zelfst/nvt);Langestraat;94;;8000;Brugge;Brugge;59.210.123-Café;;20090115;Langestraat;Langestraat;Langestraat 94;51.2107255340243;3.2360702864312;05/07/2016
't Stil Ende;(Zelfst/nvt);Scheepsdalelaan;12;;8000;Brugge;Brugge;59.210.434-Restaurant;;20090114;Blankenbergse Steenweg;Blankenbergse Steenweg;Scheepsdalelaan 12;51.2163974073737;3.21454130405137;05/07/2016
