Datum;PM 1;PM 2,5;PM 10;G;H;I;J;K;L;M;N;O;P;Q;R;Longitude;Latitude;latWGS84;loWGS84;Aangemaakt op
20180109;22.92;25.23;30.72;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180110;15.48;17.98;23.08;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180111;17.98;19.24;20.81;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180112;26.82;30.14;34.02;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180113;30.34;33.15;37.23;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180114;27.44;29.29;33.01;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180115;14.69;16.25;19.40;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180116;3.25;6.32;13.28;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180117;3.50;7.28;15.72;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180118;3.09;5.53;11.10;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180119;4.47;7.12;14.71;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180120;8.95;10.37;13.30;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180121;6.72;8.15;10.84;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180122;5.06;8.06;12.90;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180123;5.10;7.19;12.13;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180124;2.15;3.04;7.16;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180125;6.19;9.59;19.69;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180126;10.06;13.12;19.85;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180127;15.07;16.66;20.02;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180128;5.45;7.52;10.69;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180129;3.34;5.94;11.12;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180130;9.04;12.22;21.91;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180131;2.69;4.14;7.10;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180201;2.84;5.01;10.09;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180202;3.42;6.00;11.38;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180203;8.84;10.18;12.43;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180204;6.38;7.22;9.21;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180205;13.90;14.67;16.74;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180206;20.61;21.77;24.74;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180207;14.69;16.19;22.26;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180208;17.52;20.34;31.11;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180209;21.25;22.75;27.54;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180210;5.22;8.05;14.41;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180211;2.76;4.53;8.47;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180212;3.97;6.75;14.53;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180213;6.17;8.15;13.82;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180214;9.49;11.53;18.39;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180215;7.13;9.85;14.85;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180216;8.13;12.19;22.40;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180217;17.22;20.57;28.04;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180218;31.60;35.06;42.26;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180219;23.51;25.02;27.84;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180220;33.58;35.83;41.03;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180221;50.42;53.08;57.45;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180222;24.96;26.41;30.30;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180223;21.11;22.21;25.85;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180224;15.62;16.97;21.42;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180225;6.84;7.58;10.09;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180226;8.44;9.15;11.76;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180227;6.06;6.71;9.33;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180228;20.86;22.69;30.52;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180301;24.78;28.12;44.71;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180302;39.63;42.94;54.03;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180303;66.83;70.59;74.68;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180304;20.47;22.10;24.54;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180305;12.05;13.95;19.51;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180306;11.82;14.59;26.18;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180307;11.56;13.02;16.85;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180308;4.30;6.92;13.00;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180309;10.00;12.89;20.80;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180310;12.51;13.79;17.81;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180311;9.41;11.03;15.15;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180312;4.87;6.44;11.67;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180313;6.37;8.29;12.36;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180314;12.20;13.95;18.69;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180315;12.28;13.51;17.25;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180316;12.25;15.33;22.79;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180317;15.09;15.87;18.21;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180318;13.79;15.19;21.91;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180319;9.53;10.96;17.60;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180320;4.96;9.16;18.95;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180321;7.63;10.86;17.39;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180322;10.51;13.49;18.21;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180323;12.17;14.43;21.56;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180324;16.29;17.47;21.00;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180405;6.26;8.65;15.62;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180406;7.50;9.67;15.39;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180407;7.68;10.42;18.43;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180408;19.04;21.75;25.10;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180409;20.59;23.65;29.57;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180410;15.40;17.40;22.26;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180411;16.56;18.13;22.60;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180412;38.98;41.59;46.60;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180413;23.80;26.03;30.47;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180414;27.88;29.79;33.07;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180415;15.44;16.68;19.76;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180416;4.30;7.70;14.12;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180417;7.31;11.29;21.66;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180418;11.08;15.11;27.39;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180419;15.10;18.79;34.79;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180420;31.57;35.38;48.25;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180421;34.44;37.93;45.94;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180422;19.71;24.24;37.46;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
20180423;6.12;8.44;15.20;;;;;;;;;;;;;3.221186;51.251561;;;22/10/2018
