Oppervl;Lengte;Oidn;Uidn;Codsec;Niscode;Sec;Secnaam;NAAM;OPPERVLAKTE;DEELGEMEENTE_ID;DEELGEM_CODE;latWGS84;loWGS84;Aangemaakt op
258841,01;2183,51;5385;5385;31005A2MA;31005;A2MA;AZ SINT-JAN;Sint-Pieters;15838546;4;SPSP;51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125;3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567;22/06/2016
560723,70;3823,24;5480;5480;31005H021;31005;H021;PASTORIESTRAAT;Sint-Andries;19090184;10;AN;51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496,51.2006833704496;3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814,3.18211301810814;22/06/2016
276467,25;2824,60;5376;5376;31005A023;31005;A023;SINT-SALVATOR;Brugge-Centrum;4269702;12;BRBR;51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885,51.209908284885;3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193,3.22161478908193;22/06/2016
496336,09;3552,90;5464;5464;31005G010;31005;G010;KAAS EN BROOD - DOORNHAAG;Sint-Michiels;11360590;7;MC;51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234,51.1840032273234;3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451,3.22460778721451;22/06/2016
229101,05;2303,96;5427;5427;31005D00-;31005;D00-;KOOLKERKE-CENTRUM;Koolkerke;4158230;5;SPKO;51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028,51.2438170311028;3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798,3.25078249169798;22/06/2016
1052752,18;4138,20;5482;5482;31005H052;31005;H052;KOUDE KEUKEN;Sint-Andries;19090184;10;AN;51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989,51.2059825663989;3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709,3.19217443690709;22/06/2016
5574317,34;9806,66;5401;5401;31005A671;31005;A671;INDUSTRIEPARK;Dudzele;28363985;13;ZBDU;51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519,51.2695439608519;3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706,3.21441467191706;22/06/2016
419013,43;3866,16;5474;5474;31005G402;31005;G402;XAVERIANEN;Sint-Michiels;11360590;7;MC;51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542,51.194024361542;3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225,3.21357296231225;22/06/2016
360606,23;2723,72;5445;5445;31005F001;31005;F001;VERRE ASSEBROEK;Assebroek;8846819;8;AB;51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926,51.1966105211926;3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084,3.26832272267084;22/06/2016
202091,28;3980,62;5422;5422;31005C023;31005;C023;STATIESTRAAT;Sint-Pieters;15838546;4;SPSP;51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297,51.2697750039297;3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514,3.21434059848514;22/06/2016
2587120,23;7037,41;5417;5417;31005B771;31005;B771;BUITENHAVEN;Zeebrugge;20302262;1;ZBZB;51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188,51.3402498458188;3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869,3.21596487726869;22/06/2016
2261980,52;7494,36;5491;5491;31005H190;31005;H190;TER LUCHT - TER WIND;Sint-Andries;19090184;10;AN;51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655,51.2172899061655;3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458,3.18860475263458;22/06/2016
