Oppervl;Lengte;Oidn;Uidn;Codsec;Niscode;Sec;Secnaam;NAAM;OPPERVLAKTE;DEELGEMEENTE_ID;DEELGEM_CODE;latWGS84;loWGS84;Aangemaakt op
785282,06;4438,86;5485;5485;31005H101;31005;H101;SINT-BAAFS;Sint-Andries;19090184;10;AN;51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882,51.2049951064882;3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934,3.20870245245934;22/06/2016
381157,01;2532,15;5451;5451;31005F101;31005;F101;ASSUMPTA;Assebroek;8846819;8;AB;51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461,51.1980615312461;3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774,3.25595467161774;22/06/2016
953330,92;4371,68;5493;5493;31005H210;31005;H210;ZEVENBERGEN;Sint-Andries;19090184;10;AN;51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764,51.188764303764;3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126,3.18881690419126;22/06/2016
661695,05;3686,42;5492;5492;31005H201;31005;H201;LEOPOLDWIJK;Sint-Andries;19090184;10;AN;51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707,51.1925397763707;3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161,3.19789665760161;22/06/2016
547265,10;3677,36;5409;5409;31005B400;31005;B400;ZEEBRUGGE - DORP;Zeebrugge;20302262;1;ZBZB;51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851,51.3288641140851;3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862,3.21399956117862;22/06/2016
6078994,04;13652,25;5412;5412;31005B479;31005;B479;ZEEBRUGGE POLDER - STROOIEN;Dudzele;28363985;13;ZBDU;51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233,51.3190064627233;3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781,3.23503716142781;22/06/2016
586648,43;3990,40;5372;5372;3100514MQ;31005;14MQ;MBZ;Zeebrugge;20302262;1;ZBZB;51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943,51.3390919180943;3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294,3.22803929812294;22/06/2016
250473,97;2233,89;5439;5439;31005E112;31005;E112;MALEHOEK-WEST;Sint-Kruis;13984673;9;SK;51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498,51.2132388867498;3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278,3.277091227278;22/06/2016
823768,52;4708,15;5490;5490;31005H170;31005;H170;WAGGELWATER;Sint-Andries;19090184;10;AN;51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125,51.2181862985125;3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567,3.1975261165567;22/06/2016
300541,63;3271,72;5420;5420;31005C00-;31005;C00-;DUDZELE-CENTRUM;Dudzele;28363985;13;ZBDU;51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033,51.276903860033;3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864,3.22099451648864;22/06/2016
282724,85;2385,53;5389;5389;31005A323;31005;A323;BOMMELBEEK;Sint-Jozef;2471588;6;SPSJ;51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688,51.2338784538688;3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334,3.23055734444334;22/06/2016
