Id;Straatnaam;Wegbeheer;latWGS84;loWGS84;Aangemaakt op
596;Burg.A. Van Renterghemstraat;Stad;51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419,51.1963245672419;3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283,3.24445575430283;15/09/2016
674;Kartuizersmeers;Stad;51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908,51.2174917524908;3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744,3.24405638975744;15/09/2016
811;Oudekerkstraat;Stad;51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332,51.1910299602332;3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959,3.20578157949959;15/09/2016
444;Sint-Gilliskoorstraat;Stad;51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252,51.2147051185252;3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093,3.22740124805093;15/09/2016
0;;;51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268,51.2006826603268;3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571,3.27418645802571;15/09/2016
660;Dr. Zamenhoflaan;Stad;51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433,51.2142757827433;3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108,3.26346128124108;15/09/2016
753;Weinebruggelaan;Stad;51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266,51.1795563569266;3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452,3.21254809294452;15/09/2016
56;Ezelpoort;Stad;51.2157685524137,51.2157685524137,51.2157685524137,51.2157685524137,51.2157685524137,51.2157685524137,51.2157685524137,51.2157685524137,51.2157685524137,51.2157685524137;3.21660315305015,3.21660315305015,3.21660315305015,3.21660315305015,3.21660315305015,3.21660315305015,3.21660315305015,3.21660315305015,3.21660315305015,3.21660315305015;15/09/2016
357;Kipstraat;Stad;51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343,51.2118658584343;3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421,3.22403528839421;15/09/2016
701;'t Veld;Stad;51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453,51.2116374203453;3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013,3.25435602645013;15/09/2016
364;Blinde-Ezelstraat;Stad;51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728,51.2082008929728;3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542,3.22744226074542;15/09/2016
899;Mezenstraat;Stad;51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744,51.23222160744;3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415,3.23191384290415;15/09/2016
1121;Tulpenstraat;Stad;51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564,51.1941928606564;3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319,3.23734934674319;15/09/2016
728;Sint-Lucaslaan;Stad;51.1876897704074,51.1876897704074,51.1876897704074,51.1876897704074,51.1876897704074,51.1876897704074,51.1876897704074,51.1876897704074,51.1876897704074,51.1876897704074,51.1876897704074;3.24932175933216,3.24932175933216,3.24932175933216,3.24932175933216,3.24932175933216,3.24932175933216,3.24932175933216,3.24932175933216,3.24932175933216,3.24932175933216,3.24932175933216;15/09/2016
599;Pletsteen;Stad;51.198230234406,51.198230234406,51.198230234406,51.198230234406,51.198230234406,51.198230234406,51.198230234406,51.198230234406,51.198230234406,51.198230234406,51.198230234406,51.198230234406,51.198230234406;3.24731672595336,3.24731672595336,3.24731672595336,3.24731672595336,3.24731672595336,3.24731672595336,3.24731672595336,3.24731672595336,3.24731672595336,3.24731672595336,3.24731672595336,3.24731672595336,3.24731672595336;15/09/2016
984;Zandwege;Stad;51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734,51.2277303273734;3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123,3.19562722813123;15/09/2016
639;Lodewijk van Malestraat;Stad;51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168,51.2077512247168;3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399,3.28737352403399;15/09/2016
488;Jan Boninstraat;Stad;51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943,51.21288814943;3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604,3.21879793490604;15/09/2016
1018;Gijzeleweg;Stad;51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065,51.2943413621065;3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763,3.1946999031763;15/09/2016
