Id;Nr;Id_1;Wijk;Naam;Capaciteit;Ingenomen;Beschikbaar;Bewoner;Buitenlander;Andere;Bezet;Bezetgraad;AandBew;AandBuit;AandAnder;latWGS84;loWGS84;Aangemaakt op
0;601202;601202;6;Langestraat (Predikherenstraat - Ganzenstraat) onpaar (noord);9;;9;1;0;6;6;0.77777777777778;0.14285714285714;0;0.85714285714286;51.2097274577582,51.2097274577582,51.2097274577582,51.2097274577582,51.2097274577582,51.2097274577582,51.2097274577582,51.2097274577582;3.23241389261832,3.23241389261832,3.23241389261832,3.23241389261832,3.23241389261832,3.23241389261832,3.23241389261832,3.23241389261832;12/08/2016
0;102300;102300;1;Prinsenhof;0;;0;0;0;1;1;10;0;0;1;51.2081586061405,51.2081586061405,51.2081586061405;3.22079809343964,3.22079809343964,3.22079809343964;12/08/2016
0;1200401;1200401;12;Boomgaardstraat onpaar (oost);13;1;12;4;1;1;1;0.5;0.66666666666667;0.16666666666667;0.16666666666667;51.2100135978246,51.2100135978246,51.2100135978246,51.2100135978246,51.2100135978246,51.2100135978246,51.2100135978246,51.2100135978246;3.23035535681941,3.23035535681941,3.23035535681941,3.23035535681941,3.23035535681941,3.23035535681941,3.23035535681941,3.23035535681941;12/08/2016
0;1101601;1101601;11;Korte Vulderstraat (Hoogste van Brugge - Westmeers) paar (noord);6;;6;8;0;3;3;1.8333333333333;0.72727272727273;0;0.27272727272727;51.2049575354066,51.2049575354066,51.2049575354066,51.2049575354066,51.2049575354066;3.21885684505954,3.21885684505954,3.21885684505954,3.21885684505954,3.21885684505954;12/08/2016
0;401003;401003;4;Lange Rei (Snaggaardstraat - Carmerstraat) kant water (oost);33;;33;8;1;20;20;0.87878787878788;0.27586206896552;0.03448275862069;0.68965517241379;51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854,51.213681025854;3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713,3.22851674195713;12/08/2016
0;700204;700204;7;Boninvest (Gapaardstraat - Violierstraat) paar (west);3;;3;0;0;0;0;0;0;0;0;51.2056839520796,51.2056839520796,51.2056839520796,51.2056839520796,51.2056839520796,51.2056839520796;3.23552484840607,3.23552484840607,3.23552484840607,3.23552484840607,3.23552484840607,3.23552484840607;12/08/2016
0;702003;702003;7;Violierstraat (Vizierstraat - Boninvest) onpaar (noord);0;;0;0;0;0;0;0;0;0;0;51.204717467814,51.204717467814;3.23528267679004,3.23528267679004;12/08/2016
0;501002;501002;5;Joost de Damhouderstraat paar (west);18;;18;11;0;3;3;0.77777777777778;0.78571428571429;0;0.21428571428571;51.2117271461791,51.2117271461791,51.2117271461791;3.23200172890965,3.23200172890965,3.23200172890965;12/08/2016
0;1201700;1201700;12;Huidenvettersplein;0;;0;0;0;0;0;0;0;0;0;51.207904758185,51.207904758185;3.22761738508966,3.22761738508966;12/08/2016
0;1000902;1000902;10;Hendrik Consciencelaan (Sint-Maartensblik - Hauwerstraat) kant huizen (oost);9;;9;5;0;0;0;0.55555555555556;1;0;0;51.2041629050253,51.2041629050253;3.21354152486137,3.21354152486137;12/08/2016
0;601001;601001;6;Koopmansstraat onpaar (noord);8;;8;7;0;1;1;1;0.875;0;0.125;51.2113615885184,51.2113615885184,51.2113615885184,51.2113615885184;3.23690169540555,3.23690169540555,3.23690169540555,3.23690169540555;12/08/2016
0;1100704;1100704;11;Goezeputstraat (Westmeers - Oostmeers) onpaar (zuid);0;;0;0;0;0;0;0;0;0;0;51.2043943943123,51.2043943943123,51.2043943943123,51.2043943943123,51.2043943943123;3.21981706070395,3.21981706070395,3.21981706070395,3.21981706070395,3.21981706070395;12/08/2016
0;1000101;1000101;10;Boeveriestraat (H.Consciencelaan - Van Voldenstraat) paar (oost);16;;16;4;0;6;6;0.625;0.4;0;0.6;51.2019893883552,51.2019893883552,51.2019893883552;3.21596751112084,3.21596751112084,3.21596751112084;12/08/2016
0;500502;500502;5;Carmersstraat (Korte Blekersstraat - E.Zorghestraat) onpaar (noord);0;;0;0;0;0;0;0;0;0;0;51.2136635704862,51.2136635704862,51.2136635704862;3.23043420676527,3.23043420676527,3.23043420676527;12/08/2016
0;901901;901901;9;Sulferbergstraat onpaar (oost);0;;0;0;0;0;0;0;0;0;0;51.2010396741898,51.2010396741898,51.2010396741898,51.2010396741898,51.2010396741898,51.2010396741898,51.2010396741898,51.2010396741898,51.2010396741898;3.22653276620935,3.22653276620935,3.22653276620935,3.22653276620935,3.22653276620935,3.22653276620935,3.22653276620935,3.22653276620935,3.22653276620935;12/08/2016
0;302402;302402;3;Oost Gistelhof (Gouden Handstraat - Augustijnenrei) paar (oost);0;;0;0;0;0;0;0;0;0;0;51.2135907938284,51.2135907938284,51.2135907938284;3.22553176543845,3.22553176543845,3.22553176543845;12/08/2016
0;300105;300105;3;Annuntiatenstraat (Collaert Mansionstraat - Lange Rei) paar (zuid);11;;11;4;0;3;3;0.63636363636364;0.57142857142857;0;0.42857142857143;51.2160780836875,51.2160780836875,51.2160780836875,51.2160780836875,51.2160780836875,51.2160780836875,51.2160780836875,51.2160780836875,51.2160780836875,51.2160780836875,51.2160780836875,51.2160780836875;3.22833453393199,3.22833453393199,3.22833453393199,3.22833453393199,3.22833453393199,3.22833453393199,3.22833453393199,3.22833453393199,3.22833453393199,3.22833453393199,3.22833453393199,3.22833453393199;12/08/2016
0;502001;502001;5;Molenmeers (Langestraat - Verbrand Nieuwland) paar (oost);8;;8;0;0;6;6;0.75;0;0;1;51.210234803788,51.210234803788,51.210234803788,51.210234803788,51.210234803788;3.23214878042124,3.23214878042124,3.23214878042124,3.23214878042124,3.23214878042124;12/08/2016
0;801505;801505;8;Nieuwe Gentweg (Oude Gentweg - Driekroezenstraat) paar (zuid);7;;7;1;0;4;4;0.71428571428571;0.2;0;0.8;51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188;3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405;12/08/2016
0;1202501;1202501;12;Korte Ridderstraat onpaar (noord);0;;0;0;0;0;0;0;0;0;0;51.2111787128534,51.2111787128534;3.22871995263864,3.22871995263864;12/08/2016
