Nr;Id_1;Wijk;Zone;Naam_straa;Proc_bezet;Proc_bewon;Proc_buite;Proc__ande;latWGS84;loWGS84;Aangemaakt op
102201;102201;1;1;Pater Damiaanstraat paar (noord);100;88.888889;0;11.111111;51.2095565677329,51.2095565677329,51.2095565677329,51.2095565677329,51.2095565677329;3.21464594051002,3.21464594051002,3.21464594051002,3.21464594051002,3.21464594051002;07/07/2016
700204;700204;7;1;Boninvest (Gapaardstraat - Violierstraat) paar (west);33.333333;100;0;0;51.2056839520796,51.2056839520796,51.2056839520796,51.2056839520796,51.2056839520796,51.2056839520796;3.23552484840607,3.23552484840607,3.23552484840607,3.23552484840607,3.23552484840607,3.23552484840607;07/07/2016
700401;700401;7;1;Coupure (Predikherenstraat - Hooistraat) onpaar (oost);79.487179;35.483871;9.677419;54.83871;51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345,51.207191940345;3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766,3.23434997354766;07/07/2016
401616;401616;4;1;Potterierei (Haarakkerstraat - R30) kant water (west);100;20;0;80;51.221136547808,51.221136547808,51.221136547808,51.221136547808,51.221136547808,51.221136547808,51.221136547808;3.23449253463265,3.23449253463265,3.23449253463265,3.23449253463265,3.23449253463265,3.23449253463265,3.23449253463265;07/07/2016
800504;800504;8;1;Eekhoutstraat (Eekhoutpoort - Willemstraat) onpaar (zuid);0;0;0;0;51.2062542589425,51.2062542589425;3.22806728739163,3.22806728739163;07/07/2016
800302;800302;8;1;Drie Kroezenstraat paar (west);0;0;0;0;51.2033507691017,51.2033507691017,51.2033507691017,51.2033507691017,51.2033507691017,51.2033507691017,51.2033507691017,51.2033507691017,51.2033507691017;3.22704805187362,3.22704805187362,3.22704805187362,3.22704805187362,3.22704805187362,3.22704805187362,3.22704805187362,3.22704805187362,3.22704805187362;07/07/2016
800804;800804;8;1;Gentpoortvest (Katelijnestraat - Sentillenhof) kant water (zuid);0;0;0;0;51.1998943043716,51.1998943043716,51.1998943043716,51.1998943043716,51.1998943043716,51.1998943043716,51.1998943043716,51.1998943043716;3.22937186954005,3.22937186954005,3.22937186954005,3.22937186954005,3.22937186954005,3.22937186954005,3.22937186954005,3.22937186954005;07/07/2016
502101;502101;5;1;Peperstraat (Balstraat - S.Streuvelsstraat) onpaar (noord);0;0;0;0;51.2122951840656,51.2122951840656,51.2122951840656,51.2122951840656,51.2122951840656,51.2122951840656;3.23383291501379,3.23383291501379,3.23383291501379,3.23383291501379,3.23383291501379,3.23383291501379;07/07/2016
202505;202505;2;1;Sint-Jakobsstraat (Palmstraat - Moerstraat) onpaar (west);0;0;0;0;51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623,51.2108873779623;3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439,3.22088409416439;07/07/2016
303101;303101;3;1;Sint-Clarastraat (Baliestraat - J.Wealestraat) paar (oost);42.857143;100;0;0;51.2183941794098,51.2183941794098,51.2183941794098,51.2183941794098;3.22456892979438,3.22456892979438,3.22456892979438,3.22456892979438;07/07/2016
801703;801703;8;1;Oude Gentweg (Werkhuisstraat - Jakobinessenstraat) onpaar (noord);62.5;50;20;30;51.2026855668207,51.2026855668207,51.2026855668207,51.2026855668207,51.2026855668207,51.2026855668207,51.2026855668207;3.22896799996236,3.22896799996236,3.22896799996236,3.22896799996236,3.22896799996236,3.22896799996236,3.22896799996236;07/07/2016
401510;401510;4;1;Peterseliestraat (Haarakkerstraat - Potterierei) onpaar (west);0;0;0;0;51.2199194939891,51.2199194939891;3.23120607299218,3.23120607299218;07/07/2016
702402;702402;7;1;Witte-Leertouwerstraat (Waalsestraat - Kruitenbergstraat) onpaar (oost);85.714286;100;0;0;51.2085462364855,51.2085462364855,51.2085462364855,51.2085462364855;3.23189472844161,3.23189472844161,3.23189472844161,3.23189472844161;07/07/2016
801101;801101;8;1;Guido Gezelleplein kant huizen (noord);92.307692;50;0;50;51.2052082500709,51.2052082500709,51.2052082500709,51.2052082500709,51.2052082500709;3.2241543199317,3.2241543199317,3.2241543199317,3.2241543199317,3.2241543199317;07/07/2016
1103201;1103201;11;3;Sint-Salvatorkoorstraat paar (noord);0;0;0;0;51.2059046014474,51.2059046014474,51.2059046014474,51.2059046014474;3.22222789781924,3.22222789781924,3.22222789781924,3.22222789781924;07/07/2016
600208;600208;6;1;Bilkske richting Kazernevest rechts paar (zuid);40;16.666667;0;83.333333;51.2076323798248,51.2076323798248,51.2076323798248;3.23883698387335,3.23883698387335,3.23883698387335;07/07/2016
101405;101405;1;1;Moerstraat (Wulfhagestraat - Helmstraat) paar (west);80;50;25;25;51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472,51.2097544686472;3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285,3.21973674300285;07/07/2016
1201301;1201301;12;3;Groene Rei (Peerdenstraat - Predikherenstraat);0;0;0;0;51.2090496836873,51.2090496836873,51.2090496836873,51.2090496836873;3.23026079869826,3.23026079869826,3.23026079869826,3.23026079869826;07/07/2016
901201;901201;9;3;Minnewater (ten zuiden van Arsenaalstraat) onpaar (oost);0;0;0;0;51.2005599296763,51.2005599296763,51.2005599296763,51.2005599296763,51.2005599296763,51.2005599296763,51.2005599296763,51.2005599296763,51.2005599296763,51.2005599296763,51.2005599296763,51.2005599296763;3.22473683500595,3.22473683500595,3.22473683500595,3.22473683500595,3.22473683500595,3.22473683500595,3.22473683500595,3.22473683500595,3.22473683500595,3.22473683500595,3.22473683500595,3.22473683500595;07/07/2016
1203302;1203302;12;3;Ridderstraat (Sint-Walburgastraat - Twijnstraat) onpaar (oost);112.5;77.777778;11.111111;11.111111;51.2105434751487,51.2105434751487,51.2105434751487;3.22870041827208,3.22870041827208,3.22870041827208;07/07/2016
600204;600204;6;1;Bilkske komende van Kazernevest links onpaar (noord);0;0;0;0;51.2079612532298,51.2079612532298,51.2079612532298,51.2079612532298,51.2079612532298,51.2079612532298,51.2079612532298;3.23917585278042,3.23917585278042,3.23917585278042,3.23917585278042,3.23917585278042,3.23917585278042,3.23917585278042;07/07/2016
1102003;1102003;11;3;Mariastraat (Sint-Salvatorskerkhof - Pijpersstraat) paar (west);0;0;0;0;51.2061193482104,51.2061193482104,51.2061193482104,51.2061193482104,51.2061193482104,51.2061193482104;3.22286276200761,3.22286276200761,3.22286276200761,3.22286276200761,3.22286276200761,3.22286276200761;07/07/2016
1203101;1203101;12;3;Peerdenstraat (Groenerei - Hertsbergestraat);0;0;0;0;51.2093624947448,51.2093624947448,51.2093624947448,51.2093624947448;3.22989156447832,3.22989156447832,3.22989156447832,3.22989156447832;07/07/2016
901402;901402;9;3;Oostmeers (Sint-Obrechtsstraat - Zonnekemeers) onpaar (oost);0;0;0;0;51.2025016324046,51.2025016324046,51.2025016324046,51.2025016324046;3.22097413149837,3.22097413149837,3.22097413149837,3.22097413149837;07/07/2016
201506;201506;2;1;Klaverstraat (Biezenstraat - Blokstraat) paar (zuid);71.428571;70;0;30;51.2153000224507,51.2153000224507,51.2153000224507,51.2153000224507,51.2153000224507,51.2153000224507;3.21954481987755,3.21954481987755,3.21954481987755,3.21954481987755,3.21954481987755,3.21954481987755;07/07/2016
302301;302301;3;1;Noord Gistelhof (Annuntiatenstraat - Korte Raamstraat) onpaar (noord);0;0;0;0;51.2149355580571,51.2149355580571,51.2149355580571,51.2149355580571,51.2149355580571,51.2149355580571,51.2149355580571,51.2149355580571,51.2149355580571,51.2149355580571,51.2149355580571,51.2149355580571,51.2149355580571;3.22366659933711,3.22366659933711,3.22366659933711,3.22366659933711,3.22366659933711,3.22366659933711,3.22366659933711,3.22366659933711,3.22366659933711,3.22366659933711,3.22366659933711,3.22366659933711,3.22366659933711;07/07/2016
300703;300703;3;1;Goudenhandstraat (Langerei - Torenbrug) paar (zuid);0;0;0;0;51.2136634276814,51.2136634276814,51.2136634276814,51.2136634276814,51.2136634276814,51.2136634276814,51.2136634276814,51.2136634276814,51.2136634276814,51.2136634276814;3.2260927356574,3.2260927356574,3.2260927356574,3.2260927356574,3.2260927356574,3.2260927356574,3.2260927356574,3.2260927356574,3.2260927356574,3.2260927356574;07/07/2016
304105;304105;3;1;Willem de Dekenstraat zuid onpaar;50;83.333333;0;16.666667;51.2175395360825,51.2175395360825,51.2175395360825,51.2175395360825,51.2175395360825,51.2175395360825,51.2175395360825;3.22235530878407,3.22235530878407,3.22235530878407,3.22235530878407,3.22235530878407,3.22235530878407,3.22235530878407;07/07/2016
1100702;1100702;11;3;Goezeputstraat (Oranjeboomstraat - Kleine Heilige-Geeststraat) paar (noord);0;0;0;0;51.2045033685815,51.2045033685815,51.2045033685815,51.2045033685815,51.2045033685815,51.2045033685815;3.22089538450725,3.22089538450725,3.22089538450725,3.22089538450725,3.22089538450725,3.22089538450725;07/07/2016
401502;401502;4;1;Peterseliestraat (Snaggaardstraat - Oliebaan) paar (oost);46.153846;83.333333;0;16.666667;51.216532943844,51.216532943844,51.216532943844,51.216532943844,51.216532943844,51.216532943844;3.23635738419899,3.23635738419899,3.23635738419899,3.23635738419899,3.23635738419899,3.23635738419899;07/07/2016
1103601;1103601;11;3;Zuidzandstraat ('t Zand - Dweersstraat) paar (noord);100;0;33.333333;66.666667;51.2051333610462,51.2051333610462,51.2051333610462,51.2051333610462,51.2051333610462,51.2051333610462;3.21810907969163,3.21810907969163,3.21810907969163,3.21810907969163,3.21810907969163,3.21810907969163;07/07/2016
1204306;1204306;12;3;Verversdijk (Hoornstraat - Spinolarei) kant huizen (west);0;0;0;0;51.212603262056,51.212603262056,51.212603262056,51.212603262056,51.212603262056,51.212603262056;3.22935489611887,3.22935489611887,3.22935489611887,3.22935489611887,3.22935489611887,3.22935489611887;07/07/2016
1001704;1001704;10;2;Lane (Greinschuurstraat - Kreupelenstraat) onpaar (zuid);66.666667;50;0;50;51.2065094113068,51.2065094113068;3.21399813754962,3.21399813754962;07/07/2016
402003;402003;4;1;Snaggaardstraat (Rijkepijndersstraat - Ropeerdstraat) onpaar (noord);57.142857;75;0;25;51.2153481390282,51.2153481390282,51.2153481390282,51.2153481390282,51.2153481390282;3.23123633969481,3.23123633969481,3.23123633969481,3.23123633969481,3.23123633969481;07/07/2016
304202;304202;3;1;West-Gistelhof (Kleine Hoedenmakersstraat - Noord-Gistelhof) paar (oost);0;0;0;0;51.2146261764068,51.2146261764068;3.22438825375325,3.22438825375325;07/07/2016
1100504;1100504;11;3;Geldmuntstraat (Geerwijnstraat - Korte Zilverstraat) onpaar (zuid);0;0;0;0;51.2084300365992,51.2084300365992,51.2084300365992,51.2084300365992,51.2084300365992;3.22130244691491,3.22130244691491,3.22130244691491,3.22130244691491,3.22130244691491;07/07/2016
302901;302901;3;1;Schrijversstraat onpaar (noord);0;0;0;0;51.2141657295243,51.2141657295243,51.2141657295243,51.2141657295243,51.2141657295243,51.2141657295243;3.22219464952831,3.22219464952831,3.22219464952831,3.22219464952831,3.22219464952831,3.22219464952831;07/07/2016
1103404;1103404;11;3;Wollestraat (Oude Burg - Kartuizerinnenstraat) paar (west);0;0;0;0;51.2077703051749,51.2077703051749,51.2077703051749,51.2077703051749,51.2077703051749,51.2077703051749;3.22569465158255,3.22569465158255,3.22569465158255,3.22569465158255,3.22569465158255,3.22569465158255;07/07/2016
202805;202805;2;1;Vlamingstraat (Academiestraat - Kipstraat) paar (oost);0;0;0;0;51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805,51.2118397051805;3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683,3.22372781331683;07/07/2016
502106;502106;5;1;Peperstraat (S.Streuvelsstraat - Stoelstraat) paar (zuid);0;0;0;0;51.2123386997232,51.2123386997232,51.2123386997232,51.2123386997232,51.2123386997232,51.2123386997232,51.2123386997232,51.2123386997232,51.2123386997232;3.23704404587312,3.23704404587312,3.23704404587312,3.23704404587312,3.23704404587312,3.23704404587312,3.23704404587312,3.23704404587312,3.23704404587312;07/07/2016
600804;600804;6;1;Kazernevest (Bilkske - Vuldersstraat) kant water (oost);0;0;0;0;51.2086664701149,51.2086664701149,51.2086664701149;3.24009229067268,3.24009229067268,3.24009229067268;07/07/2016
701404;701404;7;1;Pandreitje (Waalsestraat - Geerolfstraat) onpaar (west);100;25;37.5;37.5;51.2067087822544,51.2067087822544;3.22869447994616,3.22869447994616;07/07/2016
1001708;1001708;10;2;Lane (Zevensterrestraat - Hoefijzerlaan) onpaar (zuid);100;75;0;25;51.2072811786172,51.2072811786172;3.21565783807179,3.21565783807179;07/07/2016
202605;202605;2;1;Sint-Jorisstraat (Pottenmakersstraat - Poitevinstraat) onpaar (west);0;0;0;0;51.2126875209913,51.2126875209913,51.2126875209913,51.2126875209913;3.22188594967555,3.22188594967555,3.22188594967555,3.22188594967555;07/07/2016
1100501;1100501;11;3;Geldmuntstraat (Sint-Jakobsstraat - Geerwijnstraat) paar (noord);100;20;40;40;51.2088385166669,51.2088385166669,51.2088385166669,51.2088385166669;3.22183849063565,3.22183849063565,3.22183849063565,3.22183849063565;07/07/2016
500600;500600;5;1;Driezwanenstraat;0;0;0;0;51.2132964900527,51.2132964900527,51.2132964900527,51.2132964900527,51.2132964900527;3.23106494907736,3.23106494907736,3.23106494907736,3.23106494907736,3.23106494907736;07/07/2016
700304;700304;7;1;Braambergstraat paar (zuid) (Pandreitje - J.Suvéestraat);0;0;0;0;51.2075682748788,51.2075682748788,51.2075682748788;3.2284152046344,3.2284152046344,3.2284152046344;07/07/2016
1001100;1001100;10;2;Joris Dumeryplein;0;0;0;0;51.2020492184812,51.2020492184812;3.2156856501457,3.2156856501457;07/07/2016
1201400;1201400;12;3;Hertsbergestraat;0;0;0;0;51.2091381653265,51.2091381653265,51.2091381653265;3.22910004211142,3.22910004211142,3.22910004211142;07/07/2016
401206;401206;4;1;Oliebaan (Duinenabdijstraat - ingang school) paar (zuid);0;0;0;0;51.2167026313689,51.2167026313689,51.2167026313689,51.2167026313689,51.2167026313689,51.2167026313689,51.2167026313689,51.2167026313689,51.2167026313689,51.2167026313689,51.2167026313689;3.23205948866258,3.23205948866258,3.23205948866258,3.23205948866258,3.23205948866258,3.23205948866258,3.23205948866258,3.23205948866258,3.23205948866258,3.23205948866258,3.23205948866258;07/07/2016
500907;500907;5;1;Jeruzalemstraat (Strostraat - Sint-Annaplein) paar (zuid);0;0;0;0;51.2130167956074,51.2130167956074,51.2130167956074,51.2130167956074,51.2130167956074;3.2313835828386,3.2313835828386,3.2313835828386,3.2313835828386,3.2313835828386;07/07/2016
500101;500101;5;1;Albrecht Rodenbachtstraat paar (oost);100;100;0;0;51.2136532369636,51.2136532369636,51.2136532369636,51.2136532369636;3.23563388966869,3.23563388966869,3.23563388966869,3.23563388966869;07/07/2016
1203902;1203902;12;1;Spiegelrei (Jan van Eyckplein - Koningstraat);0;0;0;0;51.2123258291403,51.2123258291403,51.2123258291403,51.2123258291403,51.2123258291403,51.2123258291403,51.2123258291403,51.2123258291403;3.22774358155202,3.22774358155202,3.22774358155202,3.22774358155202,3.22774358155202,3.22774358155202,3.22774358155202,3.22774358155202;07/07/2016
801405;801405;8;3;Katelijnestraat (Kastanjeboomstraat - Walstraat) paar (zuid);0;0;0;0;51.2031462924478,51.2031462924478,51.2031462924478,51.2031462924478,51.2031462924478,51.2031462924478;3.2250755727513,3.2250755727513,3.2250755727513,3.2250755727513,3.2250755727513,3.2250755727513;07/07/2016
600809;600809;6;1;Kazernevest (ingang parking - Kruispoortbru kant water (oost)g);85.714286;16.666667;50;33.333333;51.2106220060713,51.2106220060713,51.2106220060713,51.2106220060713,51.2106220060713,51.2106220060713,51.2106220060713;3.24051545456843,3.24051545456843,3.24051545456843,3.24051545456843,3.24051545456843,3.24051545456843,3.24051545456843;07/07/2016
600503;600503;6;1;Ganzenstraat (Moerkerkestraat - Hoogstuk) onpaar (noord);0;0;0;0;51.2076717323997,51.2076717323997,51.2076717323997,51.2076717323997,51.2076717323997,51.2076717323997;3.23713508868176,3.23713508868176,3.23713508868176,3.23713508868176,3.23713508868176,3.23713508868176;07/07/2016
401007;401007;4;1;Lange Rei (Kleine Nieuwstraat - J.&M. Sabbestraat) kant huizen (west);0;0;0;0;51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978,51.2165431900978;3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767,3.22825673834767;07/07/2016
701201;701201;7;1;Kruitenbergstraat (Freren Fonteinstraat - Zwarteleertouwersstraat) onpaar (noord);0;0;0;0;51.2077636576606,51.2077636576606,51.2077636576606,51.2077636576606;3.23125518358987,3.23125518358987,3.23125518358987,3.23125518358987;07/07/2016
1000707;1000707;10;2;Guido Gezellelaan (Greinschuurstraat - Leemputstraat) kant water (west);0;0;0;0;51.2068209702508,51.2068209702508,51.2068209702508;3.21338717328499,3.21338717328499,3.21338717328499;07/07/2016
1103103;1103103;11;3;Sint-Salvatorskerkhof kant kerk (noord) (Korte Vuldersstraat - Sint-Salvatorskoorstraat);0;0;0;0;51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589,51.2050986544589;3.221096577737,3.221096577737,3.221096577737,3.221096577737,3.221096577737,3.221096577737,3.221096577737,3.221096577737,3.221096577737,3.221096577737,3.221096577737,3.221096577737,3.221096577737,3.221096577737;07/07/2016
1000300;1000300;10;2;Brandstraat;0;0;0;0;51.2079429392761,51.2079429392761;3.21447553470132,3.21447553470132;07/07/2016
1001300;1001300;10;2;Kegelschoolstraat;0;0;0;0;51.2052632321044,51.2052632321044;3.21478716723197,3.21478716723197;07/07/2016
701003;701003;7;1;Jozef Suvéestraat (Braambergstraat - Waalsestraat) paar (zuid);0;0;0;0;51.207566509017,51.207566509017,51.207566509017,51.207566509017;3.2284724378047,3.2284724378047,3.2284724378047,3.2284724378047;07/07/2016
702700;702700;7;1;Diamantslijperstraat;0;0;0;0;51.2055572178714,51.2055572178714,51.2055572178714,51.2055572178714,51.2055572178714;3.23017259291327,3.23017259291327,3.23017259291327,3.23017259291327,3.23017259291327;07/07/2016
401605;401605;4;1;Potterierei (Duinenabdijstraat - ingang met zebrapad) kant huizen (oost);67.857143;26.315789;0;73.684211;51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063,51.2192163641063;3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459,3.23039283257459;07/07/2016
702504;702504;7;1;Zwarte-Leertouwerstraat (Engelstraat - Schaarstraat) onpaar (oost);0;0;0;0;51.2068706552202,51.2068706552202,51.2068706552202,51.2068706552202,51.2068706552202;3.23275095422846,3.23275095422846,3.23275095422846,3.23275095422846,3.23275095422846;07/07/2016
301103;301103;3;1;Julius en Maurice Sabbestraat (Calvariebergstraat - Langerei) onpaar (west);80;75;0;25;51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681,51.2199067973681;3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773,3.22664104266773;07/07/2016
500908;500908;5;1;Jeruzalemstraat (Sint-Annaplein - Molenmeers) paar (zuid);87.5;42.857143;0;57.142857;51.2124560639422,51.2124560639422,51.2124560639422,51.2124560639422;3.23272567347709,3.23272567347709,3.23272567347709,3.23272567347709;07/07/2016
800502;800502;8;1;Eekhoutstraat (Geerolfstraat - Willemstraat) paar (noord);0;0;0;0;51.206052478456,51.206052478456;3.22853341440667,3.22853341440667;07/07/2016
600506;600506;6;1;Ganzenstraat (Hooistraat - Moerkerkestraat) paar (zuid);0;0;0;0;51.2079612001041,51.2079612001041,51.2079612001041,51.2079612001041,51.2079612001041;3.2361410734652,3.2361410734652,3.2361410734652,3.2361410734652,3.2361410734652;07/07/2016
601500;601500;6;1;Sint-Brunostraat;0;0;0;0;51.210199646872,51.210199646872,51.210199646872,51.210199646872,51.210199646872,51.210199646872,51.210199646872,51.210199646872;3.24033748274889,3.24033748274889,3.24033748274889,3.24033748274889,3.24033748274889,3.24033748274889,3.24033748274889,3.24033748274889;07/07/2016
1202502;1202502;12;3;Korte Ridderstraat paar (zuid);0;0;0;0;51.2111029579654,51.2111029579654;3.22879560263085,3.22879560263085;07/07/2016
301901;301901;3;1;Kortewinkel onpaar (noord);107.692308;50;0;50;51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597,51.2122833912597;3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168,3.22311360138168;07/07/2016
303108;303108;3;1;Sint-Clarastraat (J.Wealestraat - J.Wealestraat) onpaar (west);55.555556;50;0;50;51.2180125746312,51.2180125746312,51.2180125746312,51.2180125746312,51.2180125746312,51.2180125746312,51.2180125746312;3.22405423628833,3.22405423628833,3.22405423628833,3.22405423628833,3.22405423628833,3.22405423628833,3.22405423628833;07/07/2016
1103304;1103304;11;3;Steenstraat (Sint-Salvatorskerkhof - Sint-Salvatorskerkhof) paar (zuid);0;0;0;0;51.2060814771791,51.2060814771791,51.2060814771791,51.2060814771791,51.2060814771791,51.2060814771791,51.2060814771791;3.22134728028784,3.22134728028784,3.22134728028784,3.22134728028784,3.22134728028784,3.22134728028784,3.22134728028784;07/07/2016
202402;202402;2;1;Schuttersstraat onpaar (west);25;0;0;100;51.2143747530945,51.2143747530945,51.2143747530945;3.22032779568468,3.22032779568468,3.22032779568468;07/07/2016
1102504;1102504;11;3;Oude Burg (Nieuwstraat - Kartuizerinnenstraat) onpaar (zuid);90.909091;50;10;40;51.2064304386018,51.2064304386018,51.2064304386018,51.2064304386018,51.2064304386018,51.2064304386018,51.2064304386018,51.2064304386018,51.2064304386018,51.2064304386018,51.2064304386018;3.22387345078138,3.22387345078138,3.22387345078138,3.22387345078138,3.22387345078138,3.22387345078138,3.22387345078138,3.22387345078138,3.22387345078138,3.22387345078138,3.22387345078138;07/07/2016
601210;601210;6;1;Langestraat (Ganzenstraat - Bilkske) paar (zuid);0;0;0;0;51.2099222333475,51.2099222333475;3.23447547172212,3.23447547172212;07/07/2016
1103401;1103401;11;3;Wollestraat (Markt - Oude Burg) onpaar (oost);0;0;0;0;51.2084025655447,51.2084025655447,51.2084025655447,51.2084025655447,51.2084025655447,51.2084025655447;3.22516628936713,3.22516628936713,3.22516628936713,3.22516628936713,3.22516628936713,3.22516628936713;07/07/2016
902202;902202;9;3;Westmeers (Sint-Jan in de Meers - Sint-Olbrechtstraat) onpaar (oost);0;0;0;0;51.2040866724995,51.2040866724995,51.2040866724995,51.2040866724995,51.2040866724995,51.2040866724995,51.2040866724995,51.2040866724995,51.2040866724995;3.2197526930046,3.2197526930046,3.2197526930046,3.2197526930046,3.2197526930046,3.2197526930046,3.2197526930046,3.2197526930046,3.2197526930046;07/07/2016
1000602;1000602;10;2;Greinschuurstraat (Lane - Smedenstraat) paar (oost);66.666667;87.5;12.5;0;51.2064571853917,51.2064571853917,51.2064571853917,51.2064571853917,51.2064571853917,51.2064571853917,51.2064571853917,51.2064571853917;3.21399020587664,3.21399020587664,3.21399020587664,3.21399020587664,3.21399020587664,3.21399020587664,3.21399020587664,3.21399020587664;07/07/2016
1001909;1001909;10;2;Maagdenstraat (Klokstraat - Fonteinstraat) paar (west);44.444444;100;0;0;51.2030432922863,51.2030432922863;3.21483099009296,3.21483099009296;07/07/2016
100602;100602;1;1;Groenestraat (Rozendal - Raamstraat) paar (noord);0;0;0;0;51.2118606699677,51.2118606699677;3.21741182209622,3.21741182209622;07/07/2016
