Nr;Id_1;Wijk;Zone;Naam_straa;Proc_bezet;Proc_bewon;Proc_buite;Proc__ande;latWGS84;loWGS84;Aangemaakt op
600504;600504;6;1;Ganzenstraat (Hoogstuk - Kazernevest) onpaar (noord);0;0;0;0;51.2071577485968,51.2071577485968;3.23840387455103,3.23840387455103;07/07/2016
902401;902401;9;3;Wijngaardplein onpaar (oost);0;0;0;0;51.2006890470765,51.2006890470765;3.2245473686768,3.2245473686768;07/07/2016
1000806;1000806;10;2;Hauwerstraat (Zwijnstraat - Koning Albert I-laan) onpaar (zuid);0;0;0;0;51.2044018106935,51.2044018106935;3.2170055278901,3.2170055278901;07/07/2016
303602;303602;3;1;Spaanse Loskaai kant huizen (zuid);0;0;0;0;51.2130624102942,51.2130624102942,51.2130624102942,51.2130624102942;3.22505761619247,3.22505761619247,3.22505761619247,3.22505761619247;07/07/2016
901410;901410;9;3;Oostmeers (Eiland - R30);21.428571;100;0;0;51.2003481003457,51.2003481003457,51.2003481003457,51.2003481003457,51.2003481003457,51.2003481003457,51.2003481003457,51.2003481003457,51.2003481003457,51.2003481003457;3.22057701966465,3.22057701966465,3.22057701966465,3.22057701966465,3.22057701966465,3.22057701966465,3.22057701966465,3.22057701966465,3.22057701966465,3.22057701966465;07/07/2016
102100;102100;1;1;Palmstraat;0;0;0;0;51.2094944257439,51.2094944257439,51.2094944257439,51.2094944257439;3.22076338624534,3.22076338624534,3.22076338624534,3.22076338624534;07/07/2016
1000903;1000903;10;2;Hendrik Consciencelaan (Hauwerstraat - Klokstraat) kant huizen (oost);71.428571;80;0;20;51.2034219575138,51.2034219575138;3.21397122954668,3.21397122954668;07/07/2016
100902;100902;1;1;Helmstraat onpaar (zuid);100;100;0;0;51.2081146909218,51.2081146909218,51.2081146909218,51.2081146909218,51.2081146909218,51.2081146909218,51.2081146909218,51.2081146909218,51.2081146909218;3.2187827370606,3.2187827370606,3.2187827370606,3.2187827370606,3.2187827370606,3.2187827370606,3.2187827370606,3.2187827370606,3.2187827370606;07/07/2016
103205;103205;1;1;Hoefijzerlaan (Schouwvegerstraat - R30) paar (oost);85.714286;66.666667;0;33.333333;51.208361301511,51.208361301511,51.208361301511,51.208361301511,51.208361301511,51.208361301511,51.208361301511,51.208361301511,51.208361301511,51.208361301511,51.208361301511;3.21554628345407,3.21554628345407,3.21554628345407,3.21554628345407,3.21554628345407,3.21554628345407,3.21554628345407,3.21554628345407,3.21554628345407,3.21554628345407,3.21554628345407;07/07/2016
700701;700701;7;1;Gapaardstraat (Schaarstraat - Violierstraat) onpaar (noord);100;60;0;40;51.2052288131958,51.2052288131958,51.2052288131958,51.2052288131958,51.2052288131958,51.2052288131958;3.23265625393977,3.23265625393977,3.23265625393977,3.23265625393977,3.23265625393977,3.23265625393977;07/07/2016
1101200;1101200;11;3;Kemelstraat;0;0;0;0;51.2070288797319,51.2070288797319;3.22153060572801,3.22153060572801;07/07/2016
500502;500502;5;1;Carmersstraat (Korte Blekersstraat - E.Zorghestraat) onpaar (noord);200;0;0;100;51.2136635704862,51.2136635704862,51.2136635704862;3.23043420676527,3.23043420676527,3.23043420676527;07/07/2016
1200500;1200500;12;3;Boudewijn Ostenstraat;0;0;0;0;51.211158873355,51.211158873355,51.211158873355,51.211158873355,51.211158873355,51.211158873355;3.22618358737957,3.22618358737957,3.22618358737957,3.22618358737957,3.22618358737957,3.22618358737957;07/07/2016
401005;401005;4;1;Lange Rei (Sint-Gilliskoorstraat - Annuntiatenstraat) kant huizen (west);0;0;0;0;51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602,51.2146724431602;3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816,3.22857923429816;07/07/2016
401101;401101;4;1;Leestenburg onpaar (noord);0;0;0;0;51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035,51.2189611689035;3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907,3.23386451158907;07/07/2016
501708;501708;5;1;Kruisvest (H.Verriesstraat - S.Streuvelsstraat) kant huizen (west);8.333333;0;0;100;51.214585678945,51.214585678945,51.214585678945;3.23825344788917,3.23825344788917,3.23825344788917;07/07/2016
901700;901700;9;3;Sint-Obrechtstraat;88.888889;62.5;0;37.5;51.2030537170619,51.2030537170619;3.22006773642979,3.22006773642979;07/07/2016
1201507;1201507;12;3;Hoogstraat (Mallebergplaats - Meestraat) paar (zuid);0;0;0;0;51.2091356950837,51.2091356950837,51.2091356950837,51.2091356950837;3.22800238613956,3.22800238613956,3.22800238613956,3.22800238613956;07/07/2016
601216;601216;6;1;Langestraat (Koopmansstraat - Kazernestraat) paar (zuid);14.285714;0;100;0;51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018,51.2125171759018;3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041,3.23971316758041;07/07/2016
700404;700404;7;1;Coupure (Schaarstraat - Gapaardstraat) paar (west);68.75;54.545455;0;45.454545;51.2070168710016,51.2070168710016,51.2070168710016,51.2070168710016,51.2070168710016;3.23434131558219,3.23434131558219,3.23434131558219,3.23434131558219,3.23434131558219;07/07/2016
801505;801505;8;1;Nieuwe Gentweg (Oude Gentweg - Driekroezenstraat) paar (zuid);100;33.333333;66.666667;0;51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188,51.2033639776188;3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405,3.22697578647405;07/07/2016
200809;200809;2;1;Ezelstraat (Zakske - Oude Zak) onpaar (west);0;0;0;0;51.2118635340479,51.2118635340479,51.2118635340479,51.2118635340479,51.2118635340479,51.2118635340479;3.21997078450524,3.21997078450524,3.21997078450524,3.21997078450524,3.21997078450524,3.21997078450524;07/07/2016
1001003;1001003;10;2;Hoefijzerlaan (Lane - Smedenstraat) onpaar (west);0;0;0;0;51.2073814297909,51.2073814297909,51.2073814297909,51.2073814297909,51.2073814297909,51.2073814297909,51.2073814297909,51.2073814297909,51.2073814297909,51.2073814297909,51.2073814297909;3.21595606927765,3.21595606927765,3.21595606927765,3.21595606927765,3.21595606927765,3.21595606927765,3.21595606927765,3.21595606927765,3.21595606927765,3.21595606927765,3.21595606927765;07/07/2016
601002;601002;6;1;Koopmansstraat paar (zuid);0;0;0;0;51.2112911735552,51.2112911735552,51.2112911735552,51.2112911735552;3.23680930926512,3.23680930926512,3.23680930926512,3.23680930926512;07/07/2016
601602;601602;6;1;Vulderstraat (Hooistraat - Kazernevest) onpaar (noord);76.923077;90;0;10;51.2088010030264,51.2088010030264,51.2088010030264,51.2088010030264,51.2088010030264,51.2088010030264,51.2088010030264;3.23998203350944,3.23998203350944,3.23998203350944,3.23998203350944,3.23998203350944,3.23998203350944,3.23998203350944;07/07/2016
1002307;1002307;10;2;Smedenstraat (H.Consciencelaan - Maagdenstraat) onpaar (zuid);50;0;0;100;51.2048595027399,51.2048595027399;3.21343573388646,3.21343573388646;07/07/2016
303704;303704;3;1;Spanjaardstraat (Kipstraat - Academiestraat) onpaar (west);0;0;0;0;51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472,51.2115901654472;3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067,3.22524499180067;07/07/2016
1203305;1203305;12;3;Ridderstraat (Sint-Walburgastraat - Twijnstraat) paar (west);0;0;0;0;51.2104776169359,51.2104776169359,51.2104776169359;3.22860055482117,3.22860055482117,3.22860055482117;07/07/2016
1102306;1102306;11;3;Noordzandstraat ('t Zand - Dweersstraat) onpaar (zuid);0;0;0;0;51.2066327500825,51.2066327500825,51.2066327500825,51.2066327500825,51.2066327500825,51.2066327500825,51.2066327500825;3.21916423455484,3.21916423455484,3.21916423455484,3.21916423455484,3.21916423455484,3.21916423455484,3.21916423455484;07/07/2016
502304;502304;5;1;Rolweg (Korte Speelmansstraat - A.Rodenbachstraat) onpaar (noord);0;0;0;0;51.2139660012063,51.2139660012063,51.2139660012063;3.23368710446905,3.23368710446905,3.23368710446905;07/07/2016
300903;300903;3;1;James Wealestraat noord onpaar;25;100;0;0;51.2181378610831,51.2181378610831;3.22406776963868,3.22406776963868;07/07/2016
1204303;1204303;12;3;Verversdijk (Hoornstraat - Spinolarei) kant water (oost);60;66.666667;0;33.333333;51.2126760532641,51.2126760532641,51.2126760532641,51.2126760532641,51.2126760532641,51.2126760532641;3.22945275084664,3.22945275084664,3.22945275084664,3.22945275084664,3.22945275084664,3.22945275084664;07/07/2016
701604;701604;7;1;Predikherenstraat (Freren Fonteinstraat - Zwarteleertouwersstraat) paar (zuid);0;0;0;0;51.2084850210394,51.2084850210394;3.23047013172138,3.23047013172138;07/07/2016
1204001;1204001;12;3;Spinolarei (Koningstraat - Verversdijk);0;0;0;0;51.2126544739174,51.2126544739174,51.2126544739174,51.2126544739174,51.2126544739174,51.2126544739174,51.2126544739174,51.2126544739174,51.2126544739174,51.2126544739174;3.22925770348224,3.22925770348224,3.22925770348224,3.22925770348224,3.22925770348224,3.22925770348224,3.22925770348224,3.22925770348224,3.22925770348224,3.22925770348224;07/07/2016
600107;600107;6;1;Balsemboomstraat (Konfijtstraat - ingang parking) paar (zuid);0;0;0;0;51.2096157187105,51.2096157187105;3.23901588395811,3.23901588395811;07/07/2016
800503;800503;8;1;Eekhoutstraat (Dijver - Eekhoutpoort) onpaar (zuid);0;0;0;0;51.2068807064084,51.2068807064084,51.2068807064084,51.2068807064084,51.2068807064084;3.22717568885066,3.22717568885066,3.22717568885066,3.22717568885066,3.22717568885066;07/07/2016
700305;700305;7;1;Braambergstraat paar (zuid) (J.Suvéestraat - Freren Fonteinstraat);70;0;28.571429;71.428571;51.2081750672419,51.2081750672419,51.2081750672419,51.2081750672419,51.2081750672419,51.2081750672419;3.22969178079738,3.22969178079738,3.22969178079738,3.22969178079738,3.22969178079738,3.22969178079738;07/07/2016
701001;701001;7;1;Jozef Suvéestraat (Braambergstraat - Waalsestraat) onpaar (noord);0;0;0;0;51.2076152021224,51.2076152021224,51.2076152021224;3.2285948523375,3.2285948523375,3.2285948523375;07/07/2016
1101606;1101606;11;3;Korte Vulderstraat (Oranjeboomstraat - Sint-Salvatorskerkhof) onpaar (zuid);0;0;0;0;51.2049718405026,51.2049718405026;3.22080638275663,3.22080638275663;07/07/2016
801403;801403;8;3;Katelijnestraat (Arsenaalstraat - Visspaanstraat) onpaar (noord);62.5;40;20;40;51.201463473762,51.201463473762,51.201463473762,51.201463473762,51.201463473762,51.201463473762,51.201463473762,51.201463473762;3.22745760576824,3.22745760576824,3.22745760576824,3.22745760576824,3.22745760576824,3.22745760576824,3.22745760576824,3.22745760576824;07/07/2016
102800;102800;1;1;Sledestraat;0;0;0;0;51.2127353880659,51.2127353880659;3.2181042717832,3.2181042717832;07/07/2016
300302;300302;3;1;Baliestraat (Sint-Gilliskerkhof - Annuntiatenstraat) paar (oost);0;0;0;0;51.215932984005,51.215932984005,51.215932984005,51.215932984005;3.22638773510656,3.22638773510656,3.22638773510656,3.22638773510656;07/07/2016
500700;500700;5;1;Guido Gezelle Warande;0;0;0;0;51.2140254760928,51.2140254760928;3.23687028682195,3.23687028682195;07/07/2016
302001;302001;3;1;Maagdendal paar (noord);0;0;0;0;51.2151634032307,51.2151634032307,51.2151634032307,51.2151634032307,51.2151634032307;3.22278271995927,3.22278271995927,3.22278271995927,3.22278271995927,3.22278271995927;07/07/2016
101000;101000;1;1;Kleine Hoefijzerstraat;0;0;0;0;51.2068278058257,51.2068278058257,51.2068278058257;3.21682020517489,3.21682020517489,3.21682020517489;07/07/2016
101403;101403;1;1;Moerstraat (Ontvangerstraat - Geerwijnstraat) onpaar (oost);100;20;20;60;51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223,51.2097081676223;3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823,3.21986149323823;07/07/2016
900103;900103;9;3;Arsenaalstraat (Minnewater - Sulferbergstraat) onpaar (zuid);0;0;0;0;51.2005904274261,51.2005904274261,51.2005904274261,51.2005904274261,51.2005904274261,51.2005904274261,51.2005904274261,51.2005904274261;3.22477482331877,3.22477482331877,3.22477482331877,3.22477482331877,3.22477482331877,3.22477482331877,3.22477482331877,3.22477482331877;07/07/2016
1000603;1000603;10;2;Greinschuurstraat (G.Gezellelaan - Lane) onpaar (west);0;0;0;0;51.2067032045735,51.2067032045735;3.21355058750957,3.21355058750957;07/07/2016
700403;700403;7;1;Coupure (Predikherenstraat - Schaarstraat) paar (west);0;0;0;0;51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059,51.2071421123059;3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505,3.23422942667505;07/07/2016
301800;301800;3;1;Korte Raamstraat;50;100;0;0;51.2147564248938,51.2147564248938;3.22515447638207,3.22515447638207;07/07/2016
700704;700704;7;1;Gapaardstraat (Schaarstraat - Violierstraat) paar (zuid);87.5;57.142857;0;42.857143;51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902,51.2051436875902;3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726,3.23260113925726;07/07/2016
1200902;1200902;12;3;Cordoeanierstraat paar (zuid);100;100;0;0;51.2102519578692,51.2102519578692,51.2102519578692,51.2102519578692,51.2102519578692,51.2102519578692,51.2102519578692,51.2102519578692,51.2102519578692,51.2102519578692;3.22623162313583,3.22623162313583,3.22623162313583,3.22623162313583,3.22623162313583,3.22623162313583,3.22623162313583,3.22623162313583,3.22623162313583,3.22623162313583;07/07/2016
1103301;1103301;11;3;Steenstraat (Zilverstraat - Kemelstraat) onpaar (noord);0;0;0;100;51.2066408803796,51.2066408803796,51.2066408803796,51.2066408803796,51.2066408803796,51.2066408803796;3.22203086234759,3.22203086234759,3.22203086234759,3.22203086234759,3.22203086234759,3.22203086234759;07/07/2016
1002205;1002205;10;2;Sint-Maartensbilk (Maagdenstraat - Zwijnstraat) onpaar (zuid);41.176471;14.285714;7.142857;78.571429;51.2048555711297,51.2048555711297,51.2048555711297,51.2048555711297;3.21576388983336,3.21576388983336,3.21576388983336,3.21576388983336;07/07/2016
601407;601407;6;1;Predikherenrei (Moerkerkestraat - Hoogstuk) kant water (west);200;50;0;50;51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001,51.2064599534001;3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672,3.23548017735672;07/07/2016
202803;202803;2;1;Vlamingstraat (Kraanplein - A.Willaertstraat) paar (oost);150;0;25;75;51.2108705030073,51.2108705030073,51.2108705030073,51.2108705030073,51.2108705030073;3.22428479314942,3.22428479314942,3.22428479314942,3.22428479314942,3.22428479314942;07/07/2016
601404;601404;6;1;Predikherenrei (Hoogstuk - Kazernevest) kant huizen (oost);42.857143;33.333333;0;66.666667;51.205569631441,51.205569631441,51.205569631441,51.205569631441,51.205569631441,51.205569631441;3.23689827918346,3.23689827918346,3.23689827918346,3.23689827918346,3.23689827918346,3.23689827918346;07/07/2016
1103105;1103105;11;3;Sint-Salvatorskerkhof kant huizen (zuid) (Heilige Geeststraat - Sint-Salvatorskoorstraat);0;0;0;0;51.2057731315767,51.2057731315767,51.2057731315767,51.2057731315767,51.2057731315767,51.2057731315767,51.2057731315767;3.22229385000053,3.22229385000053,3.22229385000053,3.22229385000053,3.22229385000053,3.22229385000053,3.22229385000053;07/07/2016
401205;401205;4;1;Oliebaan (Potterierei - Duinenabdijstraat) paar (zuid);0;0;0;0;51.2167473132959,51.2167473132959;3.2289953651969,3.2289953651969;07/07/2016
701501;701501;7;1;Park kant huizen (noord);95.238095;50;10;40;51.2069314332274,51.2069314332274,51.2069314332274,51.2069314332274,51.2069314332274,51.2069314332274,51.2069314332274;3.22967232637373,3.22967232637373,3.22967232637373,3.22967232637373,3.22967232637373,3.22967232637373,3.22967232637373;07/07/2016
302600;302600;3;1;Rode Haanstraat;60;33.333333;0;66.666667;51.2120609527454,51.2120609527454,51.2120609527454,51.2120609527454,51.2120609527454,51.2120609527454;3.22467625872183,3.22467625872183,3.22467625872183,3.22467625872183,3.22467625872183,3.22467625872183;07/07/2016
401102;401102;4;1;Leestenburg paar (zuid);50;60;0;40;51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123,51.2184186514123;3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419,3.23336287911419;07/07/2016
202300;202300;2;3;Rozemarijnstraat;0;0;0;0;51.2094644092542,51.2094644092542,51.2094644092542,51.2094644092542,51.2094644092542,51.2094644092542;3.22364403978939,3.22364403978939,3.22364403978939,3.22364403978939,3.22364403978939,3.22364403978939;07/07/2016
401207;401207;4;1;Oliebaan (Ingang school - Hemelrijk) paar (zuid);0;0;0;0;51.2167151501493,51.2167151501493,51.2167151501493,51.2167151501493,51.2167151501493,51.2167151501493,51.2167151501493,51.2167151501493,51.2167151501493;3.23227691724568,3.23227691724568,3.23227691724568,3.23227691724568,3.23227691724568,3.23227691724568,3.23227691724568,3.23227691724568,3.23227691724568;07/07/2016
300904;300904;3;1;James Wealestraat noord paar;33.333333;100;0;0;51.2181571021382,51.2181571021382;3.22354139842856,3.22354139842856;07/07/2016
502702;502702;5;1;Stijn Streuvelstraat (A.Rodenbachstraat - Kruisvest) onpaar (noord);0;0;0;0;51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918,51.2129978582918;3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754,3.23605202642754;07/07/2016
300503;300503;3;1;Collaert Mansionstraat (Sint-Gilliskerkhof - Lange Raamstraat) onpaar (west);100;66.666667;0;33.333333;51.2150714787448,51.2150714787448,51.2150714787448,51.2150714787448,51.2150714787448,51.2150714787448;3.22729818410441,3.22729818410441,3.22729818410441,3.22729818410441,3.22729818410441,3.22729818410441;07/07/2016
502501;502501;5;1;Sint-Annaplein kant huizen (noord);100;64.705882;0;35.294118;51.2118828451244,51.2118828451244,51.2118828451244,51.2118828451244,51.2118828451244,51.2118828451244,51.2118828451244,51.2118828451244,51.2118828451244,51.2118828451244;3.23156251372316,3.23156251372316,3.23156251372316,3.23156251372316,3.23156251372316,3.23156251372316,3.23156251372316,3.23156251372316,3.23156251372316,3.23156251372316;07/07/2016
1001504;1001504;10;2;Klokstraat (Maagdenstraat - Boeveriestraat) onpaar (zuid);0;0;0;0;51.2031074569653,51.2031074569653,51.2031074569653,51.2031074569653,51.2031074569653;3.21499357906401,3.21499357906401,3.21499357906401,3.21499357906401,3.21499357906401;07/07/2016
1101000;1101000;11;3;Hoogste van Brugge;0;0;0;0;51.2051453000898,51.2051453000898,51.2051453000898,51.2051453000898,51.2051453000898,51.2051453000898,51.2051453000898,51.2051453000898,51.2051453000898;3.21862162510321,3.21862162510321,3.21862162510321,3.21862162510321,3.21862162510321,3.21862162510321,3.21862162510321,3.21862162510321,3.21862162510321;07/07/2016
1103302;1103302;11;3;Steenstraat (Kemelstraat - Zilverstraat) onpaar (noord);60;0;33.333333;66.666667;51.2074773105139,51.2074773105139,51.2074773105139,51.2074773105139,51.2074773105139,51.2074773105139,51.2074773105139,51.2074773105139;3.22296040009173,3.22296040009173,3.22296040009173,3.22296040009173,3.22296040009173,3.22296040009173,3.22296040009173,3.22296040009173;07/07/2016
300803;300803;3;1;Hoedenmakersstraat (Maagdendal - Schrijversstraat) onpaar (west);128.571429;55.555556;0;44.444444;51.2143015704705,51.2143015704705,51.2143015704705,51.2143015704705,51.2143015704705;3.22377625908157,3.22377625908157,3.22377625908157,3.22377625908157,3.22377625908157;07/07/2016
501801;501801;5;1;Leffingestraat onpaar (noord);100;55.555556;0;44.444444;51.2107903827697,51.2107903827697,51.2107903827697,51.2107903827697;3.23219982136339,3.23219982136339,3.23219982136339,3.23219982136339;07/07/2016
1102001;1102001;11;3;Mariastraat (Sint-Salvatorskerkhof - Pijpersstraat) onpaar (oost);100;0;0;100;51.2061819500787,51.2061819500787,51.2061819500787,51.2061819500787,51.2061819500787,51.2061819500787;3.22298482553894,3.22298482553894,3.22298482553894,3.22298482553894,3.22298482553894,3.22298482553894;07/07/2016
1203205;1203205;12;3;Philipstockstraat (Vlamingstraat - Burg) paar (zuid);0;0;0;0;51.2093996344069,51.2093996344069,51.2093996344069,51.2093996344069,51.2093996344069,51.2093996344069,51.2093996344069,51.2093996344069;3.22485404764623,3.22485404764623,3.22485404764623,3.22485404764623,3.22485404764623,3.22485404764623,3.22485404764623,3.22485404764623;07/07/2016
600508;600508;6;1;Ganzenstraat (Hoogstuk - Kazernevest) paar (zuid);50;100;0;0;51.2071947374112,51.2071947374112;3.23803032478394,3.23803032478394;07/07/2016
1100102;1100102;11;3;´t Zand (Zuidzandstraat - concertgebouw);0;0;0;0;51.2049878570558,51.2049878570558;3.21804256708083,3.21804256708083;07/07/2016
500503;500503;5;1;Carmersstraat (E.Zorghestraat - Rijkepijndersstraat) onpaar (noord);60;66.666667;0;33.333333;51.2137778735728,51.2137778735728,51.2137778735728;3.23135396022418,3.23135396022418,3.23135396022418;07/07/2016
1102400;1102400;11;3;Oranjeboomstraat;0;0;0;0;51.2049256891958,51.2049256891958;3.2207079021542,3.2207079021542;07/07/2016
1100704;1100704;11;3;Goezeputstraat (Westmeers - Oostmeers) onpaar (zuid);0;0;0;0;51.2043943943123,51.2043943943123,51.2043943943123,51.2043943943123,51.2043943943123;3.21981706070395,3.21981706070395,3.21981706070395,3.21981706070395,3.21981706070395;07/07/2016
300108;300108;3;1;Annuntiatenstraat (Ingang Wit Gele Kruis - Bidderstraat) onpaar (noord);64.705882;72.727273;0;27.272727;51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735,51.2154351888735;3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864,3.2236838595864;07/07/2016
601601;601601;6;1;Vulderstraat (Langestraat - Hooistraat) onpaar (noord);0;0;0;0;51.2104020229307,51.2104020229307,51.2104020229307,51.2104020229307,51.2104020229307,51.2104020229307,51.2104020229307,51.2104020229307,51.2104020229307;3.23544532186978,3.23544532186978,3.23544532186978,3.23544532186978,3.23544532186978,3.23544532186978,3.23544532186978,3.23544532186978,3.23544532186978;07/07/2016
100202;100202;1;1;Beenhouwerstraat (Oude Zak - Groenestraat) paar (oost);35.714286;80;0;20;51.2110450335054,51.2110450335054,51.2110450335054,51.2110450335054;3.21540984759914,3.21540984759914,3.21540984759914,3.21540984759914;07/07/2016
201504;201504;2;1;Klaverstraat (Elf-Julistraat - Vlamingdam) onpaar (noord);60;33.333333;0;66.666667;51.2157017928031,51.2157017928031,51.2157017928031;3.22094093904589,3.22094093904589,3.22094093904589;07/07/2016
300201;300201;3;1;Augustijnenrei (Sint-Jorisstraat - J. Miraelstraat) kant water (zuid);0;0;0;0;51.2124694124345,51.2124694124345,51.2124694124345;3.22269759115469,3.22269759115469,3.22269759115469;07/07/2016
701402;701402;7;1;Pandreitje (Waalsestraat - Gevangenisstraat) paar (oost);88.888889;62.5;25;12.5;51.206903817422,51.206903817422,51.206903817422,51.206903817422;3.22861038825496,3.22861038825496,3.22861038825496,3.22861038825496;07/07/2016
801802;801802;8;1;Sentillenhof onpaar (west);0;0;0;0;51.2017547112719,51.2017547112719,51.2017547112719,51.2017547112719,51.2017547112719,51.2017547112719,51.2017547112719,51.2017547112719,51.2017547112719,51.2017547112719;3.22893723918957,3.22893723918957,3.22893723918957,3.22893723918957,3.22893723918957,3.22893723918957,3.22893723918957,3.22893723918957,3.22893723918957,3.22893723918957;07/07/2016
600507;600507;6;1;Ganzenstraat (Moerkerkestraat - Hoogstuk) paar (zuid);66.666667;75;0;25;51.2075820805367,51.2075820805367,51.2075820805367,51.2075820805367,51.2075820805367,51.2075820805367;3.23709114177549,3.23709114177549,3.23709114177549,3.23709114177549,3.23709114177549,3.23709114177549;07/07/2016
302002;302002;3;1;Maagdendal onpaar (zuid);0;0;0;0;51.2150639267895,51.2150639267895;3.22280176946896,3.22280176946896;07/07/2016
