ID;X;Y;TOESTELLEN;PUBLIEK;latWGS84;loWGS84;Aangemaakt op
38;68400.632;222790.736;J;J;51.3090907911013;3.19804796314999;16/03/2017
109;0;0;J;J;51.2376648125616;3.20163727654344;16/03/2017
72;66637.578;208888.276;J;J;51.1841293260152;3.17611322593657;16/03/2017
116;0;0;J;J;51.1993012749866;3.2262267274403;16/03/2017
100;0;0;J;J;51.2293984412581;3.241524952544;16/03/2017
89;68971.642;208097.174;J;J;51.1773523111815;3.20966760443965;16/03/2017
21;69184.262;211934.063;J;J;51.2118648886792;3.21185272065295;16/03/2017
7;0;0;J;J;51.2045035966835;3.20332994464638;16/03/2017
91;68656.637;209615.562;J;J;51.1908892230741;3.20485195810845;16/03/2017
83;67588.46;209933.428;J;J;51.1936594796181;3.18947333744775;16/03/2017
80;66979.554;211681.912;J;J;51.2093363470425;3.18053513567263;16/03/2017
42;71118.868;213687.871;J;J;51.2278948220837;3.23915272997384;16/03/2017
20;69574.297;211704.011;J;J;51.2097043053478;3.21702781102304;16/03/2017
53;73478.886;209483.685;J;J;51.190427484997;3.27382020912959;16/03/2017
88;69567.175;208732.948;J;J;51.1831484962456;3.21804059251069;16/03/2017
70;67896.393;209772.943;J;J;51.1922609085737;3.19391457897723;16/03/2017
65;72359.733;211928.899;J;J;51.2124016804786;3.25694850818239;16/03/2017
112;0;0;J;J;51.1795276686324;3.19232484069193;16/03/2017
68;68322.392;210540.565;J;J;51.1990209664383;3.2002703061695;16/03/2017
32;68230.792;221046.304;J;J;51.2937689922647;3.19629463230742;16/03/2017
12;70053.401;212355.658;J;J;51.2157755727289;3.22419587399119;16/03/2017
4;0;0;J;J;51.2446786805513;3.22748181227267;16/03/2017
71;65899.35;207458.531;J;J;51.1711725666917;3.16588682890929;16/03/2017
22;69646.473;212684.394;J;J;51.2186734513054;3.21830107242247;16/03/2017
110;0;0;J;J;51.2082259992236;3.23554247673906;16/03/2017
111;0;0;J;J;51.2050565960337;3.23240774847645;16/03/2017
81;67398.032;210653.72;J;J;51.2001052276922;3.18658605495164;16/03/2017
47;71614.825;215101.31;J;J;51.2406649396123;3.24594550766644;16/03/2017
52;71615.781;209820.043;J;J;51.1933429018325;3.24696941248568;16/03/2017
14;70908.325;211927.567;N;J;51.2120323277166;3.23621756185599;16/03/2017
