ID;Locatie;Aantal;latWGS84;loWGS84;Aangemaakt op
1;L. Coiseau;10;51.2245778316106;3.22685333489882;06/07/2016
3;Magdalenastraat;20;51.2014704851634;3.20888413502187;06/07/2016
2;Bevrijdingslaan;40;51.2101369499011;3.2120154512797;06/07/2016
5;Boogschutterslaan;10;51.2147022749947;3.24880468574879;06/07/2016
4;Steenbrugge;40;51.1810386717754;3.2348102136368;06/07/2016
