Id;Straatnaam;Wegbeheer;latWGS84;loWGS84;Aangemaakt op
319;Houtkaai;Stad;51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041,51.2169454578041;3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315,3.20165919406315;15/09/2016
23;Lange Vesting;Stad;51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088,51.2051244973088;3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202,3.21055320980202;15/09/2016
160;Karel Cartonstraat;Stad;51.1885660282286,51.1885660282286,51.1885660282286,51.1885660282286,51.1885660282286,51.1885660282286,51.1885660282286,51.1885660282286,51.1885660282286,51.1885660282286,51.1885660282286;3.19953614454403,3.19953614454403,3.19953614454403,3.19953614454403,3.19953614454403,3.19953614454403,3.19953614454403,3.19953614454403,3.19953614454403,3.19953614454403,3.19953614454403;15/09/2016
311;Eiensluisstraat;Stad;51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872,51.3326251612872;3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952,3.21039345633952;15/09/2016
273;Hoge Hul;Stad;51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826,51.2477319821826;3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032,3.203015643032;15/09/2016
314;Reingaardsvliet;Stad;51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913,51.3336865861913;3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141,3.21205224752141;15/09/2016
280;Spreeuwenstraat;Stad;51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237,51.2336786565237;3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254,3.19854915688254;15/09/2016
58;Pijpeweg;Stad;51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055,51.216289255055;3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999,3.28455920138999;15/09/2016
293;Zilverberkenstraat;Stad;51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748,51.2689963053748;3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361,3.221259465361;15/09/2016
289;Bossiersgoed;Stad;51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901,51.2727817514901;3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889,3.22420895736889;15/09/2016
323;Canadaplein;Gewest;51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876,51.2042062988876;3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691,3.21015909214691;15/09/2016
0;;;51.2485030816837,51.2485030816837,51.2485030816837,51.2485030816837,51.2485030816837,51.2485030816837,51.2485030816837,51.2485030816837,51.2485030816837,51.2485030816837,51.2485030816837,51.2485030816837,51.2485030816837;3.25456613989184,3.25456613989184,3.25456613989184,3.25456613989184,3.25456613989184,3.25456613989184,3.25456613989184,3.25456613989184,3.25456613989184,3.25456613989184,3.25456613989184,3.25456613989184,3.25456613989184;15/09/2016
182;'t Hoge;Stad;51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166,51.1863626159166;3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719,3.18772140597719;15/09/2016
12;Scheepsdalelaan;Gewest;51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052,51.2179518757052;3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931,3.21174049880931;15/09/2016
