Operatie;Dossier_Jaar;Element_Type;Element_Jaar;Feit_Volgnummer;Feit_Type;Feitcodegroep_volgens_vertaalta;Feit;Avoc_Waarde__Zwaarste_;Avoc_Waarde__Som_;Avoc_Aantal_Objecten;Avoc_Aantal_Slachtoffers;Avoc_Aantal_Doden;Avoc_Aantal_Zwaar_gewonden;Avoc_Aantal_Licht_gewonden;Avoc_Aantal_Niet_gewonden;Datum_Laag;Uur_Laag;Datum_Hoog;Uur_Hoog;Datum;Jaar;Maand;Week;Dag;Weekend_volgens_Politie;Uur;Uur__Groep_;Dag_of_Nacht_volgens_Zon;Dag_of_Nacht_volgens_Politie__2;Straat;Huisnummer;Busnummer;Postcode;Gemeente;Land;Kruispunt_met_straat;KmHm_paal;Lokale_plaats;Poging__;Zware_Overtreding__;minderjarig__;Matching;Type_Locatie;Locatie;EL_DATUM_CREATIE;ObjectID;X;Y;latWGS84;loWGS84;Aangemaakt op
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;0;20130211;239;20130211;239;20130211;2013;february;7;monday;1;239;2;night;night;Maria van Bourgondiëlaan;61;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130211;23;68677,72697197630;212141.114708115;51.2134957238496;3.20490557973922;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140122;1146;20140122;1146;20140122;2014;january;4;wednesday;0;1146;11;day;day;Maalse Steenweg;334;-9;8310;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140122;324;72884,49332627306;211546.02572434398;51.2087243944042;3.26522852200093;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150115;1703;20150115;1705;20150115;2015;january;3;thursday;0;1705;17;night;day;Chantrellstraat;;-9;8000;BRUGGE;België;Buiten Begijnenvest;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150115;655;69765,58235909375;210329.0418039319;51.1973620989786;3.22087268652973;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20131126;1200;20131126;1205;20131126;2013;november;48;tuesday;0;1205;12;day;day;Predikherenstraat;;-9;8000;BRUGGE;België;Meestraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20131126;279;70405,58099412073;211534.40950981004;51.2082837384656;3.22976312022304;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;0;20150604;815;20150604;815;20150604;2015;june;23;thursday;0;815;8;day;day;Blankenbergse Steenweg;120;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150604;760;68826,32608923991;213381.89744311426;51.2246679106968;3.20675420886284;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;4;20140816;710;20140816;710;20140816;2014;august;33;saturday;1;710;7;day;day;Kruisvest;;-9;8000;BRUGGE;België;;2,4;;-9;-9;;AnchorPoints;politiezone;;20140816;521;70941,47540442855;212505.93022786212;51.2170887551904;3.2372188444653;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;1;20130202;2230;20130202;2230;20130202;2013;february;5;saturday;1;2230;22;night;night;Smedenstraat;7;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130202;16;69445,25885798971;211255.82745933998;51.2056468993242;3.21608497079373;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;2;0;2;0;0;2;0;20130602;1010;20130602;1010;20130602;2013;june;22;sunday;1;1010;10;day;day;Stationsweg;39;-9;8380;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130602;98;68778,85127713818;218301.09134287338;51.2688709946487;3.20497173893513;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140617;1725;20140617;1725;20140617;2014;june;25;tuesday;0;1725;17;day;day;Torhoutse Steenweg;;-9;8200;BRUGGE;België;Gistelse Steenweg;1,2;;-9;-9;;AnchorPoints;politiezone;;20140617;454;68922,55057305483;211047.02881789926;51.2036972245175;3.20865330669049;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150601;1917;20150601;1917;20150601;2015;june;23;monday;0;1917;19;day;day;Eekhoutstraat;;-9;8000;BRUGGE;België;Geerolfstraat;-99,9;;-9;-9;;MultiNetCrossroadMatching;politiezone;;20150601;758;70275,74257661066;211323.8867996512;51.206373785851;3.22795168213233;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20130801;915;20130801;915;20130801;2013;august;31;thursday;0;915;9;day;day;Komvest;;-9;8000;BRUGGE;België;Komvest;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130801;159;70211,36222659229;212984.9987271128;51.2212938970351;3.22666521796988;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20150926;2030;20150926;2040;20150926;2015;september;39;saturday;1;2040;20;night;day;Expresweg;;-9;8200;BRUGGE;België;Koningin Astridlaan;-99,9;;-9;-9;;MultiNetCrossroadMatching;politiezone;;20150926;875;68348,18414241195;209356.19380300213;51.1884201747682;3.2008165821401;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20151014;908;20151014;908;20151014;2015;october;42;wednesday;0;908;9;day;day;Sint-Jansplein;;-9;8000;BRUGGE;België;Sint-Jansstraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20151014;890;70156,61386651344;211808.01592089457;51.2107083815229;3.22614075688355;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150713;1215;20150713;1215;20150713;2015;july;29;monday;0;1215;12;day;day;Sint-Lucaslaan;;-9;8000;BRUGGE;België;'s-Heer Boudewijnsburg;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150713;803;71732,30102465769;209235.25075794224;51.1878014560421;3.24924127282777;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20130823;930;20130823;930;20130823;2013;august;34;friday;0;930;9;day;day;Manitobalaan;45;-9;8200;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130823;183;68171,58666666666;210335.79583333322;51.1971992435065;3.19807018881954;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140502;1310;20140502;1310;20140502;2014;may;18;friday;0;1310;13;day;day;Nieuwe Gentweg;75;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140502;408;70438,89504163816;211090.38595591832;51.2042977172296;3.23033712014322;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20130223;1930;20130223;1930;20130223;2013;february;8;saturday;1;1930;19;night;day;Boogschutterslaan;36;-9;8310;BRUGGE;België;;-99,9;;-9;-9;;GrabAddressMatching;politiezone;;20130224;31;71678,01000000000;212277.25;51.2151338731174;3.24780839215671;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;3;3;0;1;0;1;0;1;20140603;1124;20140603;1124;20140603;2014;june;23;tuesday;0;1124;11;day;day;Brieversweg;184;-9;8310;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140603;437;73006,36222834491;211961.80189038554;51.2124774133174;3.2668839855002;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;0;20130929;1640;20130929;1645;20130929;2013;september;39;sunday;1;1645;16;day;day;Gemeneweideweg-Noord;4;-9;8310;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130930;220;72355,44550106114;213074.43724504692;51.2223899750607;3.25733177245846;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;0;20131109;950;20131109;951;20131109;2013;november;45;saturday;1;951;9;day;day;Steenstraat;13;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20131109;260;69988,90722721808;211514.2431479464;51.208044932122;3.22380591728634;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;3;20140629;1951;20140629;1951;20140629;2014;june;26;sunday;1;1951;19;day;day;Langestraat;3;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140629;479;70533,30972953972;211690.48638655324;51.2097040471665;3.23155644455138;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20130609;900;20130609;930;20130609;2013;june;23;sunday;1;930;9;day;day;'t Zand;;-9;8000;BRUGGE;België;Hoefijzerlaan;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130610;107;69497,81593138298;211272.3667122703;51.2058028697183;3.21683322923698;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20131031;745;20131031;745;20131031;2013;october;44;thursday;0;745;7;day;day;Ezelstraat;35;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20131031;256;69674,99898906438;212014.66183059156;51.212498803673;3.21920384423977;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;3;3;0;1;0;1;0;2;20131129;920;20131129;920;20131129;2013;november;48;friday;0;920;9;day;day;Wittemolenstraat;20;-9;8200;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20131129;284;68804,68825032809;209048.74623446263;51.185721340605;3.20741404956519;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20130616;35;20130616;35;20130616;2013;june;24;sunday;1;35;0;night;night;Torhoutse Steenweg;115;-9;8200;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130616;118;68538,89224617201;210564.01524746217;51.1993022382127;3.20327300480879;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20141127;1300;20141127;1300;20141127;2014;november;48;thursday;0;1300;13;day;day;Smedenstraat;;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20141127;625;69477,65240581226;211263.72399857172;51.2057223841751;3.21654666967939;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20131108;1301;20131108;1301;20131108;2013;november;45;friday;0;1301;13;day;day;Eekhoutstraat;20;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20131108;258;70280,63850816323;211317.31777561002;51.2063154237612;3.22802317023877;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;2;20151209;1850;20151209;1850;20151209;2015;december;50;wednesday;0;1850;18;night;day;Brugse Steenweg;142;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20151209;943;71448,31412299209;214488.15268856726;51.2349728246084;3.24404249305293;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150608;1652;20150608;1652;20150608;2015;june;24;monday;0;1652;16;day;day;Odegemstraat;;-9;8310;BRUGGE;België;Canadaring;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150608;771;71339,26527341375;209508.9446812237;51.1902079070446;3.24356099010104;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;3;3;0;1;0;1;0;1;20140717;1055;20140717;1055;20140717;2014;july;29;thursday;0;1055;10;day;day;Waggelwaterstraat;21;-9;8200;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140717;494;68409,14020833311;212277.67624999935;51.214685164632;3.2010315893668;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140917;925;20140917;925;20140917;2014;september;38;wednesday;0;925;9;day;day;Jeruzalemstraat;;-9;8000;BRUGGE;België;Rodestraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140917;552;70690,39161531221;211965.28356943323;51.2121953414549;3.23374392804527;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150105;1142;20150105;1142;20150105;2015;january;2;monday;0;1142;11;day;day;Canadaplein;1;-9;8200;BRUGGE;België;Gistelse Steenweg;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150105;649;68937,95103903674;211039.8299685099;51.2036346868437;3.20887523732044;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20141003;1411;20141003;1411;20141003;2014;october;40;friday;0;1411;14;day;day;Langestraat;19;-9;8000;BRUGGE;België;Predikherenstraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20141003;573;70583,59914400468;211685.37455801733;51.2096650215421;3.23227711413121;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140527;1643;20140527;1643;20140527;2014;may;22;tuesday;0;1643;16;day;day;Gaston Roelandtsplein;;-9;8310;BRUGGE;België;Tramstraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140527;433;71636,82217011281;210781.97995350728;51.2016896811604;3.24754193150395;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;2;0;2;0;0;2;4;20130811;1410;20130811;1410;20130811;2013;august;32;sunday;1;1410;14;day;day;Koning Albert I-laan;159;-9;8200;BRUGGE;België;Wittemolenstraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130811;175;68872,44570753966;209082.78887134907;51.1860368111117;3.2083754273742;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150624;1236;20150624;1236;20150624;2015;june;26;wednesday;0;1236;12;day;day;Spoorwegstraat;;-9;8200;BRUGGE;België;Ten Briele;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150624;787;69886,71325372670;209012.78457788317;51.1855491479525;3.22289579762767;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140819;1830;20140819;1830;20140819;2014;august;34;tuesday;0;1830;18;day;day;Vlamingstraat;36;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140819;522;70042,75253822036;211761.1848441018;51.2102717422615;3.22452189810949;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20151211;1230;20151211;1230;20151211;2015;december;50;friday;0;1230;12;day;day;Jan Breydellaan;82;-9;8200;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20151211;945;68773,40522067667;211912.07693705324;51.2114507520419;3.20632594641745;10/10/2016
PV;2015;VO;2016;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20151211;1100;20151211;1100;20151211;2015;december;50;friday;0;1100;11;day;day;Gistelse Steenweg;552;-9;8200;BRUGGE;België;;-99,9;;-9;-9;;GrabAddressMatching;politiezone;;20160114;964;66809,95000000000;210354.91;51.1971765764876;3.17858871560044;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140302;1405;20140302;1405;20140302;2014;march;9;sunday;1;1405;14;day;day;Olympialaan;38;-9;8200;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140302;351;66816,41583333330;210179.90645833316;51.1956046929576;3.17872130446861;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20130709;1930;20130709;1931;20130709;2013;july;28;tuesday;0;1931;19;day;day;Ter Doeststraat;45;-9;8380;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130709;140;69226,75385416647;218451.61697916582;51.2702866731899;3.21135492337504;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;2;20140625;200;20140625;200;20140625;2014;june;26;wednesday;0;200;2;night;night;Binnenweg;4;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;GrabAddressMatching;politiezone;;20140625;475;70158,92999999999;213504.75;51.225957820416;3.22580038194246;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150316;1800;20150316;1800;20150316;2015;march;12;monday;0;1800;18;day;day;Hogeweg;77;-9;8200;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150316;703;68447,02190349845;211257.7158060281;51.2055238049182;3.2018029303681;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140803;1600;20140803;1600;20140803;2014;august;31;sunday;1;1600;16;day;day;Blankenbergse Steenweg;;-9;8000;BRUGGE;België;Kolvestraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140804;509;68288,13416855708;215283.84380144635;51.241685236435;3.19862246700368;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;2;0;2;0;0;2;0;20140901;855;20140901;855;20140901;2014;september;36;monday;0;855;8;day;day;Hoefijzerlaan;94;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140901;534;69334,56829522793;211671.0112881664;51.2093628564283;3.21440903467762;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20130430;1150;20130430;1158;20130430;2013;april;18;tuesday;0;1158;11;day;day;Astridlaan;;-9;8310;BRUGGE;België;Prins Karellaan;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130430;68;71730,47094030253;210547.63124675263;51.1995961804702;3.24893218186544;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;3;3;0;1;0;1;0;1;20140727;1615;20140727;1615;20140727;2014;july;30;sunday;1;1615;16;day;day;Leopold II-laan;2;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140727;502;69198,08432242984;212618.78383711964;51.2178617211361;3.2122451092558;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20130807;1513;20130807;1513;20130807;2013;august;32;wednesday;0;1513;15;day;day;Pathoekeweg;;-9;8000;BRUGGE;België;Jacob van Arteveldestraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130807;167;69409,09224956208;213441.2514464879;51.2252829723363;3.2150819840667;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;0;20141205;1524;20141205;1524;20141205;2014;december;49;friday;0;1524;15;day;day;'t Zand;21;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20141207;634;69588,04383653990;211143.35043936016;51.2046559196322;3.21815270217997;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;2;0;2;0;0;2;0;20130909;1655;20130909;1655;20130909;2013;september;37;monday;0;1655;16;day;day;Buiten Begijnenvest;;-9;8000;BRUGGE;België;Vaartdijkstraat;5,3;;-9;-9;;AnchorPoints;politiezone;;20130909;195;69947,00220464794;210259.94414834393;51.1967662560066;3.22348301799551;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150117;630;20150117;700;20150117;2015;january;3;saturday;1;700;7;night;day;Annuntiatenstraat;;-9;8000;BRUGGE;België;Langerei;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150117;657;70328,83270493653;212409.1363921943;51.2161346451205;3.22847292540808;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20141202;1853;20141202;1853;20141202;2014;december;49;tuesday;0;1853;18;night;day;Komvest;;-9;8000;BRUGGE;België;Walweinstraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20141202;630;70204,66956076351;212982.35476962582;51.2212692098041;3.22657001663407;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;0;20130623;424;20130623;424;20130623;2013;june;25;sunday;1;424;4;night;night;Spanjaardstraat;1;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;GrabAddressMatching;politiezone;;20130623;127;70078,20476911854;211916.48709276682;51.2116724058116;3.22499494881373;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;3;3;0;1;0;1;0;1;20130531;1145;20130531;1153;20130531;2013;may;22;friday;0;1153;11;day;day;Ronsaardbekestraat;72;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130531;94;70635,32672627129;213417.85005352905;51.2252424975299;3.23263814795332;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140125;1406;20140125;1406;20140125;2014;january;4;saturday;1;1406;14;day;day;Baron Ruzettelaan;443;-9;8310;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140125;328;70734,74681488493;208478.63275957113;51.1808654084503;3.23513990043571;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20141108;1129;20141108;1129;20141108;2014;november;45;saturday;1;1129;11;day;day;Sint-Pieterskaai;;-9;8000;BRUGGE;België;Vaartstraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20141108;609;69462,44267170294;212917.44037958677;51.2205827671716;3.21596192218142;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;2;0;2;0;0;2;1;20150920;1230;20150920;1230;20150920;2015;september;38;sunday;1;1230;12;day;day;Buiten Begijnenvest;;-9;8000;BRUGGE;België;;5,4;;-9;-9;;AnchorPoints;politiezone;;20150920;864;69839,15973451728;210289.58619386455;51.1970177093131;3.22193387526927;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;3;4;0;2;0;1;1;0;20130812;1732;20130812;1732;20130812;2013;august;33;monday;0;1732;17;day;day;Langestraat;138;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130812;177;71026,37926987468;211988.80528851732;51.2124527773881;3.23854644300059;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;3;4;0;2;0;1;1;0;20150909;1632;20150909;1632;20150909;2015;september;37;wednesday;0;1632;16;day;day;Kustlaan;161;-9;8380;BRUGGE;België;Azorenstraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150909;854;68158,73550140801;224913.48017335733;51.3282088058762;3.19459053886909;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140629;1650;20140629;1650;20140629;2014;june;26;sunday;1;1650;16;day;day;Sint-Pieterszuidstraat;;-9;8000;BRUGGE;België;Blankenbergse Steenweg;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140629;478;68883,15810947232;213096.31150954694;51.2221092555567;3.20763151459652;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150720;1221;20150720;1221;20150720;2015;july;30;monday;0;1221;12;day;day;Torhoutse Steenweg;100;-9;8200;BRUGGE;België;Ontmijnerslaan;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150720;807;68582,75791666661;210640.98041666663;51.2000001362285;3.20388323618326;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;2;0;2;0;0;2;0;20130614;1907;20130614;1907;20130614;2013;june;24;friday;0;1907;19;day;day;Sint-Pieterskaai;63;-9;8000;BRUGGE;België;;-99,9;Krakele (Gasthof De);-9;-9;;GrabAddressMatching;politiezone;;20130614;116;69806,28999999999;213122.15;51.22247040963;3.22083761636065;10/10/2016
PV;2014;VO;2014;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20140613;1210;20140613;1210;20140613;2014;june;24;friday;0;1210;12;day;day;Dudzeelse Steenweg;;-9;8000;BRUGGE;België;Bommelbekestraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20140613;449;70437,27549203449;214213.4041647069;51.2323651303612;3.22962885285372;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met stoffelijke schade;0;0;0;0;0;0;0;4;20151018;1418;20151018;1418;20151018;2015;october;42;sunday;1;1418;14;day;day;Buiten Gentpoortvest;;-9;8000;BRUGGE;België;;4,4;;-9;-9;;AnchorPoints;politiezone;;20151018;897;70678,86879349293;210773.01505525093;51.2014783770271;3.23383967465627;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20130305;800;20130305;800;20130305;2013;march;10;tuesday;0;800;8;day;day;Astridlaan;244;-9;8310;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130305;35;72504,22000000000;209987.59;51.1946671303818;3.26012033827236;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;1;0;1;0;0;1;1;20150520;1700;20150520;1700;20150520;2015;may;21;wednesday;0;1700;17;day;day;Generaal Lemanlaan;;-9;8310;BRUGGE;België;Daverlostraat;-99,9;;-9;-9;;AnchorPoints;politiezone;;20150520;746;70917,80599190295;210842.81004780158;51.2021384105217;3.23724262285903;10/10/2016
PV;2013;VO;2013;1;Verkeersongeval;VO;Verkeersongeval met gewonden;1;2;0;2;0;0;2;0;20130130;800;20130130;800;20130130;2013;january;5;wednesday;0;800;8;night;day;Veldstraat;12;-9;8200;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20130130;12;68894,47441274504;209542.1192872444;51.1901680943687;3.20858787000415;10/10/2016
PV;2015;VO;2015;1;Verkeersongeval;VO;Verkeersongeval met gewonden;3;3;0;1;0;1;0;1;20151219;1657;20151219;1657;20151219;2015;december;51;saturday;1;1657;16;night;day;Langestraat;1;-9;8000;BRUGGE;België;;-99,9;;-9;-9;;AnchorPoints;politiezone;;20151219;955;70524,23648770871;211693.4210130038;51.2097291728296;3.23142597985599;10/10/2016
