ID;Straat;Aantal;Type;Opmerking;latWGS84;loWGS84;Aangemaakt op
0;Potterierei;3;H;;51.2185548874654,51.2185548874654;3.23012114118372,3.23012114118372;22/06/2016
0;Oostmeers;10;L;;51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658,51.1994817079658;3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126,3.21997122695126;22/06/2016
0;Rijkepijndersstraat;5;L;;51.2147376887153,51.2147376887153;3.23108888286454,3.23108888286454;22/06/2016
0;Boeveriestraat;3;L;;51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893,51.2039618666893;3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053,3.21711418617053;22/06/2016
0;Sint-Jansplein;9;H;;51.2104125232973,51.2104125232973,51.2104125232973,51.2104125232973,51.2104125232973,51.2104125232973,51.2104125232973;3.22624432769706,3.22624432769706,3.22624432769706,3.22624432769706,3.22624432769706,3.22624432769706,3.22624432769706;22/06/2016
0;Boeveriestraat;15;L;;51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693,51.201337872693;3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961,3.21588956078961;22/06/2016
0;Oostmeers;14;L;;51.1993986006739,51.1993986006739,51.1993986006739,51.1993986006739,51.1993986006739,51.1993986006739,51.1993986006739,51.1993986006739,51.1993986006739,51.1993986006739,51.1993986006739,51.1993986006739,51.1993986006739;3.22012452308018,3.22012452308018,3.22012452308018,3.22012452308018,3.22012452308018,3.22012452308018,3.22012452308018,3.22012452308018,3.22012452308018,3.22012452308018,3.22012452308018,3.22012452308018,3.22012452308018;22/06/2016
0;James Wealestraat;2;L;;51.2181641885647,51.2181641885647,51.2181641885647,51.2181641885647,51.2181641885647;3.22386048599711,3.22386048599711,3.22386048599711,3.22386048599711,3.22386048599711;22/06/2016
0;Molenmeers;8;L;;51.2098087686105,51.2098087686105,51.2098087686105,51.2098087686105,51.2098087686105,51.2098087686105,51.2098087686105,51.2098087686105,51.2098087686105,51.2098087686105;3.23189720926408,3.23189720926408,3.23189720926408,3.23189720926408,3.23189720926408,3.23189720926408,3.23189720926408,3.23189720926408,3.23189720926408,3.23189720926408;22/06/2016
0;Sint-Jansstraat;9;L;;51.2108969815348,51.2108969815348,51.2108969815348,51.2108969815348;3.22697045452545,3.22697045452545,3.22697045452545,3.22697045452545;22/06/2016
0;Walweinstraat;9;L;;51.2202525187524,51.2202525187524,51.2202525187524,51.2202525187524,51.2202525187524,51.2202525187524,51.2202525187524,51.2202525187524;3.22674702155029,3.22674702155029,3.22674702155029,3.22674702155029,3.22674702155029,3.22674702155029,3.22674702155029,3.22674702155029;22/06/2016
0;Vlamingstraat;8;H;;51.2105286945085,51.2105286945085,51.2105286945085,51.2105286945085,51.2105286945085,51.2105286945085,51.2105286945085,51.2105286945085,51.2105286945085;3.22447585885145,3.22447585885145,3.22447585885145,3.22447585885145,3.22447585885145,3.22447585885145,3.22447585885145,3.22447585885145,3.22447585885145;22/06/2016
0;Langestraat;2;L;;51.2100065794068,51.2100065794068,51.2100065794068,51.2100065794068,51.2100065794068;3.23451588609398,3.23451588609398,3.23451588609398,3.23451588609398,3.23451588609398;22/06/2016
0;Sint-Claradreef;17;L;;51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588,51.2188151960588;3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053,3.22167998914053;22/06/2016
0;Komvest;10;H;;51.220820663322,51.220820663322,51.220820663322,51.220820663322,51.220820663322;3.22954360280577,3.22954360280577,3.22954360280577,3.22954360280577,3.22954360280577;22/06/2016
0;Violierstraat;8;L;;51.2047054939075,51.2047054939075;3.23506716609753,3.23506716609753;22/06/2016
0;Hoefijzerlaan;4;L;;51.2078767580995,51.2078767580995,51.2078767580995,51.2078767580995,51.2078767580995,51.2078767580995,51.2078767580995,51.2078767580995,51.2078767580995,51.2078767580995,51.2078767580995,51.2078767580995,51.2078767580995;3.21559703146762,3.21559703146762,3.21559703146762,3.21559703146762,3.21559703146762,3.21559703146762,3.21559703146762,3.21559703146762,3.21559703146762,3.21559703146762,3.21559703146762,3.21559703146762,3.21559703146762;22/06/2016
0;Wulpenstraat;15;H;;51.2202235207741,51.2202235207741;3.23047162745106,3.23047162745106;22/06/2016
0;Kwekersstraat;11;L;;51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072,51.2099029605072;3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153,3.23712713418153;22/06/2016
0;Sint-Jakobsstraat;0;LaLo;;51.2113759048878,51.2113759048878,51.2113759048878,51.2113759048878;3.22077801331454,3.22077801331454,3.22077801331454,3.22077801331454;22/06/2016
0;Korte Ropeerdstraat1;1;L;;51.2134638913822,51.2134638913822;3.23263289934911,3.23263289934911;22/06/2016
0;Oude Gentweg;2;L;;51.202562402322,51.202562402322;3.23020325933662,3.23020325933662;22/06/2016
0;Gapaardstraat;5;L;;51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125,51.2052496458125;3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043,3.23392680785043;22/06/2016
0;Ezelstraat;5;L;;51.2141462656952,51.2141462656952,51.2141462656952,51.2141462656952,51.2141462656952,51.2141462656952,51.2141462656952,51.2141462656952;3.21703625151629,3.21703625151629,3.21703625151629,3.21703625151629,3.21703625151629,3.21703625151629,3.21703625151629,3.21703625151629;22/06/2016
0;Steenhouwersdijk;4;L;;51.2086908472291,51.2086908472291,51.2086908472291,51.2086908472291,51.2086908472291,51.2086908472291,51.2086908472291;3.22928626192579,3.22928626192579,3.22928626192579,3.22928626192579,3.22928626192579,3.22928626192579,3.22928626192579;22/06/2016
0;Langestraat;7;L;;51.209656497523,51.209656497523,51.209656497523,51.209656497523,51.209656497523,51.209656497523,51.209656497523,51.209656497523,51.209656497523,51.209656497523,51.209656497523,51.209656497523;3.23341744354146,3.23341744354146,3.23341744354146,3.23341744354146,3.23341744354146,3.23341744354146,3.23341744354146,3.23341744354146,3.23341744354146,3.23341744354146,3.23341744354146,3.23341744354146;22/06/2016
0;Bapaumestraat;1;C;;51.2125885674561,51.2125885674561;3.23876127872982,3.23876127872982;22/06/2016
0;Julius en Maurits Sabbestraat;9;L;;51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432,51.2184681896432;3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816,3.22713760943816;22/06/2016
0;Bapaumestraat;11;L;;51.2130184305056,51.2130184305056,51.2130184305056;3.23911803367715,3.23911803367715,3.23911803367715;22/06/2016
0;'s-Gravenstraat;6;L;;51.2205571959411,51.2205571959411;3.22757735389982,3.22757735389982;22/06/2016
0;Katelijnevest;2;L;;51.1998367441202,51.1998367441202,51.1998367441202;3.22911691587635,3.22911691587635,3.22911691587635;22/06/2016
0;Langerei;16;H;;51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271,51.215155690271;3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455,3.2288866656455;22/06/2016
0;Rijkepijndersstraat;5;H;;51.2147722931759,51.2147722931759;3.2313131441452,3.2313131441452;22/06/2016
0;Hugo Losschaertstraat;7;L;;51.2143699954682,51.2143699954682;3.22026152033754,3.22026152033754;22/06/2016
0;Sint-Gilliskoorstraat;6;L;;51.2146498807464,51.2146498807464;3.2277476680484,3.2277476680484;22/06/2016
0;'t Zand;0;LaLo;;51.2059851345707,51.2059851345707,51.2059851345707;3.21758079475018,3.21758079475018,3.21758079475018;22/06/2016
0;Ezelstraat;0;LaLo;;51.2137785028282,51.2137785028282,51.2137785028282,51.2137785028282,51.2137785028282,51.2137785028282,51.2137785028282,51.2137785028282,51.2137785028282,51.2137785028282,51.2137785028282,51.2137785028282;3.21758963064628,3.21758963064628,3.21758963064628,3.21758963064628,3.21758963064628,3.21758963064628,3.21758963064628,3.21758963064628,3.21758963064628,3.21758963064628,3.21758963064628,3.21758963064628;22/06/2016
0;Guido Gezelleplein;6;H;;51.2051927641475,51.2051927641475;3.22405695961277,3.22405695961277;22/06/2016
0;Beursplein;16;H;;51.2039182826007,51.2039182826007;3.21454559484168,3.21454559484168;22/06/2016
0;Coletijnenhof;1;L;;51.1995487438226,51.1995487438226;3.22689207596519,3.22689207596519;22/06/2016
0;Schaarstraat;6;L;;51.2068724008777,51.2068724008777;3.23396482789201,3.23396482789201;22/06/2016
0;Pieter Pourbusstraat;5;L;;51.2116798511025,51.2116798511025,51.2116798511025,51.2116798511025;3.22248454475741,3.22248454475741,3.22248454475741,3.22248454475741;22/06/2016
0;Hooistraat;5;L;;51.2083062931685,51.2083062931685,51.2083062931685,51.2083062931685;3.2364242175329,3.2364242175329,3.2364242175329,3.2364242175329;22/06/2016
0;Haarakkerstraat;20;L;;51.2195807434155,51.2195807434155,51.2195807434155,51.2195807434155;3.23171628926318,3.23171628926318,3.23171628926318,3.23171628926318;22/06/2016
0;Van Voldenstraat;8;L;;51.2020280189447,51.2020280189447,51.2020280189447,51.2020280189447,51.2020280189447,51.2020280189447,51.2020280189447,51.2020280189447;3.21476573758265,3.21476573758265,3.21476573758265,3.21476573758265,3.21476573758265,3.21476573758265,3.21476573758265,3.21476573758265;22/06/2016
0;Kruisvest;13;L;;51.2150947822863,51.2150947822863,51.2150947822863,51.2150947822863,51.2150947822863,51.2150947822863;3.23787396210384,3.23787396210384,3.23787396210384,3.23787396210384,3.23787396210384,3.23787396210384;22/06/2016
0;Hoedenmakersstraat;4;L;;51.214048884073,51.214048884073,51.214048884073,51.214048884073,51.214048884073,51.214048884073,51.214048884073,51.214048884073,51.214048884073;3.22395593048582,3.22395593048582,3.22395593048582,3.22395593048582,3.22395593048582,3.22395593048582,3.22395593048582,3.22395593048582,3.22395593048582;22/06/2016
0;Sint-Jansplein;0;LaLo;;51.2104097431665,51.2104097431665,51.2104097431665,51.2104097431665,51.2104097431665,51.2104097431665;3.22607650508007,3.22607650508007,3.22607650508007,3.22607650508007,3.22607650508007,3.22607650508007;22/06/2016
0;Rolweg;6;L;;51.2136375148998,51.2136375148998,51.2136375148998,51.2136375148998;3.2329737012928,3.2329737012928,3.2329737012928,3.2329737012928;22/06/2016
0;Schaarstraat;11;L;;51.2052404600277,51.2052404600277;3.23260803823726,3.23260803823726;22/06/2016
0;Sint-Salvatorskerkhof;9;L;;51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429,51.2050159864429;3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209,3.22100271571209;22/06/2016
0;Rodestraat;8;L;;51.21145394031,51.21145394031,51.21145394031,51.21145394031,51.21145394031,51.21145394031;3.23547884399798,3.23547884399798,3.23547884399798,3.23547884399798,3.23547884399798,3.23547884399798;22/06/2016
0;Sint-Maartensbilk;15;H;;51.2046378501273,51.2046378501273,51.2046378501273,51.2046378501273,51.2046378501273,51.2046378501273,51.2046378501273,51.2046378501273;3.21513102454878,3.21513102454878,3.21513102454878,3.21513102454878,3.21513102454878,3.21513102454878,3.21513102454878,3.21513102454878;22/06/2016
0;Predikherenstraat;5;L;;51.2083871701455,51.2083871701455,51.2083871701455,51.2083871701455;3.23000210774491,3.23000210774491,3.23000210774491,3.23000210774491;22/06/2016
0;Bilkske;20;L;;51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025,51.2086325671025;3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662,3.23661185751662;22/06/2016
0;Professor Dr. J. Sebrechtstraat;25;L;;51.2001703725501,51.2001703725501,51.2001703725501,51.2001703725501,51.2001703725501,51.2001703725501,51.2001703725501;3.2208378158419,3.2208378158419,3.2208378158419,3.2208378158419,3.2208378158419,3.2208378158419,3.2208378158419;22/06/2016
0;Predikherenrei;8;L;;51.2070733572062,51.2070733572062;3.23510188319953,3.23510188319953;22/06/2016
0;Potterierei;14;L;;51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421,51.2159678909421;3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029,3.22935210299029;22/06/2016
0;Nieuwstraat;0;LaLo;;51.2056439045483,51.2056439045483,51.2056439045483,51.2056439045483,51.2056439045483,51.2056439045483,51.2056439045483,51.2056439045483,51.2056439045483,51.2056439045483,51.2056439045483;3.22469156131476,3.22469156131476,3.22469156131476,3.22469156131476,3.22469156131476,3.22469156131476,3.22469156131476,3.22469156131476,3.22469156131476,3.22469156131476,3.22469156131476;22/06/2016
0;Hoogstraat;5;L;;51.2097464600781,51.2097464600781,51.2097464600781,51.2097464600781,51.2097464600781,51.2097464600781,51.2097464600781,51.2097464600781,51.2097464600781,51.2097464600781,51.2097464600781;3.22963684971094,3.22963684971094,3.22963684971094,3.22963684971094,3.22963684971094,3.22963684971094,3.22963684971094,3.22963684971094,3.22963684971094,3.22963684971094,3.22963684971094;22/06/2016
0;Coletijnenhof;1;L;;51.1995225080065,51.1995225080065;3.22669535398889,3.22669535398889;22/06/2016
0;Sint-Jakobsstraat;0;LaLo;;51.21110948343,51.21110948343,51.21110948343,51.21110948343,51.21110948343,51.21110948343,51.21110948343;3.22114802936087,3.22114802936087,3.22114802936087,3.22114802936087,3.22114802936087,3.22114802936087,3.22114802936087;22/06/2016
0;Kazernevest;7;L;;51.2106617961562,51.2106617961562,51.2106617961562,51.2106617961562,51.2106617961562,51.2106617961562,51.2106617961562,51.2106617961562;3.24050160879787,3.24050160879787,3.24050160879787,3.24050160879787,3.24050160879787,3.24050160879787,3.24050160879787,3.24050160879787;22/06/2016
0;Beenhouwersstraat;6;L;;51.2082715245158,51.2082715245158,51.2082715245158,51.2082715245158,51.2082715245158,51.2082715245158;3.21757789267782,3.21757789267782,3.21757789267782,3.21757789267782,3.21757789267782,3.21757789267782;22/06/2016
0;Philipstockstraat;0;LaLo;;51.2095185131627,51.2095185131627,51.2095185131627,51.2095185131627;3.22582897126908,3.22582897126908,3.22582897126908,3.22582897126908;22/06/2016
0;Leestenburg;10;L;;51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994,51.2183547959994;3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774,3.23329618952774;22/06/2016
0;Krom Genthof;4;L;;51.2130955115,51.2130955115;3.22699045800487,3.22699045800487;22/06/2016
0;Moerstraat;2;L;;51.2088668260553,51.2088668260553,51.2088668260553,51.2088668260553,51.2088668260553,51.2088668260553;3.21909077956182,3.21909077956182,3.21909077956182,3.21909077956182,3.21909077956182,3.21909077956182;22/06/2016
0;Snaggaardstraat;0;LaLo;;51.2153430303729,51.2153430303729;3.23257976149099,3.23257976149099;22/06/2016
0;Katelijnevest;1;L;;51.1993582015567,51.1993582015567;3.22816207482685,3.22816207482685;22/06/2016
0;Bilkske;13;L;;51.2081070738686,51.2081070738686,51.2081070738686,51.2081070738686,51.2081070738686,51.2081070738686;3.23788833373993,3.23788833373993,3.23788833373993,3.23788833373993,3.23788833373993,3.23788833373993;22/06/2016
0;Noordzandstraat;0;LaLo;;51.2078459490319,51.2078459490319,51.2078459490319,51.2078459490319,51.2078459490319;3.22064900381466,3.22064900381466,3.22064900381466,3.22064900381466,3.22064900381466;22/06/2016
0;Sint-Jorisstraat;17;L;;51.2141601561198,51.2141601561198,51.2141601561198,51.2141601561198,51.2141601561198,51.2141601561198,51.2141601561198,51.2141601561198,51.2141601561198;3.22168556968282,3.22168556968282,3.22168556968282,3.22168556968282,3.22168556968282,3.22168556968282,3.22168556968282,3.22168556968282,3.22168556968282;22/06/2016
0;Wulfhagestraat;1;L;;51.2070831907877,51.2070831907877;3.21883586004653,3.21883586004653;22/06/2016
0;Predikherenrei;7;L;;51.2058363103319,51.2058363103319,51.2058363103319,51.2058363103319,51.2058363103319,51.2058363103319,51.2058363103319,51.2058363103319,51.2058363103319,51.2058363103319,51.2058363103319,51.2058363103319;3.23625355271546,3.23625355271546,3.23625355271546,3.23625355271546,3.23625355271546,3.23625355271546,3.23625355271546,3.23625355271546,3.23625355271546,3.23625355271546,3.23625355271546,3.23625355271546;22/06/2016
0;Coletijnenhof;3;H;;51.1998255666754,51.1998255666754;3.22747739878998,3.22747739878998;22/06/2016
0;Verversdijk;6;L;;51.211366772793,51.211366772793,51.211366772793,51.211366772793;3.23062495304356,3.23062495304356,3.23062495304356,3.23062495304356;22/06/2016
0;Buiten Boninvest;45;L;;51.2036265148823,51.2036265148823,51.2036265148823,51.2036265148823;3.23638834218075,3.23638834218075,3.23638834218075,3.23638834218075;22/06/2016
0;Geldmuntstraat;0;LaLo;;51.2090665669669,51.2090665669669,51.2090665669669,51.2090665669669;3.22247678752286,3.22247678752286,3.22247678752286,3.22247678752286;22/06/2016
0;Verversdijk;6;L;;51.2099038421084,51.2099038421084,51.2099038421084,51.2099038421084,51.2099038421084;3.23117905993537,3.23117905993537,3.23117905993537,3.23117905993537,3.23117905993537;22/06/2016
0;Walplein;2;H;;51.2028640037561,51.2028640037561;3.22411223342392,3.22411223342392;22/06/2016
0;Kraanplein;4;H;;51.2103805084185,51.2103805084185;3.22497024996783,3.22497024996783;22/06/2016
0;Engelsestraat;13;L;;51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134,51.2109942844134;3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036,3.22816730747036;22/06/2016
0;James Wealestraat;10;L;;51.2182067764472,51.2182067764472,51.2182067764472,51.2182067764472,51.2182067764472,51.2182067764472,51.2182067764472,51.2182067764472;3.22143845657515,3.22143845657515,3.22143845657515,3.22143845657515,3.22143845657515,3.22143845657515,3.22143845657515,3.22143845657515;22/06/2016
0;Vuldersreitje;21;H;;51.211874075696,51.211874075696;3.23651291390701,3.23651291390701;22/06/2016
